,labels_wine_SpectralClustering_params1,labels_wine_SpectralClustering_params10,labels_wine_SpectralClustering_params11,labels_wine_SpectralClustering_params12,labels_wine_SpectralClustering_params13,labels_wine_SpectralClustering_params14,labels_wine_SpectralClustering_params15,labels_wine_SpectralClustering_params16,labels_wine_SpectralClustering_params17,labels_wine_SpectralClustering_params18,labels_wine_SpectralClustering_params19,labels_wine_SpectralClustering_params2,labels_wine_SpectralClustering_params20,labels_wine_SpectralClustering_params21,labels_wine_SpectralClustering_params22,labels_wine_SpectralClustering_params23,labels_wine_SpectralClustering_params24,labels_wine_SpectralClustering_params25,labels_wine_SpectralClustering_params26,labels_wine_SpectralClustering_params27,labels_wine_SpectralClustering_params28,labels_wine_SpectralClustering_params29,labels_wine_SpectralClustering_params3,labels_wine_SpectralClustering_params30,labels_wine_SpectralClustering_params31,labels_wine_SpectralClustering_params32,labels_wine_SpectralClustering_params33,labels_wine_SpectralClustering_params34,labels_wine_SpectralClustering_params35,labels_wine_SpectralClustering_params36,labels_wine_SpectralClustering_params37,labels_wine_SpectralClustering_params38,labels_wine_SpectralClustering_params39,labels_wine_SpectralClustering_params4,labels_wine_SpectralClustering_params40,labels_wine_SpectralClustering_params41,labels_wine_SpectralClustering_params42,labels_wine_SpectralClustering_params43,labels_wine_SpectralClustering_params44,labels_wine_SpectralClustering_params45,labels_wine_SpectralClustering_params46,labels_wine_SpectralClustering_params47,labels_wine_SpectralClustering_params48,labels_wine_SpectralClustering_params5,labels_wine_SpectralClustering_params6,labels_wine_SpectralClustering_params7,labels_wine_SpectralClustering_params8,labels_wine_SpectralClustering_params9
cSIL,0.68477129209441,0.6753284822632948,0.6841786170273259,0.6753284822632948,0.6817170223588973,0.6817170223588974,0.6835636039033238,0.6835636039033238,0.6872520772036416,0.6869011576533076,0.6894490951780754,0.68477129209441,0.6885590988835815,0.6894490951780754,0.6885590988835815,0.6894490951780754,0.6885590988835815,0.6010319416165022,0.6004803822672068,0.6105933394357762,0.6092921230927502,0.6106201233718643,0.6781030609629579,0.6106201233718643,0.5960177770546558,0.6008221368045811,0.5960177770546558,0.6008221368045811,0.5960177770546558,0.6008221368045811,0.5055359432835699,0.47422543535769385,0.5522658094117967,0.6714203991296701,0.5254317141188095,0.5342814094986741,0.5117515328404666,0.6188942490134491,0.5526347007612895,0.6188942490134491,0.5526347007612895,0.6188942490134491,0.5526347007612895,0.6859177550829072,0.678087052950473,0.6841786170273259,0.6753284822632948,0.6841786170273259
GD43,0.5376476568104017,0.5678656385608274,0.5434231985310803,0.5678656385608274,0.5540805319143325,0.5540805319143325,0.5562415462966058,0.5562415462966058,0.5382221692794383,0.5473340702205803,0.5330835055272946,0.5376476568104017,0.5367946717386537,0.5330835055272946,0.5367946717386537,0.5330835055272946,0.5367946717386537,0.4708712118404628,0.4730442775265563,0.4814418403614444,0.477941685470143,0.46407892960432695,0.5464579705928289,0.46407892960432695,0.4120105000890345,0.4188146877755049,0.4120105000890345,0.4188146877755049,0.4120105000890345,0.4188146877755049,0.2666176408832102,0.3145430497575016,0.3681817697140523,0.5515228591785545,0.34698250526306157,0.37115532517088723,0.3535762341064656,0.4721767701338649,0.3778610685791008,0.4721767701338649,0.3778610685791008,0.4721767701338649,0.3778610685791008,0.5421720099918663,0.5499909147025731,0.5434231985310803,0.5678656385608274,0.5434231985310803
GD53,0.45533961115966404,0.47851674913048486,0.45566783261784677,0.47851674913048486,0.3676315777106533,0.3676315777106533,0.3654057485886635,0.3654057485886635,0.33939379986214196,0.34949616494965763,0.33134187015258065,0.45533961115966404,0.33703438471968294,0.33134187015258065,0.33703438471968294,0.33134187015258065,0.33703438471968294,0.3539931813551344,0.356788383710832,0.3526066959695931,0.3649271285504898,0.3715052239129078,0.4639295822670505,0.3715052239129078,0.3158835651220775,0.31656969791114986,0.3158835651220775,0.31656969791114986,0.3158835651220775,0.31656969791114986,0.2690186205442767,0.30811408013843544,0.3234181952004031,0.4706663362820775,0.3205365108203995,0.345321994392833,0.35613467172882557,0.31629806739804267,0.3239604965816901,0.31629806739804267,0.3239604965816901,0.31629806739804267,0.3239604965816901,0.45494214179533116,0.4646806331331933,0.45566783261784677,0.47851674913048486,0.45566783261784677
PS,1.410523193767247,1.5385899611605847,1.4591670415502627,1.5385899611605847,2.4979787727791964,2.4979787727791964,2.504677525175531,2.504677525175531,2.3592746112653744,2.408026019234,2.3202974066532165,1.410523193767247,2.360942317779041,2.3202974066532165,2.360942317779041,2.3202974066532165,2.360942317779041,2.038234011368223,2.0355043354720324,2.1359455821696454,2.052944433024028,2.041784014032338,1.471843298493718,2.041784014032338,2.0294679665708744,2.057615487520857,2.0294679665708744,2.057615487520857,2.0294679665708744,2.057615487520857,0.9259913866835777,1.7157527964369523,1.1667367573287066,1.552654436508246,1.1072672382681703,1.0464227867557598,1.0509471204458223,1.617946815952065,1.1785639859267532,1.617946815952065,1.1785639859267532,1.617946815952065,1.1785639859267532,1.4344431023878208,1.497851480843221,1.4591670415502627,1.5385899611605847,1.4591670415502627
rCIP,7.241298223733839e-05,0.00010096809244939444,8.713546678356301e-05,0.00010096809244939444,0.00045024948198815805,0.00045024948198815805,0.00041770107572071093,0.00041770107572071093,0.0004083692895406823,0.0004055179389061965,0.0003923161448822633,7.241298223733839e-05,0.00039555596723843314,0.0003923161448822633,0.00039555596723843314,0.0003923161448822633,0.00039555596723843314,0.0019124507964598414,0.0019120592790288033,0.0018829989536159784,0.0018512349231764155,0.0017022502746399638,9.619018945993607e-05,0.001702250274639964,0.001860820256387382,0.0018507855464193418,0.001860820256387382,0.0018507855464193418,0.001860820256387382,0.0018507855464193418,0.005228116321016441,0.0046948666545888855,0.0039969387833888575,0.00011586355446406406,0.0041451053252988855,0.0041715753231858325,0.003943781805048471,0.0033371641687052612,0.004139552913133133,0.0033371641687052612,0.004139552913133133,0.0033371641687052612,0.004139552913133133,7.792009136005278e-05,0.00010006753994089035,8.713546678356301e-05,0.00010096809244939444,8.713546678356301e-05
WB,4.513255837631029,4.207162988085262,4.321097477251164,4.207162988085262,3.194827690335276,3.1948276903352766,3.18937956585098,3.18937956585098,3.1530129415549455,3.15369908968736,3.1692037663941273,4.513255837631029,3.1529070537208215,3.1692037663941273,3.1529070537208215,3.1692037663941273,3.1529070537208215,3.899003624484409,3.8991162129602377,3.796658608773216,3.7766102683505673,3.5903669764458317,4.375426660203663,3.5903669764458317,3.6932561019675583,3.667481936988179,3.6932561019675583,3.667481936988179,3.6932561019675583,3.667481936988179,4.74695593618298,4.657055911348385,4.088748159218267,4.267937911096243,4.1558704023533,4.055601787777671,4.257026655749958,4.1486599244059486,4.045223089172692,4.1486599244059486,4.045223089172692,4.1486599244059486,4.045223089172692,4.384798939429219,4.291939568397066,4.321097477251164,4.207162988085262,4.321097477251164
XB,0.48182325056138614,0.4876532658042899,0.4787657080510735,0.4876532658042899,0.5032570386230946,0.5032570386230946,0.49809123223578183,0.49809123223578183,0.49907740092896313,0.49597135914346896,0.4970535437144683,0.48182325056138614,0.49801624997479543,0.4970535437144683,0.49801624997479543,0.4970535437144683,0.49801624997479543,0.7073329287627235,0.7037098680385684,0.7061528656270091,0.7207319615796679,0.7951354162946415,0.48885905747762165,0.7951354162946415,0.8447977747980897,0.8145945679031326,0.8447977747980897,0.8145945679031326,0.8447977747980897,0.8145945679031326,1.8427443959479295,1.4185431295173,1.1006594152845597,0.4978632281091944,1.2503696548807397,1.2413793367153874,1.3270874273573592,0.7170407516259876,1.1205677919635242,0.7170407516259876,1.1205677919635242,0.7170407516259876,1.1205677919635242,0.47724337655036153,0.487116989267638,0.4787657080510735,0.4876532658042899,0.4787657080510735
SSE,264.9766462351055,259.18625808146305,261.40708826881223,259.18625808146305,197.21229759100322,197.21229759100322,197.04929004361907,197.04929004361907,195.95380845448972,195.9745973223995,196.4431240629484,264.9766462351055,195.95059985935586,196.4431240629484,195.95059985935586,196.4431240629484,195.95059985935586,188.7544110835629,188.75717114594946,186.2124924729377,185.70671981168152,180.88054213496298,262.4381322978047,180.88054213496298,183.57562602308877,182.907286064017,183.57562602308877,182.907286064017,183.57562602308877,182.907286064017,186.23529083530343,184.40916016206276,172.02916278097103,260.3809401955508,173.57139063742898,171.25914563676497,175.85334719722385,173.40680470201832,171.0168798484856,173.40680470201832,171.0168798484856,173.40680470201832,171.0168798484856,262.61422222689214,260.84639528297294,261.40708826881223,259.18625808146305,261.40708826881223
RS,-0.30183961217645316,-0.33311198355759647,-0.2995635079900225,-0.33311198355759647,-0.5482410151480093,-0.5482410151480093,-0.5433973019459618,-0.5433973019459618,-0.5210751239271699,-0.5261323730605425,-0.5207095823225264,-0.30183961217645316,-0.5214001868923552,-0.5207095823225264,-0.5214001868923552,-0.5207095823225264,-0.5214001868923552,-1.0169738046526227,-1.020509678196635,-0.9686758389522078,-0.9771712910504924,-0.9290020840148435,-0.3210103373485012,-0.9290020840148435,-0.912801614979848,-0.9070435961194163,-0.912801614979848,-0.9070435961194163,-0.912801614979848,-0.9070435961194163,-1.2564537978754449,-1.3741373270473447,-1.1985345639729819,-0.33225415262153374,-1.260641128791206,-1.2398257413594682,-1.3425561627876321,-1.2075961655136376,-1.2307230372615476,-1.2075961655136376,-1.2307230372615476,-1.2075961655136376,-1.2307230372615476,-0.29714213448178894,-0.31910853005253603,-0.2995635079900225,-0.33311198355759647,-0.2995635079900225
DH,0.6634379811043185,0.676819338841326,0.6665203969777664,0.676819338841326,0.3095404453337257,0.3095404453337257,0.30901391661866007,0.30901391661866007,0.3059432213742749,0.30687818341211454,0.3051958011810129,0.6634379811043185,0.30566697863898157,0.3051958011810129,0.30566697863898157,0.3051958011810129,0.30566697863898157,0.21248894754958725,0.21269615477978235,0.21081208342278646,0.21062393356810163,0.20886383053431995,0.6723269318583651,0.20886383053431995,0.20518261166325893,0.20581997751552683,0.20518261166325893,0.20581997751552683,0.20518261166325893,0.20581997751552683,0.15270162693201467,0.15587341025640689,0.15099824375310514,0.6799687812848758,0.15288759312957872,0.15239832549922155,0.15518662880410716,0.1497191922040131,0.15216432526026596,0.1497191922040131,0.15216432526026596,0.1497191922040131,0.15216432526026596,0.6640802102640436,0.6730634381962781,0.6665203969777664,0.676819338841326,0.6665203969777664
B,0.8504773681858488,0.9195235621684245,0.8696060600196256,0.9195235621684245,0.7058800466968242,0.7058800466968242,0.7053726536222984,0.7053726536222984,0.6851340325541089,0.6904213921832778,0.6810029693173877,0.8504773681858488,0.6826013825051657,0.6810029693173877,0.6826013825051657,0.6810029693173877,0.6826013825051657,0.7438394823328132,0.7461311725822238,0.7301712016179317,0.7227595629952739,0.6989277591582274,0.8939181613033075,0.6989277591582274,0.660741308509818,0.6681670338742869,0.660741308509818,0.6681670338742869,0.660741308509818,0.6681670338742869,0.6877969046339735,0.7186048407745688,0.6231301516250033,0.9439971545371454,0.6424754322531765,0.6243135143023577,0.6742254523112545,0.6034259254932421,0.6218529889858477,0.6034259254932421,0.6218529889858477,0.6034259254932421,0.6218529889858477,0.8548243963700694,0.9022658350158108,0.8696060600196256,0.9195235621684245,0.8696060600196256
BH,132.4883231175528,129.59312904073153,130.70354413440612,129.59312904073153,65.7374325303344,65.7374325303344,65.68309668120635,65.68309668120635,65.31793615149657,65.32486577413316,65.48104135431613,132.4883231175528,65.31686661978529,65.48104135431613,65.31686661978529,65.48104135431613,65.31686661978529,47.188602770890725,47.189292786487364,46.55312311823443,46.42667995292038,45.220135533740745,131.2190661489024,45.220135533740745,45.89390650577219,45.72682151600425,45.89390650577219,45.72682151600425,45.89390650577219,45.72682151600425,37.24705816706068,36.88183203241255,34.40583255619421,130.1904700977754,34.7142781274858,34.25182912735299,35.170669439444765,34.68136094040367,34.20337596969712,34.68136094040367,34.20337596969712,34.68136094040367,34.20337596969712,131.3071111134461,130.42319764148647,130.70354413440612,129.59312904073153,130.70354413440612
D,0.39941702075881896,0.3761168965327934,0.356523060206111,0.3761168965327934,0.27214278880046,0.27214278880046,0.281023860606432,0.27860534350319655,0.27674896667699894,0.2808440437776705,0.27668360632461547,0.3116197115068644,0.27860534350319655,0.27668360632461547,0.27860534350319655,0.27668360632461547,0.27860534350319655,0.2071781909599068,0.2071781909599068,0.20214120171957417,0.2637605128453259,0.3153846497300558,0.2881470471458033,0.2856543650081666,0.21578163099842856,0.21869450166147508,0.21578163099842856,0.21869450166147508,0.21578163099842856,0.21869450166147508,0.20099389014240424,0.21532019832726534,0.19903336125305574,0.35306312344049523,0.2144118091525527,0.287525756778065,0.20048542562267327,0.2610061933109288,0.2401771477545522,0.2610061933109288,0.2401771477545522,0.2610061933109288,0.2401771477545522,0.30163731233273794,0.3351816879838996,0.356523060206111,0.3761168965327934,0.356523060206111
