,labels_wine_SpectralClustering_params1,labels_wine_SpectralClustering_params10,labels_wine_SpectralClustering_params11,labels_wine_SpectralClustering_params12,labels_wine_SpectralClustering_params13,labels_wine_SpectralClustering_params14,labels_wine_SpectralClustering_params15,labels_wine_SpectralClustering_params16,labels_wine_SpectralClustering_params17,labels_wine_SpectralClustering_params18,labels_wine_SpectralClustering_params19,labels_wine_SpectralClustering_params2,labels_wine_SpectralClustering_params20,labels_wine_SpectralClustering_params21,labels_wine_SpectralClustering_params22,labels_wine_SpectralClustering_params23,labels_wine_SpectralClustering_params24,labels_wine_SpectralClustering_params25,labels_wine_SpectralClustering_params26,labels_wine_SpectralClustering_params27,labels_wine_SpectralClustering_params28,labels_wine_SpectralClustering_params29,labels_wine_SpectralClustering_params3,labels_wine_SpectralClustering_params30,labels_wine_SpectralClustering_params31,labels_wine_SpectralClustering_params32,labels_wine_SpectralClustering_params33,labels_wine_SpectralClustering_params34,labels_wine_SpectralClustering_params35,labels_wine_SpectralClustering_params36,labels_wine_SpectralClustering_params37,labels_wine_SpectralClustering_params38,labels_wine_SpectralClustering_params39,labels_wine_SpectralClustering_params4,labels_wine_SpectralClustering_params40,labels_wine_SpectralClustering_params41,labels_wine_SpectralClustering_params42,labels_wine_SpectralClustering_params43,labels_wine_SpectralClustering_params44,labels_wine_SpectralClustering_params45,labels_wine_SpectralClustering_params46,labels_wine_SpectralClustering_params47,labels_wine_SpectralClustering_params48,labels_wine_SpectralClustering_params5,labels_wine_SpectralClustering_params6,labels_wine_SpectralClustering_params7,labels_wine_SpectralClustering_params8,labels_wine_SpectralClustering_params9
H,0.6193408164887699,0.647700371127282,0.6222938211204653,0.647700371127282,0.9532254185069615,0.9532254185069615,0.942318650492275,0.9423186504922751,0.9331305612467505,0.9335019074673001,0.9282189639490097,0.6193408164887699,0.9304437488561872,0.9282189639490097,0.9304437488561872,0.9282189639490097,0.9304437488561872,1.6053658141023046,1.610227062523604,1.575276450878199,1.596091979473839,1.6040388145022777,0.63790518594836,1.604038814502278,1.58242991402578,1.5722113406610223,1.58242991402578,1.5722113406610223,1.58242991402578,1.5722113406610223,2.4382519217327543,2.6024184451243686,2.2559497686669214,0.653989843813495,2.3517847757156813,2.3431630517897144,2.47248676548535,1.9271170326193088,2.2742456313916666,1.9271170326193088,2.2742456313916666,1.9271170326193088,2.2742456313916666,0.6177852761257985,0.6385972899095143,0.6222938211204653,0.647700371127282,0.6222938211204653
DBCV,-0.4141682124097105,-0.6837756047356806,-0.698908179452501,-0.6837756047356806,-0.40306759924085095,-0.40306759924085084,-0.42938856722343277,-0.42938856722343277,-0.3627285168829565,-0.3594124145688993,-0.4280126408072799,-0.4141682124097105,-0.4365496080500126,-0.4280126408072799,-0.4365496080500126,-0.4280126408072799,-0.4365496080500126,-0.43123692915430517,-0.42894439972924714,-0.4179760207806337,-0.45142049114705524,-0.4571586112337739,-0.7219525138481793,-0.4571586112337739,-0.4638942863321926,-0.48420231660594953,-0.4638942863321926,-0.48420231660594953,-0.4638942863321926,-0.48420231660594953,-0.4949479491075585,-0.518065804205825,-0.4377867619593004,-0.605397845025034,-0.44736483714495145,-0.43851563709840347,-0.49734314263252544,-0.4386696278282533,-0.4695012909809264,-0.4386696278282533,-0.4695012909809264,-0.4386696278282533,-0.4695012909809264,-0.17980831648143283,-0.6785261788598714,-0.698908179452501,-0.6837756047356806,-0.698908179452501
I,1.1521912910403127,1.1334022175942677,1.1577104299845615,1.1334022175942677,1.055426239236639,1.055426239236639,1.0451861963942015,1.0451861963942015,1.0927470173885727,1.07731990706703,1.0942783220310266,1.1521912910403127,1.0900014985620083,1.0942783220310266,1.0900014985620083,1.0942783220310266,1.0900014985620083,0.6323913164842252,0.6322530641097217,0.6513821750718892,0.6628156486243633,0.6898292643482614,1.1335530049211702,0.6898292643482614,0.6796596850626637,0.677828954206514,0.6796596850626637,0.677828954206514,0.6796596850626637,0.677828954206514,0.47471348451969636,0.4483643289921966,0.489569954803012,1.1113564206482678,0.49413703589452435,0.5131830106322468,0.4662039151792654,0.4924464189091687,0.49968269376422203,0.4924464189091687,0.49968269376422203,0.4924464189091687,0.49968269376422203,1.1616579295406795,1.1371040791972575,1.1577104299845615,1.1334022175942677,1.1577104299845615
C,0.14638414232342895,0.13401529534006634,0.14337842134305742,0.13401529534006634,0.10094789498170685,0.10094789498170685,0.10190371391421403,0.10190371391421403,0.1029750767389984,0.10217006390973803,0.10380134703897634,0.14638414232342895,0.10209621242408226,0.10380134703897634,0.10209621242408226,0.10380134703897634,0.10209621242408226,0.11725246840435452,0.11721876283804247,0.1163469263773625,0.11427645597383412,0.10459879945524872,0.14255306078261967,0.10459879945524872,0.1165670391882534,0.11470275260229285,0.1165670391882534,0.11470275260229285,0.1165670391882534,0.11470275260229285,0.16358881298752503,0.1631657855694069,0.1127844510181453,0.1430984365683553,0.11416778891068627,0.10888828687503661,0.11559240180791984,0.10919692601566187,0.10737436376892011,0.10919692601566187,0.10737436376892011,0.10919692601566187,0.10737436376892011,0.14391988972347688,0.14073375182231265,0.14337842134305742,0.13401529534006634,0.14337842134305742
VIASCKDE,0.041957497244167884,0.03922749106882679,0.03940738689093849,0.03922749106882679,0.034246309438422586,0.03424630943842258,0.03771853221628211,0.03771853221628211,0.03746218835305908,0.037369983567323295,0.037670491416374075,0.041957497244167884,0.03763292345114224,0.037670491416374075,0.03763292345114224,0.037670491416374075,0.03763292345114224,0.03554373224063743,0.0351331531243452,0.034712834442154346,0.03412688361670662,0.03634751725063721,0.03958956055986211,0.0363475172506372,0.03282574761049735,0.03505982602307676,0.03282574761049735,0.03505982602307676,0.03282574761049735,0.03505982602307676,0.03543671417766256,0.02758216851255912,0.03449702197243047,0.03829910397683084,0.03272413824027672,0.034636482553771435,0.029295143511352942,0.033412806833956955,0.03668501138758757,0.033412806833956955,0.03668501138758757,0.033412806833956955,0.03668501138758757,0.04023864262962078,0.0391967931745734,0.03940738689093849,0.03922749106882679,0.03940738689093849
COP,0.3679304946740412,0.38006426983582997,0.36459240044470714,0.38006426983582997,0.39540867193184426,0.39540867193184426,0.39620260470279084,0.39620260470279095,0.3949413540321288,0.394674011931603,0.3969967839975122,0.3679304946740412,0.3964070534785686,0.3969967839975122,0.3964070534785686,0.3969967839975122,0.3964070534785686,0.39935319082120074,0.39947153911471533,0.3955948557525113,0.39774338684029215,0.41694973890922316,0.3648265234122928,0.41694973890922316,0.3903746103018359,0.3895665848122303,0.3903746103018359,0.3895665848122303,0.3903746103018359,0.3895665848122303,0.3817451469985068,0.40644615416553964,0.3848313245788348,0.3618000783905602,0.38703920228615607,0.40962281043143883,0.4084018554802217,0.41413420529645883,0.41129595460283075,0.41413420529645883,0.41129595460283075,0.41413420529645883,0.41129595460283075,0.3659753495885609,0.36322324607672785,0.36459240044470714,0.38006426983582997,0.36459240044470714
Sym,0.004628279555925966,0.004515758679173879,0.004615968327081627,0.004515758679173879,0.004520979880952854,0.004520979880952854,0.004496856613495326,0.004496856613495326,0.004627866155693838,0.004579436860764857,0.004617384428984747,0.004628279555925966,0.004607426618855662,0.004617384428984747,0.004607426618855662,0.004617384428984747,0.004607426618855662,0.003537252414974479,0.003538975587351437,0.003626719544439154,0.003650278669019966,0.003740400450648885,0.00454348219450392,0.003740400450648885,0.003642256153200241,0.003645952354798849,0.003642256153200241,0.003645952354798849,0.003642256153200241,0.003645952354798849,0.003039703897898165,0.0029374805399382817,0.003212624238054096,0.0044177281745251575,0.003204339633551232,0.0032403424051259695,0.0030115770556898807,0.0031982146067428665,0.003222986376435266,0.0031982146067428665,0.003222986376435266,0.0031982146067428665,0.003222986376435266,0.004631075477372044,0.004545522553978077,0.004615968327081627,0.004515758679173879,0.004615968327081627
CS,1.5430736638377887,1.5834779896650486,1.5255539691679838,1.5834779896650486,1.5874216324997577,1.5874216324997574,1.5779398842296934,1.5779398842296937,1.5446220547727856,1.5471623851786287,1.539861890788451,1.5430736638377887,1.5412548191982434,1.539861890788451,1.5412548191982434,1.539861890788451,1.5412548191982434,1.8715028351514684,1.8743216386948145,1.853437078372671,1.8732558716805394,1.8603104343359558,1.5644549929295808,1.8603104343359558,1.7827087777716193,1.7814175013268385,1.7827087777716193,1.7814175013268385,1.7827087777716193,1.7814175013268385,2.1299336313102746,2.344312474848823,2.0263414219391906,1.586365590626376,2.101763658365559,2.1075647259348975,2.360431717373322,1.7860027722990193,2.0404829576006813,1.7860027722990193,2.0404829576006813,1.7860027722990193,2.0404829576006813,1.5187581629320859,1.5660123669181343,1.5255539691679838,1.5834779896650486,1.5255539691679838
SF,0.13408164025170255,0.13168929403606378,0.1348368370532882,0.13168929403606378,0.06803387809350969,0.06803387809350969,0.06833078320261643,0.06833078320261643,0.06965476180912022,0.06933903472768521,0.06969674092503397,0.13408164025170255,0.06966770375941533,0.06969674092503397,0.06966770375941533,0.06969674092503397,0.06966770375941533,0.024666000188453996,0.02459185150231824,0.025761019584474742,0.02565838685634214,0.026972767369751627,0.13226293081064366,0.026972767369751627,0.027261089130440008,0.02734131774286297,0.027261089130440008,0.02734131774286297,0.027261089130440008,0.02734131774286297,0.011656557835853731,0.010123813005320281,0.012231695094610417,0.13111311750125243,0.011618743248014485,0.011890663381951216,0.011022912531190254,0.012149363446161798,0.011802578703109523,0.012149363446161798,0.011802578703109523,0.012149363446161798,0.011802578703109523,0.13489154025010985,0.13278387635098576,0.1348368370532882,0.13168929403606378,0.1348368370532882
SD,15.21593232256857,15.458991112528507,15.046099158538222,15.458991112528507,12.386807796911741,12.386807796911741,12.299233603204312,12.299233603204312,12.115744584065334,12.148326435947071,12.092939499010573,15.21593232256857,12.087627825503613,12.092939499010573,12.087627825503613,12.092939499010573,12.087627825503613,12.590549158904423,12.602317150794883,12.34275795185575,12.480190135467632,12.385624306789628,15.346727249809422,12.385624306789628,12.308320201479248,12.190421396473143,12.308320201479248,12.190421396473143,12.308320201479248,12.190421396473143,14.618711087813214,14.10149066104151,12.294525490785306,15.453748139531243,13.08151529715036,13.04017587153174,13.345536538444223,11.380861713438552,12.585056172111086,11.380861713438552,12.585056172111086,11.380861713438552,12.585056172111086,15.020025703245341,15.33307817771805,15.046099158538222,15.458991112528507,15.046099158538222
SDbw,0.7206727603962308,0.7315847667593953,0.7120402418917892,0.7315847667593953,0.6734323661276025,0.6734323661276025,0.6702596099934826,0.6702596099934826,0.6596557615462595,0.662043340878399,0.6590365383448022,0.7206727603962308,0.658690627569372,0.6590365383448022,0.658690627569372,0.6590365383448022,0.658690627569372,inf,inf,inf,inf,inf,0.7263609955777961,inf,inf,inf,inf,inf,inf,inf,0.613789047725229,inf,inf,0.730786899463232,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7110007931279325,0.7256032444132438,0.7120402418917892,0.7315847667593953,0.7120402418917892
XB*,0.5290811942917434,0.5095467051993552,0.5253450800998258,0.5095467051993552,0.608184078705453,0.608184078705453,0.6029531843154063,0.6029531843154063,0.6254974178984979,0.6131347506686928,0.6294597017956863,0.5290811942917434,0.6264988344627767,0.6294597017956863,0.6264988344627767,0.6294597017956863,0.6264988344627767,0.8672438915621508,0.8610399516594999,0.8532594979547817,0.8695171976215661,0.9530436195302746,0.5268677361430049,0.9530436195302746,1.098349591899738,1.0629512659251161,1.098349591899738,1.0629512659251161,1.098349591899738,1.0629512659251161,2.4888153861840165,1.860072789019243,1.44924951340011,0.5288919025332816,1.6317460432301854,1.5302052194318363,1.6389714460786216,0.9084776341012699,1.429050037145968,0.9084776341012699,1.429050037145968,0.9084776341012699,1.429050037145968,0.5245099680884951,0.5241416948917835,0.5253450800998258,0.5095467051993552,0.5253450800998258
S,0.2981002207880403,0.3009393345081847,0.3000240810251483,0.3009393345081847,0.2981963338264007,0.2981963338264007,0.29958084974176336,0.29958084974176336,0.2997633209384744,0.30003364089336015,0.29987584948382157,0.2981002207880403,0.30095506071360967,0.29987584948382157,0.30095506071360967,0.29987584948382157,0.30095506071360967,0.22450094715084018,0.22380030358760078,0.2266049521635517,0.2273753971900351,0.2384111639101477,0.29761853836766033,0.2384111639101477,0.227345937104546,0.23077279106634793,0.227345937104546,0.23077279106634793,0.227345937104546,0.23077279106634793,0.1393701784946211,0.13028236201168983,0.20451230914369217,0.29585759463359484,0.19965200551909645,0.20355201516706245,0.19518593499620288,0.21885774975518468,0.20823666561658594,0.21885774975518468,0.20823666561658594,0.21885774975518468,0.20823666561658594,0.2998304562602582,0.2990936113452182,0.3000240810251483,0.3009393345081847,0.3000240810251483
DB,1.2903204219704796,1.3331343907866828,1.2972469037117833,1.3331343907866828,1.3199414827569613,1.3199414827569613,1.3083039814176336,1.3083039814176336,1.312306033160092,1.307741768210048,1.3116212573286774,1.2903204219704796,1.3109726485115836,1.3116212573286774,1.3109726485115836,1.3116212573286774,1.3109726485115836,1.598994815968314,1.6065847465279932,1.5767574364528927,1.5989095893075513,1.6154386911367713,1.318537688636103,1.6154386911367713,1.5842810950976258,1.5758387512273386,1.5842810950976258,1.5758387512273386,1.5842810950976258,1.5758387512273386,1.968036426644075,2.038091314615885,1.779306987313974,1.3447134915316539,1.855501277589448,1.8344541749133654,1.9243722754911694,1.5514008661411707,1.7932624496299543,1.5514008661411707,1.7932624496299543,1.5514008661411707,1.7932624496299543,1.2900259114621873,1.320338402411356,1.2972469037117833,1.3331343907866828,1.2972469037117833
CH,77.99247653214401,83.66683225652736,81.46078672215522,83.66683225652736,82.16405560590731,82.1640556059073,82.30440892348308,82.30440892348308,83.25370205126562,83.23558860082076,82.82837562655953,77.99247653214401,83.25649805953444,82.82837562655953,83.25649805953444,82.82837562655953,83.25649805953444,59.502381209168256,59.50066305509368,61.106363227892196,61.430749671007455,64.61735012660486,80.44929725404548,64.61735012660486,62.81719804819478,63.258661933730956,62.81719804819478,63.258661933730956,62.81719804819478,63.258661933730956,45.55551029064034,46.434915989099196,52.88904857406163,82.47542661875015,52.03482762059819,53.321309959895615,50.79836643914633,52.12526549304113,53.45811472766668,52.12526549304113,53.45811472766668,52.12526549304113,53.45811472766668,80.2773410736641,82.01420229489936,81.46078672215522,83.66683225652736,81.46078672215522
AD-S,0.20253397994465624,0.19742077065939112,0.19489579019837994,0.19742077065939112,0.10707868218239501,0.10707868218239501,0.10232095368381922,0.10232095368381922,0.10093467520192222,0.10232095368381922,0.09938083597854062,0.20253397994465624,0.10093467520192222,0.09938083597854062,0.10093467520192222,0.09938083597854062,0.10093467520192222,0.08312247237767272,0.08312247237767272,0.08816350525198119,0.08529248048444245,0.09679339347367005,0.18973567517806944,0.09679339347367005,0.06618320663046788,0.0655467606436356,0.06618320663046788,0.0655467606436356,0.06618320663046788,0.0655467606436356,0.07309278632514561,0.06311677036743207,0.06644238219770462,0.18922528531214336,0.06629163326835927,0.06748944017384323,0.06966631204660692,0.06659030967347566,0.06902207022207744,0.06659030967347566,0.06902207022207744,0.06659030967347566,0.06902207022207744,0.19877074453030283,0.20015259910847372,0.19489579019837994,0.19742077065939112,0.19489579019837994
