,labels_x1_MeanShift_params1,labels_x1_MeanShift_params10,labels_x1_MeanShift_params11,labels_x1_MeanShift_params12,labels_x1_MeanShift_params13,labels_x1_MeanShift_params14,labels_x1_MeanShift_params15,labels_x1_MeanShift_params16,labels_x1_MeanShift_params17,labels_x1_MeanShift_params18,labels_x1_MeanShift_params19,labels_x1_MeanShift_params2,labels_x1_MeanShift_params20,labels_x1_MeanShift_params21,labels_x1_MeanShift_params22,labels_x1_MeanShift_params23,labels_x1_MeanShift_params24,labels_x1_MeanShift_params25,labels_x1_MeanShift_params26,labels_x1_MeanShift_params27,labels_x1_MeanShift_params28,labels_x1_MeanShift_params29,labels_x1_MeanShift_params3,labels_x1_MeanShift_params30,labels_x1_MeanShift_params31,labels_x1_MeanShift_params32,labels_x1_MeanShift_params4,labels_x1_MeanShift_params5,labels_x1_MeanShift_params6,labels_x1_MeanShift_params7,labels_x1_MeanShift_params8,labels_x1_MeanShift_params9
cSIL,0.9078165531723335,0.8323429459508969,0.8389643059462543,0.7832200419509663,0.8323429459508969,0.8323429459508969,0.839279464147566,0.8323429459508969,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9115526859472626,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.9593422711859748,0.8364267545815848,0.9593422711859748,0.937413665183214,0.937413665183214,0.937413665183214,0.8605215837539667,0.937413665183214,0.937413665183214,0.937413665183214,0.8871515165158286,0.8313960888540979,0.8783332135774973,0.8323429459508969,0.8323429459508969,0.839279464147566
GD43,6.855222900018305,3.3175299299090892,3.677631077232134,2.925209626765395,3.3175299299090892,3.3175299299090892,3.677631077232134,3.3175299299090892,6.856792571588086,6.856792571588086,6.856792571588086,5.588607288105398,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,6.856792571588086,3.509022999158413,6.856792571588086,3.2823895376574956,3.2823895376574956,3.2823895376574956,4.25552655211308,3.2823895376574956,3.2823895376574956,3.2823895376574956,5.680665110272765,4.7642246687638385,4.982316748015789,3.3175299299090892,3.3175299299090892,3.677631077232134
GD53,0.0,0.11140574434518093,0.12591425408967039,0.1568218397240706,0.11140574434518093,0.11140574434518093,0.12591425408967039,0.11140574434518093,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.0,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.23831401088648665,0.24862525715919692,0.23831401088648665,0.3495801310900278,0.3495801310900278,0.3495801310900278,0.0,0.3495801310900278,0.3495801310900278,0.3495801310900278,0.0,0.0,0.0,0.11140574434518093,0.11140574434518093,0.12591425408967039
PS,-24.153203104103525,-1.2265330680963111,-1.259867602157183,-0.6868957014411701,-1.2265330680963111,-1.2265330680963111,-1.2648949099954225,-1.2265330680963111,1.633995685964443,1.633995685964443,1.6339956859644424,-24.8906980248763,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,1.6339956859644424,0.22407924481274133,1.633995685964443,1.7544134983419344,1.7544134983419344,1.7544134983419344,-13.965522445611976,1.7544134983419344,1.7544134983419344,1.7544134983419344,-13.798574212094719,-8.285142830886315,-8.896079895004918,-1.2265330680963111,-1.2265330680963111,-1.2648949099954225
rCIP,36.224977068455665,2.905813929961747,2.1647354794985603,1.845437000532213,2.905813929961747,2.905813929961747,2.3492835645157166,2.905813929961747,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,27.884220654074497,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,0.7341596785276682,0.00041055496104145295,0.019359869147109014,0.019359869147109014,0.019359869147109014,26.758323923314542,0.019359869147109014,0.019359869147109014,0.019359869147109014,22.556770181789023,12.385960025975374,6.118127203108367,2.905813929961747,2.905813929961747,2.3492835645157166
WB,0.16645449637454826,0.24799370157688336,0.2405986774025251,0.23918338002396414,0.24799370157688336,0.24799370157688336,0.24276841707506763,0.24799370157688336,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.15506746788479894,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.18859816251038417,0.20104823102845917,0.18859816251038417,0.5636336749696543,0.5636336749696543,0.5636336749696543,0.2070276442466744,0.5636336749696543,0.5636336749696543,0.5636336749696543,0.21749965111083114,0.21842220485488756,0.22475050767213764,0.24799370157688336,0.24799370157688336,0.24276841707506763
XB,0.34441435083176064,0.311018215055029,0.2845427517419735,0.46011762254792277,0.311018215055029,0.311018215055029,0.2870089952055725,0.311018215055029,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.27665021240500803,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.051335642705118395,0.35232396845343783,0.051335642705118395,0.06949524929920982,0.06949524929920982,0.06949524929920982,0.3943386940512345,0.06949524929920982,0.06949524929920982,0.06949524929920982,0.3562513957117436,0.3138862158229689,0.3067823681304004,0.311018215055029,0.311018215055029,0.2870089952055725
SSE,0.4915522262918992,3.5358877882437034,3.4345147607307878,4.066921646829414,3.5358877882437034,3.5358877882437034,3.464283045206252,3.5358877882437034,5.269095523013269,5.269095523013269,5.269095523013269,0.44339460598749736,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,5.269095523013269,4.263251906237514,5.269095523013269,19.585712323036113,19.585712323036113,19.585712323036113,0.9126921412117199,19.585712323036113,19.585712323036113,19.585712323036113,0.9583618708131791,1.3684968022208297,1.3150700989613962,3.5358877882437034,3.5358877882437034,3.464283045206252
RS,0.9103266517673972,0.774331057946117,0.7871800430754619,0.7612315157945515,0.774331057946117,0.774331057946117,0.7874024386522681,0.774331057946117,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.9069675913752188,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8343243760152184,0.8108890382932505,0.8343243760152184,0.5852744807729686,0.5852744807729686,0.5852744807729686,0.8441505555912153,0.5852744807729686,0.5852744807729686,0.5852744807729686,0.86050376809804,0.8153936640640881,0.8308653166465898,0.774331057946117,0.774331057946117,0.7874024386522681
DH,0.0439952813225282,0.17679039447726416,0.17159726586957377,0.19292623387686755,0.17679039447726416,0.17679039447726416,0.17098933459790627,0.17679039447726416,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.04425595596653748,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.18016189283794953,0.17049143996010255,0.2873015504509256,0.2873015504509256,0.2873015504509256,0.07668226440979041,0.2873015504509256,0.2873015504509256,0.2873015504509256,0.07091599004232486,0.10148495122979806,0.08938963708629694,0.17679039447726416,0.17679039447726416,0.17098933459790627
