,labels_spiral_MeanShift_params1,labels_spiral_MeanShift_params10,labels_spiral_MeanShift_params11,labels_spiral_MeanShift_params12,labels_spiral_MeanShift_params13,labels_spiral_MeanShift_params14,labels_spiral_MeanShift_params15,labels_spiral_MeanShift_params16,labels_spiral_MeanShift_params19,labels_spiral_MeanShift_params2,labels_spiral_MeanShift_params20,labels_spiral_MeanShift_params22,labels_spiral_MeanShift_params25,labels_spiral_MeanShift_params26,labels_spiral_MeanShift_params3,labels_spiral_MeanShift_params4,labels_spiral_MeanShift_params5,labels_spiral_MeanShift_params6,labels_spiral_MeanShift_params7,labels_spiral_MeanShift_params8,labels_spiral_MeanShift_params9
ARI,0.10851837650222355,-0.004165340841473044,-0.005266154501460587,-0.003830942974906652,0.11257250940511869,0.09288852948434881,-0.004480565624376434,-0.004165340841473044,-0.004870050259305078,0.0873048241495684,-0.0036361438794372666,-0.003218610981019766,0.010310201035233871,0.029638794657560065,0.09578631024334504,0.11211963595299025,-0.005853036398173233,0.03198594180286639,0.11257250940511869,0.09288852948434881,-0.004480565624376434
