,labels_pathbased_MeanShift_params1,labels_pathbased_MeanShift_params10,labels_pathbased_MeanShift_params11,labels_pathbased_MeanShift_params12,labels_pathbased_MeanShift_params13,labels_pathbased_MeanShift_params14,labels_pathbased_MeanShift_params15,labels_pathbased_MeanShift_params16,labels_pathbased_MeanShift_params17,labels_pathbased_MeanShift_params18,labels_pathbased_MeanShift_params19,labels_pathbased_MeanShift_params2,labels_pathbased_MeanShift_params20,labels_pathbased_MeanShift_params21,labels_pathbased_MeanShift_params22,labels_pathbased_MeanShift_params23,labels_pathbased_MeanShift_params24,labels_pathbased_MeanShift_params25,labels_pathbased_MeanShift_params26,labels_pathbased_MeanShift_params28,labels_pathbased_MeanShift_params29,labels_pathbased_MeanShift_params3,labels_pathbased_MeanShift_params30,labels_pathbased_MeanShift_params4,labels_pathbased_MeanShift_params5,labels_pathbased_MeanShift_params6,labels_pathbased_MeanShift_params7,labels_pathbased_MeanShift_params8,labels_pathbased_MeanShift_params9
BARI_nn,0.41539862651621745,0.5972884518148422,0.42497988745213994,0.4328844356973473,0.5854192741164591,0.5924788187713427,0.5972884518148422,0.5972884518148422,0.4284226045702306,0.4247912328691285,0.410573055197907,0.4176367054836108,0.41495558717556474,0.42497988745213994,0.4358003266231847,0.3953186690162114,0.3881086749288944,0.4824914916722891,0.4823028370892777,0.04703622775094224,0.36350418895746817,0.45439860451688335,0.3667381205729419,0.43165196185595417,0.520404416776854,0.5929921373261693,0.5854192741164591,0.5924788187713427,0.5972884518148422
