,labels_wingnut_DBSCAN_params11,labels_wingnut_DBSCAN_params16,labels_wingnut_DBSCAN_params17,labels_wingnut_DBSCAN_params18,labels_wingnut_DBSCAN_params21,labels_wingnut_DBSCAN_params22,labels_wingnut_DBSCAN_params23,labels_wingnut_DBSCAN_params26,labels_wingnut_DBSCAN_params27,labels_wingnut_DBSCAN_params28,labels_wingnut_DBSCAN_params29,labels_wingnut_DBSCAN_params34,labels_wingnut_DBSCAN_params35,labels_wingnut_DBSCAN_params40,labels_wingnut_DBSCAN_params6
VMI,0.10481057412671413,0.25365443703464347,0.22696938868590258,0.0339586491575709,0.5037050712656144,0.4779530033308275,0.28307340193652736,0.6074164986291464,0.5901905179537339,0.5545048224090532,0.26514912975070665,0.5311733893187572,0.12599160488727681,0.3910419368814654,0.01116224148070602
