,labels_wdbc_MeanShift_params1,labels_wdbc_MeanShift_params10,labels_wdbc_MeanShift_params11,labels_wdbc_MeanShift_params12,labels_wdbc_MeanShift_params13,labels_wdbc_MeanShift_params14,labels_wdbc_MeanShift_params15,labels_wdbc_MeanShift_params16,labels_wdbc_MeanShift_params18,labels_wdbc_MeanShift_params3,labels_wdbc_MeanShift_params4,labels_wdbc_MeanShift_params5,labels_wdbc_MeanShift_params6,labels_wdbc_MeanShift_params7,labels_wdbc_MeanShift_params8,labels_wdbc_MeanShift_params9
FMI,0.7656956233493941,0.7011117418857231,0.7224945247048138,0.7060673457597206,0.7117255652149561,0.7664972963634372,0.6831121895805885,0.7011117418857231,0.7093874782513843,0.6748365327836168,0.6869611061134563,0.7664806687830711,0.7736850881841812,0.6825702702943054,0.7664806687830711,0.7736850881841812
