,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
ARI_nn,0.19889266550743723,0.9933197569148746,0.9862072337099306,0.9761074648828933,0.9312775758375222,0.7819196777210442,0.9974658247007335,1.0,1.0,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.782495101241019,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.7819253438113949,0.37406015037593987,0.37406015037593987,0.37406015037593987,0.37406015037593987,0.0
