,labels_a1_HDBSCAN_params1,labels_a1_HDBSCAN_params10,labels_a1_HDBSCAN_params11,labels_a1_HDBSCAN_params12,labels_a1_HDBSCAN_params13,labels_a1_HDBSCAN_params14,labels_a1_HDBSCAN_params15,labels_a1_HDBSCAN_params16,labels_a1_HDBSCAN_params17,labels_a1_HDBSCAN_params18,labels_a1_HDBSCAN_params19,labels_a1_HDBSCAN_params2,labels_a1_HDBSCAN_params20,labels_a1_HDBSCAN_params21,labels_a1_HDBSCAN_params22,labels_a1_HDBSCAN_params23,labels_a1_HDBSCAN_params24,labels_a1_HDBSCAN_params25,labels_a1_HDBSCAN_params26,labels_a1_HDBSCAN_params27,labels_a1_HDBSCAN_params28,labels_a1_HDBSCAN_params29,labels_a1_HDBSCAN_params3,labels_a1_HDBSCAN_params30,labels_a1_HDBSCAN_params31,labels_a1_HDBSCAN_params32,labels_a1_HDBSCAN_params33,labels_a1_HDBSCAN_params34,labels_a1_HDBSCAN_params35,labels_a1_HDBSCAN_params36,labels_a1_HDBSCAN_params37,labels_a1_HDBSCAN_params38,labels_a1_HDBSCAN_params39,labels_a1_HDBSCAN_params4,labels_a1_HDBSCAN_params40,labels_a1_HDBSCAN_params41,labels_a1_HDBSCAN_params42,labels_a1_HDBSCAN_params43,labels_a1_HDBSCAN_params44,labels_a1_HDBSCAN_params45,labels_a1_HDBSCAN_params46,labels_a1_HDBSCAN_params47,labels_a1_HDBSCAN_params48,labels_a1_HDBSCAN_params49,labels_a1_HDBSCAN_params5,labels_a1_HDBSCAN_params50,labels_a1_HDBSCAN_params51,labels_a1_HDBSCAN_params52,labels_a1_HDBSCAN_params53,labels_a1_HDBSCAN_params54,labels_a1_HDBSCAN_params55,labels_a1_HDBSCAN_params56,labels_a1_HDBSCAN_params57,labels_a1_HDBSCAN_params58,labels_a1_HDBSCAN_params59,labels_a1_HDBSCAN_params6,labels_a1_HDBSCAN_params60,labels_a1_HDBSCAN_params61,labels_a1_HDBSCAN_params62,labels_a1_HDBSCAN_params63,labels_a1_HDBSCAN_params64,labels_a1_HDBSCAN_params65,labels_a1_HDBSCAN_params66,labels_a1_HDBSCAN_params67,labels_a1_HDBSCAN_params68,labels_a1_HDBSCAN_params69,labels_a1_HDBSCAN_params7,labels_a1_HDBSCAN_params70,labels_a1_HDBSCAN_params71,labels_a1_HDBSCAN_params72,labels_a1_HDBSCAN_params8,labels_a1_HDBSCAN_params9
cSIL,0.8238492744524576,0.8281963786270032,0.8281963786270032,0.8281963786270032,0.9284435316730474,0.9284435316730474,0.7757223962160208,0.8281053215582788,0.8281053215582788,0.8281053215582788,0.8837933332027145,0.8296870088274375,0.8296870088274375,0.7759161541894738,0.8280448671903058,0.8280448671903058,0.8280448671903058,0.8960483492879392,0.8533895008797439,0.7748156129456807,0.8281963786270032,0.8281963786270032,0.7759161541894738,0.8281963786270032,0.9284435316730474,0.9284435316730474,0.7757223962160208,0.8281053215582788,0.8281053215582788,0.8281053215582788,0.9151848835939599,0.8296870088274375,0.7759161541894738,0.8280448671903058,0.8280448671903058,0.8280448671903058,0.8280448671903058,0.8960483492879392,0.8533895008797439,0.7748156129456807,0.8281963786270032,0.8281963786270032,0.8281963786270032,0.9284435316730474,0.8280448671903058,0.9284435316730474,0.7757223962160208,0.8281053215582788,0.8281053215582788,0.8281053215582788,0.9151848835939599,0.8296870088274375,0.7759161541894738,0.8280448671903058,0.8280448671903058,0.8280448671903058,0.8280448671903058,0.8960483492879392,0.8533895008797439,0.7748156129456807,0.8281963786270032,0.8281963786270032,0.8281963786270032,0.9284435316730474,0.9284435316730474,0.7757223962160208,0.8915892100887124,0.8281053215582788,0.8281053215582788,0.8281053215582788,0.8533895008797439,0.7748156129456807
GD43,0.5321401637124453,1.7986896520749813,1.7986896520749813,1.7986896520749813,3.741305329403725,3.741305329403725,1.2817068805106393,1.8038344900758374,1.8038344900758374,1.8038344900758374,1.6862312618267299,0.7864438341420905,0.7864438341420905,1.277111346918365,1.7963466040805276,1.7963466040805276,1.7963466040805276,2.8331101774126535,2.579732325776257,1.273768800780545,1.7986896520749813,1.7986896520749813,1.277111346918365,1.7986896520749813,3.741305329403725,3.741305329403725,1.2817068805106393,1.8038344900758374,1.8038344900758374,1.8038344900758374,3.4055074443730424,0.7864438341420905,1.277111346918365,1.7963466040805276,1.7963466040805276,1.7963466040805276,1.7963466040805276,2.8331101774126535,2.579732325776257,1.273768800780545,1.7986896520749813,1.7986896520749813,1.7986896520749813,3.741305329403725,1.7963466040805276,3.741305329403725,1.2817068805106393,1.8038344900758374,1.8038344900758374,1.8038344900758374,3.4055074443730424,0.7864438341420905,1.277111346918365,1.7963466040805276,1.7963466040805276,1.7963466040805276,1.7963466040805276,2.8331101774126535,2.579732325776257,1.273768800780545,1.7986896520749813,1.7986896520749813,1.7986896520749813,3.741305329403725,3.741305329403725,1.2817068805106393,1.7303606151843371,1.8038344900758374,1.8038344900758374,1.8038344900758374,2.579732325776257,1.273768800780545
GD53,0.0014518451921881768,0.4049891215742294,0.4049891215742294,0.4049891215742294,0.07612358776318642,0.07612358776318642,0.25089333602151015,0.40518927885246686,0.40518927885246686,0.40518927885246686,0.011745697178214502,0.022935989362329462,0.022935989362329462,0.24885790867762753,0.4049870272290381,0.4049870272290381,0.4049870272290381,0.06884214876415864,0.06503482559628726,0.24914700549856403,0.4049891215742294,0.4049891215742294,0.24885790867762753,0.4049891215742294,0.07612358776318642,0.07612358776318642,0.25089333602151015,0.40518927885246686,0.40518927885246686,0.40518927885246686,0.07452539934408553,0.022935989362329462,0.24885790867762753,0.4049870272290381,0.4049870272290381,0.4049870272290381,0.4049870272290381,0.06884214876415864,0.06503482559628726,0.24914700549856403,0.4049891215742294,0.4049891215742294,0.4049891215742294,0.07612358776318642,0.4049870272290381,0.07612358776318642,0.25089333602151015,0.40518927885246686,0.40518927885246686,0.40518927885246686,0.07452539934408553,0.022935989362329462,0.24885790867762753,0.4049870272290381,0.4049870272290381,0.4049870272290381,0.4049870272290381,0.06884214876415864,0.06503482559628726,0.24914700549856403,0.4049891215742294,0.4049891215742294,0.4049891215742294,0.07612358776318642,0.07612358776318642,0.25089333602151015,0.04594979261099833,0.40518927885246686,0.40518927885246686,0.40518927885246686,0.06503482559628726,0.24914700549856403
PS,-16.508872868177964,1.6315201698840016,1.6315201698840016,1.6315201698840016,-8.658351422081918,-8.658351422081918,1.2409265103107563,1.6334023922562015,1.6334023922562015,1.6334023922562015,-10.907415405278698,-2.946934562429301,-2.946934562429301,1.2384437300628268,1.630035388889198,1.630035388889198,1.630035388889198,-7.280886786015914,-6.486442250466418,1.2383739155885982,1.6315201698840016,1.6315201698840016,1.2384437300628268,1.6315201698840016,-8.658351422081918,-8.658351422081918,1.2409265103107563,1.6334023922562015,1.6334023922562015,1.6334023922562015,-8.670227577462219,-2.946934562429301,1.2384437300628268,1.630035388889198,1.630035388889198,1.630035388889198,1.630035388889198,-7.280886786015914,-6.486442250466418,1.2383739155885982,1.6315201698840016,1.6315201698840016,1.6315201698840016,-8.658351422081918,1.630035388889198,-8.658351422081918,1.2409265103107563,1.6334023922562015,1.6334023922562015,1.6334023922562015,-8.670227577462219,-2.946934562429301,1.2384437300628268,1.630035388889198,1.630035388889198,1.630035388889198,1.630035388889198,-7.280886786015914,-6.486442250466418,1.2383739155885982,1.6315201698840016,1.6315201698840016,1.6315201698840016,-8.658351422081918,-8.658351422081918,1.2409265103107563,-8.433219059750657,1.6334023922562015,1.6334023922562015,1.6334023922562015,-6.486442250466418,1.2383739155885982
rCIP,29.341687524227765,0.022859447183763835,0.022859447183763835,0.022859447183763835,0.15848100242897784,0.15848100242897784,0.26285614819653225,0.02296511004524673,0.02296511004524673,0.02296511004524673,7.762034513570996,0.1636200305884637,0.1636200305884637,0.2647111156613902,0.02276538574311055,0.02276538574311055,0.02276538574311055,0.3815109230848379,0.41041503229744525,0.26594770525619416,0.022859447183763835,0.022859447183763835,0.2647111156613902,0.022859447183763835,0.15848100242897784,0.15848100242897784,0.26285614819653225,0.02296511004524673,0.02296511004524673,0.02296511004524673,0.37830866144050534,0.1636200305884637,0.2647111156613902,0.02276538574311055,0.02276538574311055,0.02276538574311055,0.02276538574311055,0.3815109230848379,0.41041503229744525,0.26594770525619416,0.022859447183763835,0.022859447183763835,0.022859447183763835,0.15848100242897784,0.02276538574311055,0.15848100242897784,0.26285614819653225,0.02296511004524673,0.02296511004524673,0.02296511004524673,0.37830866144050534,0.1636200305884637,0.2647111156613902,0.02276538574311055,0.02276538574311055,0.02276538574311055,0.02276538574311055,0.3815109230848379,0.41041503229744525,0.26594770525619416,0.022859447183763835,0.022859447183763835,0.022859447183763835,0.15848100242897784,0.15848100242897784,0.26285614819653225,4.440575908760508,0.02296511004524673,0.02296511004524673,0.02296511004524673,0.41041503229744525,0.26594770525619416
WB,0.7654841326704797,1.7934510685810248,1.7934510685810248,1.7934510685810248,0.36958926456464614,0.36958926456464614,2.2433490382169903,1.7927382007455825,1.7927382007455825,1.7927382007455825,0.47358923802279024,1.9836086521289868,1.9836086521289868,2.2393002856746977,1.796717632606263,1.796717632606263,1.796717632606263,0.5035971723102851,0.5908678971126279,2.2391331569032964,1.7934510685810248,1.7934510685810248,2.2393002856746977,1.7934510685810248,0.36958926456464614,0.36958926456464614,2.2433490382169903,1.7927382007455825,1.7927382007455825,1.7927382007455825,0.4297419617884727,1.9836086521289868,2.2393002856746977,1.796717632606263,1.796717632606263,1.796717632606263,1.796717632606263,0.5035971723102851,0.5908678971126279,2.2391331569032964,1.7934510685810248,1.7934510685810248,1.7934510685810248,0.36958926456464614,1.796717632606263,0.36958926456464614,2.2433490382169903,1.7927382007455825,1.7927382007455825,1.7927382007455825,0.4297419617884727,1.9836086521289868,2.2393002856746977,1.796717632606263,1.796717632606263,1.796717632606263,1.796717632606263,0.5035971723102851,0.5908678971126279,2.2391331569032964,1.7934510685810248,1.7934510685810248,1.7934510685810248,0.36958926456464614,0.36958926456464614,2.2433490382169903,0.5292984182009137,1.7927382007455825,1.7927382007455825,1.7927382007455825,0.5908678971126279,2.2391331569032964
XB,8.31365397739985,0.21530965090780946,0.21530965090780946,0.21530965090780946,0.19437175573809085,0.19437175573809085,0.432069971169329,0.21534413590714863,0.21534413590714863,0.21534413590714863,0.8976535507513991,1.1549776437835342,1.1549776437835342,0.43104211342058285,0.21560611591275156,0.21560611591275156,0.21560611591275156,0.2795313383062821,0.37180013615113705,0.43353386626249946,0.21530965090780946,0.21530965090780946,0.43104211342058285,0.21530965090780946,0.19437175573809085,0.19437175573809085,0.432069971169329,0.21534413590714863,0.21534413590714863,0.21534413590714863,0.22305495071928744,1.1549776437835342,0.43104211342058285,0.21560611591275156,0.21560611591275156,0.21560611591275156,0.21560611591275156,0.2795313383062821,0.37180013615113705,0.43353386626249946,0.21530965090780946,0.21530965090780946,0.21530965090780946,0.19437175573809085,0.21560611591275156,0.19437175573809085,0.432069971169329,0.21534413590714863,0.21534413590714863,0.21534413590714863,0.22305495071928744,1.1549776437835342,0.43104211342058285,0.21560611591275156,0.21560611591275156,0.21560611591275156,0.21560611591275156,0.2795313383062821,0.37180013615113705,0.43353386626249946,0.21530965090780946,0.21530965090780946,0.21530965090780946,0.19437175573809085,0.19437175573809085,0.432069971169329,0.7455787300802863,0.21534413590714863,0.21534413590714863,0.21534413590714863,0.37180013615113705,0.43353386626249946
SSE,39.88966383148648,705.4277753159238,705.4277753159238,705.4277753159238,25.527714169506176,25.527714169506176,627.5256132798435,697.3043830124448,697.3043830124448,697.3043830124448,31.372807219131253,288.28067108973386,288.28067108973386,638.3748991854937,707.2323664600095,707.2323664600095,707.2323664600095,39.53976383231519,48.94900261712522,636.0487836978082,705.4277753159238,705.4277753159238,638.3748991854937,705.4277753159238,25.527714169506176,25.527714169506176,627.5256132798435,697.3043830124448,697.3043830124448,697.3043830124448,31.949119807333535,288.28067108973386,638.3748991854937,707.2323664600095,707.2323664600095,707.2323664600095,707.2323664600095,39.53976383231519,48.94900261712522,636.0487836978082,705.4277753159238,705.4277753159238,705.4277753159238,25.527714169506176,707.2323664600095,25.527714169506176,627.5256132798435,697.3043830124448,697.3043830124448,697.3043830124448,31.949119807333535,288.28067108973386,638.3748991854937,707.2323664600095,707.2323664600095,707.2323664600095,707.2323664600095,39.53976383231519,48.94900261712522,636.0487836978082,705.4277753159238,705.4277753159238,705.4277753159238,25.527714169506176,25.527714169506176,627.5256132798435,38.93894224945065,697.3043830124448,697.3043830124448,697.3043830124448,48.94900261712522,636.0487836978082
RS,0.6510357401292101,0.10953593505821294,0.10953593505821294,0.10953593505821294,0.7349238305415348,0.7349238305415348,0.12235255374081115,0.10911439233675155,0.10911439233675155,0.10911439233675155,0.6871405544719844,0.3205983637093474,0.3205983637093474,0.12022658382584618,0.10905315495769699,0.10905315495769699,0.10905315495769699,0.6471110434042497,0.5904383050695102,0.1205022459666159,0.10953593505821294,0.10953593505821294,0.12022658382584618,0.10953593505821294,0.7349238305415348,0.7349238305415348,0.12235255374081115,0.10911439233675155,0.10911439233675155,0.10911439233675155,0.685204011440437,0.3205983637093474,0.12022658382584618,0.10905315495769699,0.10905315495769699,0.10905315495769699,0.10905315495769699,0.6471110434042497,0.5904383050695102,0.1205022459666159,0.10953593505821294,0.10953593505821294,0.10953593505821294,0.7349238305415348,0.10905315495769699,0.7349238305415348,0.12235255374081115,0.10911439233675155,0.10911439233675155,0.10911439233675155,0.685204011440437,0.3205983637093474,0.12022658382584618,0.10905315495769699,0.10905315495769699,0.10905315495769699,0.10905315495769699,0.6471110434042497,0.5904383050695102,0.1205022459666159,0.10953593505821294,0.10953593505821294,0.10953593505821294,0.7349238305415348,0.7349238305415348,0.12235255374081115,0.6546876437669374,0.10911439233675155,0.10911439233675155,0.10911439233675155,0.5904383050695102,0.1205022459666159
DH,0.004178496183372076,0.491933669179654,0.491933669179654,0.491933669179654,0.006377750387052833,0.006377750387052833,0.1870752639375421,0.49202026502008966,0.49202026502008966,0.49202026502008966,0.005868990598445353,0.02637084289424572,0.02637084289424572,0.18824804374288812,0.4920573638365926,0.4920573638365926,0.4920573638365926,0.007817500946107827,0.008737388472318752,0.18814882940770528,0.491933669179654,0.491933669179654,0.18824804374288812,0.491933669179654,0.006377750387052833,0.006377750387052833,0.1870752639375421,0.49202026502008966,0.49202026502008966,0.49202026502008966,0.006930573553654357,0.02637084289424572,0.18824804374288812,0.4920573638365926,0.4920573638365926,0.4920573638365926,0.4920573638365926,0.007817500946107827,0.008737388472318752,0.18814882940770528,0.491933669179654,0.491933669179654,0.491933669179654,0.006377750387052833,0.4920573638365926,0.006377750387052833,0.1870752639375421,0.49202026502008966,0.49202026502008966,0.49202026502008966,0.006930573553654357,0.02637084289424572,0.18824804374288812,0.4920573638365926,0.4920573638365926,0.4920573638365926,0.4920573638365926,0.007817500946107827,0.008737388472318752,0.18814882940770528,0.491933669179654,0.491933669179654,0.491933669179654,0.006377750387052833,0.006377750387052833,0.1870752639375421,0.007038818754916706,0.49202026502008966,0.49202026502008966,0.49202026502008966,0.008737388472318752,0.18814882940770528
