,labels_jain_HDBSCAN_params1,labels_jain_HDBSCAN_params10,labels_jain_HDBSCAN_params11,labels_jain_HDBSCAN_params12,labels_jain_HDBSCAN_params13,labels_jain_HDBSCAN_params14,labels_jain_HDBSCAN_params15,labels_jain_HDBSCAN_params16,labels_jain_HDBSCAN_params17,labels_jain_HDBSCAN_params18,labels_jain_HDBSCAN_params19,labels_jain_HDBSCAN_params2,labels_jain_HDBSCAN_params20,labels_jain_HDBSCAN_params21,labels_jain_HDBSCAN_params22,labels_jain_HDBSCAN_params23,labels_jain_HDBSCAN_params24,labels_jain_HDBSCAN_params25,labels_jain_HDBSCAN_params26,labels_jain_HDBSCAN_params27,labels_jain_HDBSCAN_params28,labels_jain_HDBSCAN_params29,labels_jain_HDBSCAN_params3,labels_jain_HDBSCAN_params30,labels_jain_HDBSCAN_params31,labels_jain_HDBSCAN_params32,labels_jain_HDBSCAN_params33,labels_jain_HDBSCAN_params34,labels_jain_HDBSCAN_params35,labels_jain_HDBSCAN_params36,labels_jain_HDBSCAN_params37,labels_jain_HDBSCAN_params38,labels_jain_HDBSCAN_params39,labels_jain_HDBSCAN_params4,labels_jain_HDBSCAN_params40,labels_jain_HDBSCAN_params41,labels_jain_HDBSCAN_params42,labels_jain_HDBSCAN_params43,labels_jain_HDBSCAN_params44,labels_jain_HDBSCAN_params45,labels_jain_HDBSCAN_params46,labels_jain_HDBSCAN_params47,labels_jain_HDBSCAN_params48,labels_jain_HDBSCAN_params49,labels_jain_HDBSCAN_params5,labels_jain_HDBSCAN_params50,labels_jain_HDBSCAN_params51,labels_jain_HDBSCAN_params52,labels_jain_HDBSCAN_params53,labels_jain_HDBSCAN_params54,labels_jain_HDBSCAN_params55,labels_jain_HDBSCAN_params56,labels_jain_HDBSCAN_params57,labels_jain_HDBSCAN_params58,labels_jain_HDBSCAN_params59,labels_jain_HDBSCAN_params6,labels_jain_HDBSCAN_params60,labels_jain_HDBSCAN_params61,labels_jain_HDBSCAN_params62,labels_jain_HDBSCAN_params63,labels_jain_HDBSCAN_params7,labels_jain_HDBSCAN_params8,labels_jain_HDBSCAN_params9
cSIL,0.85953373937057,0.8272072580493395,0.8272072580493395,0.8828491420599702,0.8828491420599702,0.8828491420599702,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.85953373937057,0.8923609342503547,0.8923609342503547,0.8256435800740055,0.8256435800740055,0.8256435800740055,0.8256435800740055,0.8544502973332395,0.8544502973332395,0.8544502973332395,0.8586630856064739,0.85953373937057,0.8586630856064739,0.8586630856064739,0.8586630856064739,0.8828491420599702,0.8828491420599702,0.8828491420599702,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.85953373937057,0.8923609342503547,0.8923609342503547,0.8923609342503547,0.8602831895890486,0.8602831895890486,0.8602831895890486,0.8602831895890486,0.8602831895890486,0.8602831895890486,0.8602831895890486,0.8544502973332395,0.8631984678037306,0.8631984678037306,0.8631984678037306,0.8631984678037306,0.8631984678037306,0.8631984678037306,0.8631984678037306,0.8524921750211043,0.8524921750211043,0.8524921750211043,0.8544502973332395,0.8524921750211043,0.8524921750211043,0.8524921750211043,0.8524921750211043,0.8544502973332395,0.8272072580493395,0.8272072580493395
GD43,1.0661427299368427,0.8272534080761519,0.8272534080761519,1.6530178818338022,1.6530178818338022,1.6530178818338022,2.1156420955710766,2.1156420955710766,2.1156420955710766,2.1156420955710766,2.1156420955710766,1.0661427299368427,2.1156420955710766,2.1156420955710766,1.1614881723735155,1.1614881723735155,1.1614881723735155,1.1614881723735155,1.4415292792730705,1.4415292792730705,1.4415292792730705,1.106922340102691,1.0661427299368427,1.106922340102691,1.106922340102691,1.106922340102691,1.6530178818338022,1.6530178818338022,1.6530178818338022,2.1156420955710766,2.1156420955710766,2.1156420955710766,2.1156420955710766,1.0661427299368427,2.1156420955710766,2.1156420955710766,2.1156420955710766,2.0112736210690603,2.0112736210690603,2.0112736210690603,2.0112736210690603,2.0112736210690603,2.0112736210690603,2.0112736210690603,1.4415292792730705,1.9423761412315985,1.9423761412315985,1.9423761412315985,1.9423761412315985,1.9423761412315985,1.9423761412315985,1.9423761412315985,2.3664676825078983,2.3664676825078983,2.3664676825078983,1.4415292792730705,2.3664676825078983,2.3664676825078983,2.3664676825078983,2.3664676825078983,1.4415292792730705,0.8272534080761519,0.8272534080761519
GD53,0.0484591293936305,0.018768075299186556,0.018768075299186556,0.48547784780438663,0.48547784780438663,0.48547784780438663,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.0484591293936305,0.4807563023378658,0.4807563023378658,0.17179834679666192,0.17179834679666192,0.17179834679666192,0.17179834679666192,0.4766836673786733,0.4766836673786733,0.4766836673786733,0.09680753118438216,0.0484591293936305,0.09680753118438216,0.09680753118438216,0.09680753118438216,0.48547784780438663,0.48547784780438663,0.48547784780438663,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.0484591293936305,0.4807563023378658,0.4807563023378658,0.4807563023378658,0.44643192778870905,0.44643192778870905,0.44643192778870905,0.44643192778870905,0.44643192778870905,0.44643192778870905,0.44643192778870905,0.4766836673786733,0.44999669089122807,0.44999669089122807,0.44999669089122807,0.44999669089122807,0.44999669089122807,0.44999669089122807,0.44999669089122807,0.43649508301891715,0.43649508301891715,0.43649508301891715,0.4766836673786733,0.43649508301891715,0.43649508301891715,0.43649508301891715,0.43649508301891715,0.4766836673786733,0.018768075299186556,0.018768075299186556
PS,-0.09773314548910839,-0.5530907254461225,-0.5530907254461225,0.994328474544513,0.994328474544513,0.994328474544513,1.0070050858588953,1.0070050858588953,1.0070050858588953,1.0070050858588953,1.0070050858588953,-0.09773314548910839,1.0070050858588953,1.0070050858588953,0.5130833088779742,0.5130833088779742,0.5130833088779742,0.5130833088779742,1.0167811851305435,1.0167811851305435,1.0167811851305435,0.3175953556608171,-0.09773314548910839,0.3175953556608171,0.3175953556608171,0.3175953556608171,0.994328474544513,0.994328474544513,0.994328474544513,1.0070050858588953,1.0070050858588953,1.0070050858588953,1.0070050858588953,-0.09773314548910839,1.0070050858588953,1.0070050858588953,1.0070050858588953,1.1843832149761548,1.1843832149761548,1.1843832149761548,1.1843832149761548,1.1843832149761548,1.1843832149761548,1.1843832149761548,1.0167811851305435,1.1124596313134407,1.1124596313134407,1.1124596313134407,1.1124596313134407,1.1124596313134407,1.1124596313134407,1.1124596313134407,1.1189242777780872,1.1189242777780872,1.1189242777780872,1.0167811851305435,1.1189242777780872,1.1189242777780872,1.1189242777780872,1.1189242777780872,1.0167811851305435,-0.5530907254461225,-0.5530907254461225
rCIP,0.3462812753198811,0.18777821882939985,0.18777821882939985,0.025024470728400642,0.025024470728400642,0.025024470728400642,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.3462812753198811,0.005438622404446027,0.005438622404446027,0.04468860808915913,0.04468860808915913,0.04468860808915913,0.04468860808915913,0.035461270750741576,0.035461270750741576,0.035461270750741576,0.0365410636667671,0.3462812753198811,0.0365410636667671,0.0365410636667671,0.0365410636667671,0.025024470728400642,0.025024470728400642,0.025024470728400642,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.3462812753198811,0.005438622404446027,0.005438622404446027,0.005438622404446027,0.04109159079355413,0.04109159079355413,0.04109159079355413,0.04109159079355413,0.04109159079355413,0.04109159079355413,0.04109159079355413,0.035461270750741576,0.024277573377247872,0.024277573377247872,0.024277573377247872,0.024277573377247872,0.024277573377247872,0.024277573377247872,0.024277573377247872,0.00690749675283299,0.00690749675283299,0.00690749675283299,0.035461270750741576,0.00690749675283299,0.00690749675283299,0.00690749675283299,0.00690749675283299,0.035461270750741576,0.18777821882939985,0.18777821882939985
WB,3.8152470392944973,5.66738387219854,5.66738387219854,15.326096235674632,15.326096235674632,15.326096235674632,9.841702605659522,9.841702605659522,9.841702605659522,9.841702605659522,9.841702605659522,3.8152470392944973,9.841702605659522,9.841702605659522,2.8550918571006396,2.8550918571006396,2.8550918571006396,2.8550918571006396,11.079634831099028,11.079634831099028,11.079634831099028,4.051585423292426,3.8152470392944973,4.051585423292426,4.051585423292426,4.051585423292426,15.326096235674632,15.326096235674632,15.326096235674632,9.841702605659522,9.841702605659522,9.841702605659522,9.841702605659522,3.8152470392944973,9.841702605659522,9.841702605659522,9.841702605659522,2.6929335499640876,2.6929335499640876,2.6929335499640876,2.6929335499640876,2.6929335499640876,2.6929335499640876,2.6929335499640876,11.079634831099028,3.8526299160750503,3.8526299160750503,3.8526299160750503,3.8526299160750503,3.8526299160750503,3.8526299160750503,3.8526299160750503,4.301415159652308,4.301415159652308,4.301415159652308,11.079634831099028,4.301415159652308,4.301415159652308,4.301415159652308,4.301415159652308,11.079634831099028,5.66738387219854,5.66738387219854
XB,0.6683009714006177,1.162270010699342,1.162270010699342,0.2232110075897026,0.2232110075897026,0.2232110075897026,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.6683009714006177,0.19714709780789144,0.19714709780789144,0.572430899661605,0.572430899661605,0.572430899661605,0.572430899661605,0.26664973174150647,0.26664973174150647,0.26664973174150647,0.6502771685349564,0.6683009714006177,0.6502771685349564,0.6502771685349564,0.6502771685349564,0.2232110075897026,0.2232110075897026,0.2232110075897026,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.6683009714006177,0.19714709780789144,0.19714709780789144,0.19714709780789144,0.19960653544186965,0.19960653544186965,0.19960653544186965,0.19960653544186965,0.19960653544186965,0.19960653544186965,0.19960653544186965,0.26664973174150647,0.2175052190341401,0.2175052190341401,0.2175052190341401,0.2175052190341401,0.2175052190341401,0.2175052190341401,0.2175052190341401,0.25054470696939296,0.25054470696939296,0.25054470696939296,0.26664973174150647,0.25054470696939296,0.25054470696939296,0.25054470696939296,0.25054470696939296,0.26664973174150647,1.162270010699342,1.162270010699342
SSE,81.27316748171086,76.29934003410403,76.29934003410403,128.6803869674562,128.6803869674562,128.6803869674562,75.17216900326464,75.17216900326464,75.17216900326464,75.17216900326464,75.17216900326464,81.27316748171086,75.17216900326464,75.17216900326464,83.80257335168619,83.80257335168619,83.80257335168619,83.80257335168619,145.5796966445817,145.5796966445817,145.5796966445817,78.10814924634155,81.27316748171086,78.10814924634155,78.10814924634155,78.10814924634155,128.6803869674562,128.6803869674562,128.6803869674562,75.17216900326464,75.17216900326464,75.17216900326464,75.17216900326464,81.27316748171086,75.17216900326464,75.17216900326464,75.17216900326464,83.18084396785312,83.18084396785312,83.18084396785312,83.18084396785312,83.18084396785312,83.18084396785312,83.18084396785312,145.5796966445817,77.97751140445173,77.97751140445173,77.97751140445173,77.97751140445173,77.97751140445173,77.97751140445173,77.97751140445173,21.183461217740565,21.183461217740565,21.183461217740565,145.5796966445817,21.183461217740565,21.183461217740565,21.183461217740565,21.183461217740565,145.5796966445817,76.29934003410403,76.29934003410403
RS,0.1566247423785942,0.21197543760983295,0.21197543760983295,0.059068489709540935,0.059068489709540935,0.059068489709540935,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.1566247423785942,0.06690106655503406,0.06690106655503406,0.12456211756292243,0.12456211756292243,0.12456211756292243,0.12456211756292243,0.04012645565046574,0.04012645565046574,0.04012645565046574,0.1604494759260251,0.1566247423785942,0.1604494759260251,0.1604494759260251,0.1604494759260251,0.059068489709540935,0.059068489709540935,0.059068489709540935,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.1566247423785942,0.06690106655503406,0.06690106655503406,0.06690106655503406,0.09502904221974837,0.09502904221974837,0.09502904221974837,0.09502904221974837,0.09502904221974837,0.09502904221974837,0.09502904221974837,0.04012645565046574,0.10092572356216292,0.10092572356216292,0.10092572356216292,0.10092572356216292,0.10092572356216292,0.10092572356216292,0.10092572356216292,0.173899756191364,0.173899756191364,0.173899756191364,0.04012645565046574,0.173899756191364,0.173899756191364,0.173899756191364,0.173899756191364,0.04012645565046574,0.21197543760983295,0.21197543760983295
DH,0.25169107463388496,0.23137182382317,0.23137182382317,0.33271252458107536,0.33271252458107536,0.33271252458107536,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.25169107463388496,0.3341364529671488,0.3341364529671488,0.33952542245432726,0.33952542245432726,0.33952542245432726,0.33952542245432726,0.3872959787032067,0.3872959787032067,0.3872959787032067,0.29009888770263526,0.25169107463388496,0.29009888770263526,0.29009888770263526,0.29009888770263526,0.33271252458107536,0.33271252458107536,0.33271252458107536,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.25169107463388496,0.3341364529671488,0.3341364529671488,0.3341364529671488,0.4378464778923209,0.4378464778923209,0.4378464778923209,0.4378464778923209,0.4378464778923209,0.4378464778923209,0.4378464778923209,0.3872959787032067,0.41030493913082067,0.41030493913082067,0.41030493913082067,0.41030493913082067,0.41030493913082067,0.41030493913082067,0.41030493913082067,0.3594918940763392,0.3594918940763392,0.3594918940763392,0.3872959787032067,0.3594918940763392,0.3594918940763392,0.3594918940763392,0.3594918940763392,0.3872959787032067,0.23137182382317,0.23137182382317
