,labels_jain_HDBSCAN_params1,labels_jain_HDBSCAN_params10,labels_jain_HDBSCAN_params11,labels_jain_HDBSCAN_params12,labels_jain_HDBSCAN_params13,labels_jain_HDBSCAN_params14,labels_jain_HDBSCAN_params15,labels_jain_HDBSCAN_params16,labels_jain_HDBSCAN_params17,labels_jain_HDBSCAN_params18,labels_jain_HDBSCAN_params19,labels_jain_HDBSCAN_params2,labels_jain_HDBSCAN_params20,labels_jain_HDBSCAN_params21,labels_jain_HDBSCAN_params22,labels_jain_HDBSCAN_params23,labels_jain_HDBSCAN_params24,labels_jain_HDBSCAN_params25,labels_jain_HDBSCAN_params26,labels_jain_HDBSCAN_params27,labels_jain_HDBSCAN_params28,labels_jain_HDBSCAN_params29,labels_jain_HDBSCAN_params3,labels_jain_HDBSCAN_params30,labels_jain_HDBSCAN_params31,labels_jain_HDBSCAN_params32,labels_jain_HDBSCAN_params33,labels_jain_HDBSCAN_params34,labels_jain_HDBSCAN_params35,labels_jain_HDBSCAN_params36,labels_jain_HDBSCAN_params37,labels_jain_HDBSCAN_params38,labels_jain_HDBSCAN_params39,labels_jain_HDBSCAN_params4,labels_jain_HDBSCAN_params40,labels_jain_HDBSCAN_params41,labels_jain_HDBSCAN_params42,labels_jain_HDBSCAN_params43,labels_jain_HDBSCAN_params44,labels_jain_HDBSCAN_params45,labels_jain_HDBSCAN_params46,labels_jain_HDBSCAN_params47,labels_jain_HDBSCAN_params48,labels_jain_HDBSCAN_params49,labels_jain_HDBSCAN_params5,labels_jain_HDBSCAN_params50,labels_jain_HDBSCAN_params51,labels_jain_HDBSCAN_params52,labels_jain_HDBSCAN_params53,labels_jain_HDBSCAN_params54,labels_jain_HDBSCAN_params55,labels_jain_HDBSCAN_params56,labels_jain_HDBSCAN_params57,labels_jain_HDBSCAN_params58,labels_jain_HDBSCAN_params59,labels_jain_HDBSCAN_params6,labels_jain_HDBSCAN_params60,labels_jain_HDBSCAN_params61,labels_jain_HDBSCAN_params62,labels_jain_HDBSCAN_params63,labels_jain_HDBSCAN_params7,labels_jain_HDBSCAN_params8,labels_jain_HDBSCAN_params9
B,0.17485541040615077,0.23174954385845342,0.23174954385845342,0.23845102596527407,0.23845102596527407,0.23845102596527407,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.17485541040615077,0.21582396304326035,0.21582396304326035,0.2177646396652483,0.2177646396652483,0.2177646396652483,0.2177646396652483,0.29672522801436607,0.29672522801436607,0.29672522801436607,0.19311543909492698,0.17485541040615077,0.19311543909492698,0.19311543909492698,0.19311543909492698,0.23845102596527407,0.23845102596527407,0.23845102596527407,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.17485541040615077,0.21582396304326035,0.21582396304326035,0.21582396304326035,0.28542314005970826,0.28542314005970826,0.28542314005970826,0.28542314005970826,0.28542314005970826,0.28542314005970826,0.28542314005970826,0.29672522801436607,0.28274053776825925,0.28274053776825925,0.28274053776825925,0.28274053776825925,0.28274053776825925,0.28274053776825925,0.28274053776825925,0.33089259249538877,0.33089259249538877,0.33089259249538877,0.29672522801436607,0.33089259249538877,0.33089259249538877,0.33089259249538877,0.33089259249538877,0.29672522801436607,0.23174954385845342,0.23174954385845342
BH,20.318291870427714,19.07483500852601,19.07483500852601,64.3401934837281,64.3401934837281,64.3401934837281,37.58608450163232,37.58608450163232,37.58608450163232,37.58608450163232,37.58608450163232,20.318291870427714,37.58608450163232,37.58608450163232,27.934191117228732,27.934191117228732,27.934191117228732,27.934191117228732,72.78984832229084,72.78984832229084,72.78984832229084,26.036049748780517,20.318291870427714,26.036049748780517,26.036049748780517,26.036049748780517,64.3401934837281,64.3401934837281,64.3401934837281,37.58608450163232,37.58608450163232,37.58608450163232,37.58608450163232,20.318291870427714,37.58608450163232,37.58608450163232,37.58608450163232,41.59042198392656,41.59042198392656,41.59042198392656,41.59042198392656,41.59042198392656,41.59042198392656,41.59042198392656,72.78984832229084,38.988755702225866,38.988755702225866,38.988755702225866,38.988755702225866,38.988755702225866,38.988755702225866,38.988755702225866,10.591730608870284,10.591730608870284,10.591730608870284,72.78984832229084,10.591730608870284,10.591730608870284,10.591730608870284,10.591730608870284,72.78984832229084,19.07483500852601,19.07483500852601
D,0.15685200132321286,0.15051780450320948,0.15051780450320948,0.1540794973953488,0.1540794973953488,0.1540794973953488,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.15685200132321286,0.6812639500948239,0.6812639500948239,0.2469213819578433,0.2469213819578433,0.2469213819578433,0.2469213819578433,0.1637753915468388,0.1637753915468388,0.1637753915468388,0.21466751300578768,0.15685200132321286,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.1540794973953488,0.1540794973953488,0.1540794973953488,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.15685200132321286,0.6812639500948239,0.6812639500948239,0.6812639500948239,0.25418917374029876,0.25418917374029876,0.25418917374029876,0.25418917374029876,0.25418917374029876,0.25418917374029876,0.25418917374029876,0.1637753915468388,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.21466751300578768,0.250882444869214,0.250882444869214,0.250882444869214,0.1637753915468388,0.250882444869214,0.250882444869214,0.250882444869214,0.250882444869214,0.1637753915468388,0.15051780450320948,0.15051780450320948
H,0.48810930611141434,0.5270626945133006,0.5270626945133006,0.19440727434128138,0.19440727434128138,0.19440727434128138,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.48810930611141434,0.18619205035052297,0.18619205035052297,0.47480807027646144,0.47480807027646144,0.47480807027646144,0.47480807027646144,0.24052832392004786,0.24052832392004786,0.24052832392004786,0.37459509909822336,0.48810930611141434,0.37459509909822336,0.37459509909822336,0.37459509909822336,0.19440727434128138,0.19440727434128138,0.19440727434128138,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.48810930611141434,0.18619205035052297,0.18619205035052297,0.18619205035052297,0.26632045875890376,0.26632045875890376,0.26632045875890376,0.26632045875890376,0.26632045875890376,0.26632045875890376,0.26632045875890376,0.24052832392004786,0.2471240639117139,0.2471240639117139,0.2471240639117139,0.2471240639117139,0.2471240639117139,0.2471240639117139,0.2471240639117139,0.2389529072930639,0.2389529072930639,0.2389529072930639,0.24052832392004786,0.2389529072930639,0.2389529072930639,0.2389529072930639,0.2389529072930639,0.24052832392004786,0.5270626945133006,0.5270626945133006
DBCV,0.42671722770394566,0.5898739140024178,0.5898739140024178,0.7226867573986157,0.7226867573986157,0.7226867573986157,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.42671722770394566,0.7404542152890016,0.7404542152890016,0.4125019534460037,0.4125019534460037,0.4125019534460037,0.4125019534460037,0.5557340143875127,0.5557340143875127,0.5557340143875127,0.6090890504805354,0.42671722770394566,0.6090890504805354,0.6090890504805354,0.6090890504805354,0.7226867573986157,0.7226867573986157,0.7226867573986157,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.42671722770394566,0.7404542152890016,0.7404542152890016,0.7404542152890016,0.3966285982263701,0.3966285982263701,0.3966285982263701,0.3966285982263701,0.3966285982263701,0.3966285982263701,0.3966285982263701,0.5557340143875127,0.5994201401536731,0.5994201401536731,0.5994201401536731,0.5994201401536731,0.5994201401536731,0.5994201401536731,0.5994201401536731,0.6590226979605269,0.6590226979605269,0.6590226979605269,0.5557340143875127,0.6590226979605269,0.6590226979605269,0.6590226979605269,0.6590226979605269,0.5557340143875127,0.5898739140024178,0.5898739140024178
I,0.3553184952566252,0.2415978631990121,0.2415978631990121,0.49296280638433565,0.49296280638433565,0.49296280638433565,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.3553184952566252,0.40290447358358167,0.40290447358358167,0.47426479675006405,0.47426479675006405,0.47426479675006405,0.47426479675006405,0.46197297460822007,0.46197297460822007,0.46197297460822007,0.43248433573762946,0.3553184952566252,0.43248433573762946,0.43248433573762946,0.43248433573762946,0.49296280638433565,0.49296280638433565,0.49296280638433565,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.3553184952566252,0.40290447358358167,0.40290447358358167,0.40290447358358167,0.5514480507913042,0.5514480507913042,0.5514480507913042,0.5514480507913042,0.5514480507913042,0.5514480507913042,0.5514480507913042,0.46197297460822007,0.44810637972775985,0.44810637972775985,0.44810637972775985,0.44810637972775985,0.44810637972775985,0.44810637972775985,0.44810637972775985,0.22820853234306168,0.22820853234306168,0.22820853234306168,0.46197297460822007,0.22820853234306168,0.22820853234306168,0.22820853234306168,0.22820853234306168,0.46197297460822007,0.2415978631990121,0.2415978631990121
C,0.13413481466699248,0.13266343175923156,0.13266343175923156,0.22088883773463053,0.22088883773463053,0.22088883773463053,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.13413481466699248,0.11021051772209553,0.11021051772209553,0.1271604638396311,0.1271604638396311,0.1271604638396311,0.1271604638396311,0.25834474981422845,0.25834474981422845,0.25834474981422845,0.12803286625923357,0.13413481466699248,0.12803286625923357,0.12803286625923357,0.12803286625923357,0.22088883773463053,0.22088883773463053,0.22088883773463053,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.13413481466699248,0.11021051772209553,0.11021051772209553,0.11021051772209553,0.13091835009514707,0.13091835009514707,0.13091835009514707,0.13091835009514707,0.13091835009514707,0.13091835009514707,0.13091835009514707,0.25834474981422845,0.13816606543408003,0.13816606543408003,0.13816606543408003,0.13816606543408003,0.13816606543408003,0.13816606543408003,0.13816606543408003,0.21054417556456134,0.21054417556456134,0.21054417556456134,0.25834474981422845,0.21054417556456134,0.21054417556456134,0.21054417556456134,0.21054417556456134,0.25834474981422845,0.13266343175923156,0.13266343175923156
CDbw,1.0031229094581549,0.8443002099482977,0.8443002099482977,0.16407430128185205,0.16407430128185205,0.16407430128185205,0.09485794806649044,0.09485794806649044,0.09485794806649044,0.09485794806649044,0.09485794806649044,1.0031229094581549,0.09485794806649044,0.09485794806649044,0.2465258647295961,0.2465258647295961,0.2465258647295961,0.2465258647295961,0.2602751994692633,0.2602751994692633,0.2602751994692633,0.36568759558987696,1.0031229094581549,0.36568759558987696,0.36568759558987696,0.36568759558987696,0.16407430128185205,0.16407430128185205,0.16407430128185205,0.09485794806649044,0.09485794806649044,0.09485794806649044,0.09485794806649044,1.0031229094581549,0.09485794806649044,0.09485794806649044,0.09485794806649044,0.12307168583943949,0.12307168583943949,0.12307168583943949,0.12307168583943949,0.12307168583943949,0.12307168583943949,0.12307168583943949,0.2602751994692633,0.1736624225357326,0.1736624225357326,0.1736624225357326,0.1736624225357326,0.1736624225357326,0.1736624225357326,0.1736624225357326,0.1463721860716441,0.1463721860716441,0.1463721860716441,0.2602751994692633,0.1463721860716441,0.1463721860716441,0.1463721860716441,0.1463721860716441,0.2602751994692633,0.8443002099482977,0.8443002099482977
VIASCKDE,0.636256645420769,0.6686662721091547,0.6686662721091547,0.6978677260418987,0.6978677260418987,0.6978677260418987,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.636256645420769,0.7510766849797299,0.7510766849797299,0.6200419895111013,0.6200419895111013,0.6200419895111013,0.6200419895111013,0.6285208305648479,0.6285208305648479,0.6285208305648479,0.653273453091315,0.636256645420769,0.653273453091315,0.653273453091315,0.653273453091315,0.6978677260418987,0.6978677260418987,0.6978677260418987,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.636256645420769,0.7510766849797299,0.7510766849797299,0.7510766849797299,0.6261660566189996,0.6261660566189996,0.6261660566189996,0.6261660566189996,0.6261660566189996,0.6261660566189996,0.6261660566189996,0.6285208305648479,0.6601923527694503,0.6601923527694503,0.6601923527694503,0.6601923527694503,0.6601923527694503,0.6601923527694503,0.6601923527694503,0.6400563875261966,0.6400563875261966,0.6400563875261966,0.6285208305648479,0.6400563875261966,0.6400563875261966,0.6400563875261966,0.6400563875261966,0.6285208305648479,0.6686662721091547,0.6686662721091547
COP,0.27990932339147756,0.24704925915221562,0.24704925915221562,0.3062433555859206,0.3062433555859206,0.3062433555859206,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.27990932339147756,0.2704742464514973,0.2704742464514973,0.28118353534362783,0.28118353534362783,0.28118353534362783,0.28118353534362783,0.3403584184182404,0.3403584184182404,0.3403584184182404,0.2526944126928957,0.27990932339147756,0.2526944126928957,0.2526944126928957,0.2526944126928957,0.3062433555859206,0.3062433555859206,0.3062433555859206,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.27990932339147756,0.2704742464514973,0.2704742464514973,0.2704742464514973,0.281575184057079,0.281575184057079,0.281575184057079,0.281575184057079,0.281575184057079,0.281575184057079,0.281575184057079,0.3403584184182404,0.27342887262891213,0.27342887262891213,0.27342887262891213,0.27342887262891213,0.27342887262891213,0.27342887262891213,0.27342887262891213,0.26965051897361864,0.26965051897361864,0.26965051897361864,0.3403584184182404,0.26965051897361864,0.26965051897361864,0.26965051897361864,0.26965051897361864,0.3403584184182404,0.24704925915221562,0.24704925915221562
Sym,0.013326654016905621,0.012563488263579881,0.012563488263579881,0.01651101570341946,0.01651101570341946,0.01651101570341946,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.013326654016905621,0.020539709656040024,0.020539709656040024,0.01539424455798806,0.01539424455798806,0.01539424455798806,0.01539424455798806,0.014627164558874809,0.014627164558874809,0.014627164558874809,0.016521669527965504,0.013326654016905621,0.016521669527965504,0.016521669527965504,0.016521669527965504,0.01651101570341946,0.01651101570341946,0.01651101570341946,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.013326654016905621,0.020539709656040024,0.020539709656040024,0.020539709656040024,0.018235207803442562,0.018235207803442562,0.018235207803442562,0.018235207803442562,0.018235207803442562,0.018235207803442562,0.018235207803442562,0.014627164558874809,0.018044687288501397,0.018044687288501397,0.018044687288501397,0.018044687288501397,0.018044687288501397,0.018044687288501397,0.018044687288501397,0.037371980127354654,0.037371980127354654,0.037371980127354654,0.014627164558874809,0.037371980127354654,0.037371980127354654,0.037371980127354654,0.037371980127354654,0.014627164558874809,0.012563488263579881,0.012563488263579881
