,labels_s1_MeanShift_params1,labels_s1_MeanShift_params10,labels_s1_MeanShift_params11,labels_s1_MeanShift_params12,labels_s1_MeanShift_params13,labels_s1_MeanShift_params14,labels_s1_MeanShift_params15,labels_s1_MeanShift_params16,labels_s1_MeanShift_params17,labels_s1_MeanShift_params18,labels_s1_MeanShift_params2,labels_s1_MeanShift_params3,labels_s1_MeanShift_params4,labels_s1_MeanShift_params5,labels_s1_MeanShift_params6,labels_s1_MeanShift_params7,labels_s1_MeanShift_params8,labels_s1_MeanShift_params9
VMI,0.9859363265384102,0.6202789057646565,0.6204145227295106,0.6212366463092752,0.753271584953505,0.7619245871620656,0.6204732891724193,0.6202789057646565,0.3734434878393028,0.3732709374129061,0.9859363265384102,0.9854315887862087,0.9854315887862087,0.7768732769431164,0.791711206818049,0.753271584953505,0.7619245871620656,0.6204732891724193
