,labels_jain_KMeans_params1,labels_jain_KMeans_params10,labels_jain_KMeans_params11,labels_jain_KMeans_params12,labels_jain_KMeans_params13,labels_jain_KMeans_params14,labels_jain_KMeans_params15,labels_jain_KMeans_params16,labels_jain_KMeans_params17,labels_jain_KMeans_params18,labels_jain_KMeans_params19,labels_jain_KMeans_params2,labels_jain_KMeans_params20,labels_jain_KMeans_params21,labels_jain_KMeans_params22,labels_jain_KMeans_params23,labels_jain_KMeans_params24,labels_jain_KMeans_params25,labels_jain_KMeans_params26,labels_jain_KMeans_params27,labels_jain_KMeans_params28,labels_jain_KMeans_params29,labels_jain_KMeans_params3,labels_jain_KMeans_params30,labels_jain_KMeans_params31,labels_jain_KMeans_params32,labels_jain_KMeans_params33,labels_jain_KMeans_params34,labels_jain_KMeans_params35,labels_jain_KMeans_params36,labels_jain_KMeans_params37,labels_jain_KMeans_params38,labels_jain_KMeans_params39,labels_jain_KMeans_params4,labels_jain_KMeans_params40,labels_jain_KMeans_params41,labels_jain_KMeans_params42,labels_jain_KMeans_params43,labels_jain_KMeans_params44,labels_jain_KMeans_params45,labels_jain_KMeans_params46,labels_jain_KMeans_params47,labels_jain_KMeans_params48,labels_jain_KMeans_params49,labels_jain_KMeans_params5,labels_jain_KMeans_params50,labels_jain_KMeans_params51,labels_jain_KMeans_params52,labels_jain_KMeans_params53,labels_jain_KMeans_params54,labels_jain_KMeans_params6,labels_jain_KMeans_params7,labels_jain_KMeans_params8,labels_jain_KMeans_params9
B,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892,0.22380038854629514,0.329438971702892,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.329438971702892,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.22380038854629514,0.14410696761493813,0.14410696761493813,0.14770128248890335,0.329438971702892,0.14770128248890335,0.14770128248890335,0.14770128248890335,0.14410696761493813,0.14410696761493813,0.14770128248890335,0.14770128248890335,0.14770128248890335,0.14770128248890335,0.14410696761493813,0.329438971702892,0.14410696761493813,0.14770128248890335,0.14770128248890335,0.14770128248890335,0.14770128248890335,0.329438971702892,0.329438971702892,0.329438971702892,0.329438971702892
BH,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096,16.420419903810757,41.14786314556096,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,41.14786314556096,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,16.420419903810757,8.497719244812629,8.497719244812629,8.49712001047364,41.14786314556096,8.49712001047364,8.49712001047364,8.49712001047364,8.497719244812629,8.497719244812629,8.49712001047364,8.49712001047364,8.49712001047364,8.49712001047364,8.497719244812629,41.14786314556096,8.497719244812629,8.49712001047364,8.49712001047364,8.49712001047364,8.49712001047364,41.14786314556096,41.14786314556096,41.14786314556096,41.14786314556096
D,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022,0.3462292380967925,0.459270953691022,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.459270953691022,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.3462292380967925,0.31825477597805013,0.31825477597805013,0.3224169773039811,0.459270953691022,0.3224169773039811,0.3224169773039811,0.3224169773039811,0.31825477597805013,0.31825477597805013,0.3224169773039811,0.3224169773039811,0.3224169773039811,0.3224169773039811,0.31825477597805013,0.459270953691022,0.31825477597805013,0.3224169773039811,0.3224169773039811,0.3224169773039811,0.3224169773039811,0.459270953691022,0.459270953691022,0.459270953691022,0.459270953691022
H,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.392642647728739,0.29626479548890977,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.29626479548890977,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.392642647728739,0.6045545676582754,0.6045545676582754,0.6038113379659062,0.29626479548890977,0.6038113379659062,0.6038113379659062,0.6038113379659062,0.6045545676582754,0.6045545676582754,0.6038113379659062,0.6038113379659062,0.6038113379659062,0.6038113379659062,0.6045545676582754,0.29626479548890977,0.6045545676582754,0.6038113379659062,0.6038113379659062,0.6038113379659062,0.6038113379659062,0.29626479548890977,0.29626479548890977,0.29626479548890977,0.29626479548890977
DBCV,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.6395311222580871,-0.8022910347006358,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.8022910347006358,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.6395311222580871,-0.4921504164243982,-0.4921504164243982,-0.5279898890782639,-0.8022910347006358,-0.5279898890782639,-0.5279898890782639,-0.5279898890782639,-0.4921504164243982,-0.4921504164243982,-0.5279898890782639,-0.5279898890782639,-0.5279898890782639,-0.5279898890782639,-0.4921504164243982,-0.8022910347006358,-0.4921504164243982,-0.5279898890782639,-0.5279898890782639,-0.5279898890782639,-0.5279898890782639,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358,-0.8022910347006358
I,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906,0.7569492302840486,0.741239476096906,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.741239476096906,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.7569492302840486,0.9196919979048597,0.9196919979048597,0.9082229322141354,0.741239476096906,0.9082229322141354,0.9082229322141354,0.9082229322141354,0.9196919979048597,0.9196919979048597,0.9082229322141354,0.9082229322141354,0.9082229322141354,0.9082229322141354,0.9196919979048597,0.741239476096906,0.9196919979048597,0.9082229322141354,0.9082229322141354,0.9082229322141354,0.9082229322141354,0.741239476096906,0.741239476096906,0.741239476096906,0.741239476096906
C,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.07794476440090466,0.0914222263711654,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.0914222263711654,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.07794476440090466,0.052443018904738556,0.052443018904738556,0.052112195320603225,0.0914222263711654,0.052112195320603225,0.052112195320603225,0.052112195320603225,0.052443018904738556,0.052443018904738556,0.052112195320603225,0.052112195320603225,0.052112195320603225,0.052112195320603225,0.052443018904738556,0.0914222263711654,0.052443018904738556,0.052112195320603225,0.052112195320603225,0.052112195320603225,0.052112195320603225,0.0914222263711654,0.0914222263711654,0.0914222263711654,0.0914222263711654
CDbw,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.07514647113416464,0.019538647614380136,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.019538647614380136,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.07514647113416464,0.21712241939029203,0.21712241939029203,0.18706525347492622,0.019538647614380136,0.18706525347492622,0.18706525347492622,0.18706525347492622,0.21712241939029203,0.21712241939029203,0.18706525347492622,0.18706525347492622,0.18706525347492622,0.18706525347492622,0.21712241939029203,0.019538647614380136,0.21712241939029203,0.18706525347492622,0.18706525347492622,0.18706525347492622,0.18706525347492622,0.019538647614380136,0.019538647614380136,0.019538647614380136,0.019538647614380136
VIASCKDE,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.5389361248904323,0.6287943805387144,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.6287943805387144,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5389361248904323,0.5351422983901525,0.5351422983901525,0.5368589002368375,0.6287943805387144,0.5368589002368375,0.5368589002368375,0.5368589002368375,0.5351422983901525,0.5351422983901525,0.5368589002368375,0.5368589002368375,0.5368589002368375,0.5368589002368375,0.5351422983901525,0.6287943805387144,0.5351422983901525,0.5368589002368375,0.5368589002368375,0.5368589002368375,0.5368589002368375,0.6287943805387144,0.6287943805387144,0.6287943805387144,0.6287943805387144
COP,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.21464010399948563,0.27036869210908376,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.27036869210908376,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.21464010399948563,0.18042426334390144,0.18042426334390144,0.18187793016182668,0.27036869210908376,0.18187793016182668,0.18187793016182668,0.18187793016182668,0.18042426334390144,0.18042426334390144,0.18187793016182668,0.18187793016182668,0.18187793016182668,0.18187793016182668,0.18042426334390144,0.27036869210908376,0.18042426334390144,0.18187793016182668,0.18187793016182668,0.18187793016182668,0.18187793016182668,0.27036869210908376,0.27036869210908376,0.27036869210908376,0.27036869210908376
Sym,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.044530094325657625,0.02499468425237724,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.02499468425237724,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.044530094325657625,0.042611937930188915,0.042611937930188915,0.04737761124997711,0.02499468425237724,0.04737761124997711,0.04737761124997711,0.04737761124997711,0.042611937930188915,0.042611937930188915,0.04737761124997711,0.04737761124997711,0.04737761124997711,0.04737761124997711,0.042611937930188915,0.02499468425237724,0.042611937930188915,0.04737761124997711,0.04737761124997711,0.04737761124997711,0.04737761124997711,0.02499468425237724,0.02499468425237724,0.02499468425237724,0.02499468425237724
CS,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336,0.9678538605591632,1.0171928887662336,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,1.0171928887662336,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,0.9678538605591632,1.0891957893879238,1.0891957893879238,1.0622998837368023,1.0171928887662336,1.0622998837368023,1.0622998837368023,1.0622998837368023,1.0891957893879238,1.0891957893879238,1.0622998837368023,1.0622998837368023,1.0622998837368023,1.0622998837368023,1.0891957893879238,1.0171928887662336,1.0891957893879238,1.0622998837368023,1.0622998837368023,1.0622998837368023,1.0622998837368023,1.0171928887662336,1.0171928887662336,1.0171928887662336,1.0171928887662336
SF,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.3529322498243346,0.38192700157823645,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.38192700157823645,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.3529322498243346,0.31371815301153994,0.31371815301153994,0.31145283951643665,0.38192700157823645,0.31145283951643665,0.31145283951643665,0.31145283951643665,0.31371815301153994,0.31371815301153994,0.31145283951643665,0.31145283951643665,0.31145283951643665,0.31145283951643665,0.31371815301153994,0.38192700157823645,0.31371815301153994,0.31145283951643665,0.31145283951643665,0.31145283951643665,0.31145283951643665,0.38192700157823645,0.38192700157823645,0.38192700157823645,0.38192700157823645
SD,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595,15520.270711398427,25440.89486607595,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,25440.89486607595,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,15520.270711398427,11941.277678462917,11941.277678462917,11895.305227110877,25440.89486607595,11895.305227110877,11895.305227110877,11895.305227110877,11941.277678462917,11941.277678462917,11895.305227110877,11895.305227110877,11895.305227110877,11895.305227110877,11941.277678462917,25440.89486607595,11941.277678462917,11895.305227110877,11895.305227110877,11895.305227110877,11895.305227110877,25440.89486607595,25440.89486607595,25440.89486607595,25440.89486607595
SDbw,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576,0.8245214628428312,1.0052170576823576,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,1.0052170576823576,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.8245214628428312,0.5917569369082402,0.5917569369082402,0.5866148931258887,1.0052170576823576,0.5866148931258887,0.5866148931258887,0.5866148931258887,0.5917569369082402,0.5917569369082402,0.5866148931258887,0.5866148931258887,0.5866148931258887,0.5866148931258887,0.5917569369082402,1.0052170576823576,0.5917569369082402,0.5866148931258887,0.5866148931258887,0.5866148931258887,0.5866148931258887,1.0052170576823576,1.0052170576823576,1.0052170576823576,1.0052170576823576
