,labels_a3_DBSCAN_params10,labels_a3_DBSCAN_params13,labels_a3_DBSCAN_params14,labels_a3_DBSCAN_params15,labels_a3_DBSCAN_params16,labels_a3_DBSCAN_params17,labels_a3_DBSCAN_params18,labels_a3_DBSCAN_params19,labels_a3_DBSCAN_params20,labels_a3_DBSCAN_params5,labels_a3_DBSCAN_params9
BARI_nn,0.9505501590303448,0.9453168008979708,0.9547453872132516,0.9156527710252804,0.987537499429387,0.24289170716730907,0.4282316908419198,0.60500250190209,0.6976467467759347,0.9466310556153327,0.5283496578954466
