,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
BARI,0.16911208087658341,0.0003088611099921537,0.0001329688349554727,0.4520289278016091,0.7280290619042681,0.9009439117601822,0.8777891730396999,0.002690745407707057,0.09500868989363624,0.131274116456461,0.1313063113209033,0.0021983146254538157,0.0021983146254538157,0.0021983146254538157,0.0021983146254538157,0.00011918463361487742
