,labels_mk2_SpectralClustering_params1,labels_mk2_SpectralClustering_params10,labels_mk2_SpectralClustering_params11,labels_mk2_SpectralClustering_params12,labels_mk2_SpectralClustering_params13,labels_mk2_SpectralClustering_params14,labels_mk2_SpectralClustering_params15,labels_mk2_SpectralClustering_params16,labels_mk2_SpectralClustering_params17,labels_mk2_SpectralClustering_params18,labels_mk2_SpectralClustering_params19,labels_mk2_SpectralClustering_params2,labels_mk2_SpectralClustering_params20,labels_mk2_SpectralClustering_params21,labels_mk2_SpectralClustering_params22,labels_mk2_SpectralClustering_params23,labels_mk2_SpectralClustering_params24,labels_mk2_SpectralClustering_params25,labels_mk2_SpectralClustering_params26,labels_mk2_SpectralClustering_params27,labels_mk2_SpectralClustering_params28,labels_mk2_SpectralClustering_params29,labels_mk2_SpectralClustering_params3,labels_mk2_SpectralClustering_params30,labels_mk2_SpectralClustering_params31,labels_mk2_SpectralClustering_params32,labels_mk2_SpectralClustering_params33,labels_mk2_SpectralClustering_params34,labels_mk2_SpectralClustering_params35,labels_mk2_SpectralClustering_params36,labels_mk2_SpectralClustering_params4,labels_mk2_SpectralClustering_params5,labels_mk2_SpectralClustering_params6,labels_mk2_SpectralClustering_params7,labels_mk2_SpectralClustering_params8,labels_mk2_SpectralClustering_params9
BARI,0.05295683836486338,0.0050882875778513375,0.00540455232639726,0.0050882875778513375,0.05295683836486338,0.13044991396702782,0.2203280056750325,0.31317419116118606,0.0007528416527383749,-0.0006402084131128052,0.0041585901639745425,0.009456191364690197,0.004055649513846812,0.0041585901639745425,0.004055649513846812,0.0041585901639745425,0.004055649513846812,0.05866759965950571,0.04858014639405733,0.012467494790100285,0.13019996425486638,0.0024878301504757208,0.1675567870565387,-0.00019282896524479138,0.0038798161629093634,0.003605288627972463,0.0038798161629093634,0.003605288627972463,0.0038798161629093634,0.003605288627972463,0.21659542736905124,0.03353273750053992,0.04979760829201318,0.00540455232639726,0.0050882875778513375,0.00540455232639726
