,labels_data7_MeanShift_params1,labels_data7_MeanShift_params10,labels_data7_MeanShift_params11,labels_data7_MeanShift_params12,labels_data7_MeanShift_params13,labels_data7_MeanShift_params14,labels_data7_MeanShift_params15,labels_data7_MeanShift_params16,labels_data7_MeanShift_params17,labels_data7_MeanShift_params18,labels_data7_MeanShift_params19,labels_data7_MeanShift_params2,labels_data7_MeanShift_params20,labels_data7_MeanShift_params3,labels_data7_MeanShift_params4,labels_data7_MeanShift_params5,labels_data7_MeanShift_params6,labels_data7_MeanShift_params7,labels_data7_MeanShift_params8,labels_data7_MeanShift_params9
AMI,0.36324989256160084,-0.0016792756333811395,-0.0014059407635931384,-0.001333065837229006,0.3997821579705068,0.39878653876359416,-0.0010795809253829473,-0.0016792756333811395,0.009157243939596741,-0.0016071268152232027,0.37956969678530533,0.3456975287241948,0.3898112439647501,0.3808681209682156,0.3673004006374825,0.3742199024936032,0.38618741746746976,0.3997821579705068,0.39878653876359416,-0.0010795809253829473
