,labels_zigzag_DBSCAN_params11,labels_zigzag_DBSCAN_params16,labels_zigzag_DBSCAN_params17,labels_zigzag_DBSCAN_params18,labels_zigzag_DBSCAN_params21,labels_zigzag_DBSCAN_params22,labels_zigzag_DBSCAN_params23,labels_zigzag_DBSCAN_params24,labels_zigzag_DBSCAN_params26,labels_zigzag_DBSCAN_params27,labels_zigzag_DBSCAN_params28,labels_zigzag_DBSCAN_params29,labels_zigzag_DBSCAN_params31,labels_zigzag_DBSCAN_params32,labels_zigzag_DBSCAN_params33,labels_zigzag_DBSCAN_params34,labels_zigzag_DBSCAN_params36,labels_zigzag_DBSCAN_params37,labels_zigzag_DBSCAN_params38,labels_zigzag_DBSCAN_params39,labels_zigzag_DBSCAN_params41,labels_zigzag_DBSCAN_params42,labels_zigzag_DBSCAN_params43,labels_zigzag_DBSCAN_params44,labels_zigzag_DBSCAN_params45,labels_zigzag_DBSCAN_params46,labels_zigzag_DBSCAN_params47,labels_zigzag_DBSCAN_params48,labels_zigzag_DBSCAN_params49,labels_zigzag_DBSCAN_params50,labels_zigzag_DBSCAN_params6
cSIL,0.88032369629438,0.9634899130776994,0.984490673020921,0.9957286285997213,0.9340148933581274,0.9643829021689986,0.9936414552026316,0.9959345478770996,0.853945634260694,0.9006813135181829,0.9931456756971682,0.9940267950407917,0.507431021068871,0.5011255864483289,0.9727428203798633,0.9931456756971682,0.507431021068871,0.507431021068871,0.620482486154537,0.9807545056207735,0.507431021068871,0.507431021068871,0.507431021068871,0.9427292168465717,0.9931456756971682,0.507431021068871,0.507431021068871,0.507431021068871,0.9197929600357965,0.9931456756971682,0.9940905735967315
GD43,14.888272250268017,5.771284085552759,29.125680005013976,81.75616209483793,6.0116215976051555,11.234190957111656,66.47519588823855,94.79451675399704,1.4592514718068266,2.9374504615447457,59.92560606743185,66.6401507836064,0.45994169917790023,0.45787755806534486,17.271633439838826,59.92560606743185,0.45994169917790023,0.45994169917790023,0.9381934231306837,22.059170019831495,0.45994169917790023,0.45994169917790023,0.45994169917790023,7.4972227970363985,59.92560606743185,0.45994169917790023,0.45994169917790023,0.45994169917790023,4.802488852983102,59.92560606743185,868.8525093025162
GD53,0.008590863395589794,0.004823893419631602,0.41720904568727785,0.40831578530201434,0.017453328502614746,0.05430400023148758,0.4888471630718294,0.4459013500916414,0.009846303246327246,0.017319781744070853,0.4752648969624408,0.4622910664288338,0.0073093024844597485,0.007514145867805073,0.269438650870095,0.4752648969624408,0.0073093024844597485,0.0073093024844597485,0.013477870203190906,0.2894385844774589,0.0073093024844597485,0.0073093024844597485,0.0073093024844597485,0.1049838651989345,0.4752648969624408,0.0073093024844597485,0.0073093024844597485,0.0073093024844597485,0.06559537787229155,0.4752648969624408,0.23849182370187766
PS,-5.4467734222695565,-18.411988084973654,1.1806248268386113,1.8936012803620663,-17.948747956234552,-9.777086204158502,1.9233687222225315,1.8951869040407132,-2.4898112690364433,-6.892855887750758,1.9633687222225316,1.9033687222225315,0.9960088551715769,0.9812702268076389,0.5781069419778782,1.9633687222225316,0.9960088551715769,0.9960088551715769,2.203481301400879,1.8509424247686563,0.9960088551715769,0.9960088551715769,0.9960088551715769,1.9142623113531636,1.9633687222225316,0.9960088551715769,0.9960088551715769,0.9960088551715769,2.3404714810035543,1.9633687222225316,1.0062666602648838
rCIP,51.74755626385029,3.3666449062719934,1.4074841143840142e-28,2.6684918234886257e-79,14.833571746311549,1.108412358960091,6.81076875828093e-61,6.7616600679331014e-74,3.320833753866817,6.176038167629207,1.4560610818715998e-55,5.341785233035713e-55,0.6267552536223866,0.6238174308804794,4.460473015103532e-11,1.4560610818715998e-55,0.6267552536223866,0.6267552536223866,0.226956117159405,4.460375103772794e-11,0.6267552536223866,0.6267552536223866,0.6267552536223866,2.2171010535781135e-05,1.4560610818715998e-55,0.6267552536223866,0.6267552536223866,0.6267552536223866,0.001080691816355211,1.4560610818715998e-55,1.0251006874770638e-12
WB,0.014273668156026488,0.23631035487596452,0.06966230461678379,0.03464601038344177,0.32398157810780914,0.24704173047229847,0.05123938290868554,0.032840741575568946,0.6599906143278542,0.5268177172846985,0.05521200332052477,0.048242332605633584,8.580615865995775,8.233288076566385,0.11731957217832657,0.05521200332052477,8.580615865995775,8.580615865995775,2.7751137965258827,0.08455992419355404,8.580615865995775,8.580615865995775,8.580615865995775,0.22604596641827768,0.05521200332052477,8.580615865995775,8.580615865995775,8.580615865995775,0.3602076274639564,0.05521200332052477,0.0002070512567386326
XB,0.7047470256681693,0.5327873842703195,0.033143909194805136,0.004325093472167212,0.31796201943270985,0.13152605170789083,0.0064022552572285145,0.004099979086666185,0.571707806978222,0.32985805672650353,0.006901500415065596,0.00602452341498772,1.1484195012611005,1.1853471280701722,0.033892774885243185,0.006901500415065596,1.1484195012611005,1.1484195012611005,0.5021035799528253,0.02118033051878978,1.1484195012611005,1.1484195012611005,1.1484195012611005,0.0527136392364625,0.006901500415065596,1.1484195012611005,1.1484195012611005,1.1484195012611005,0.07570629744189654,0.006901500415065596,0.006854458682470827
SSE,0.028135118227055264,0.8616117668140195,0.7365070372931225,0.47866750117045825,1.5172127245963192,1.1659057758688336,0.8277897358498132,0.4587207914891363,7.0878400163846464,3.9905298592182366,0.9113875435040678,0.7748329794300743,94.427924734477,90.66567153772925,1.6231519732684587,0.9113875435040678,94.427924734477,94.427924734477,49.91587370218157,1.226268693558561,94.427924734477,94.427924734477,94.427924734477,3.6844175224815894,0.9113875435040678,94.427924734477,94.427924734477,94.427924734477,6.033613256730654,0.9113875435040678,0.00018446301673984944
RS,0.9904713760934787,0.9243029484416341,0.9505589280669683,0.9662307064770852,0.8029413169842372,0.8680660547514029,0.950064308361862,0.9678332188455222,0.41400778084664114,0.6078346260640974,0.9462712331075132,0.9530165516324491,-0.25874861073283417,-0.25236166867354565,0.873559729609624,0.9462712331075132,-0.25874861073283417,-0.25874861073283417,-0.3896428382502353,0.9088649063960021,-0.25874861073283417,-0.25874861073283417,-0.25874861073283417,0.7518983520470903,0.9462712331075132,-0.25874861073283417,-0.25874861073283417,-0.25874861073283417,0.6377959065112374,0.9462712331075132,0.9997929630323494
DH,0.023623385743106143,0.03907548039040188,0.08313976552205957,0.0795184389462367,0.067068899683735,0.06994095848966465,0.09626566386261534,0.07862490043783714,0.17033490633529533,0.12111829483066107,0.09962653050412831,0.09378551559176831,0.42970207688750695,0.4272539047452184,0.11865067351519987,0.09962653050412831,0.42970207688750695,0.42970207688750695,0.39566097222761143,0.12227089015610514,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.18170967065532148,0.09962653050412831,0.42970207688750695,0.42970207688750695,0.42970207688750695,0.2154234831594714,0.09962653050412831,0.006194344035675311
B,0.0013805996726961717,0.00831687648853224,0.018948976036190574,0.00885220701355581,0.010842002712291635,0.013078489987622698,0.013065829322052415,0.008387099928379943,0.05282593966930692,0.0322791966096106,0.014084694724623667,0.012290954295195286,1.157980452791119,1.1203757918890995,0.015010105501381765,0.014084694724623667,1.157980452791119,1.157980452791119,0.5153195730172125,0.018511223359511646,1.157980452791119,1.157980452791119,1.157980452791119,0.04157767068427497,0.014084694724623667,1.157980452791119,1.157980452791119,1.157980452791119,0.06801575987143049,0.014084694724623667,6.90170855795442e-05
BH,0.0025577380206413883,0.03590049028391748,0.2455023457643742,0.23933375058522904,0.060688508983852765,0.06858269269816668,0.4138948679249067,0.22936039574456824,0.644349092398604,0.26603532394788243,0.45569377175203396,0.38741648971503717,31.47597491149234,30.221890512576422,0.3246303946536918,0.45569377175203396,31.47597491149234,31.47597491149234,12.478968425545391,0.408756231186187,31.47597491149234,31.47597491149234,31.47597491149234,0.9211043806203971,0.45569377175203396,31.47597491149234,31.47597491149234,31.47597491149234,1.5084033141826638,0.45569377175203396,6.148767224661648e-05
D,0.21018944788432553,0.21287149800612254,1.2083991185792065,3.622992274897292,0.1780410807931433,0.31764925421146545,2.740131754654433,4.22913396985762,0.1518602536277309,0.23825705454533186,2.305936238279661,2.746356795705792,0.15139992916233388,0.15803376751242473,1.075420518074662,2.305936238279661,0.15139992916233388,0.15139992916233388,0.23295517525841022,1.429922455354109,0.15139992916233388,0.15139992916233388,0.15139992916233388,0.8460686202640019,2.305936238279661,0.15139992916233388,0.15139992916233388,0.15139992916233388,0.7101074156775685,2.305936238279661,4.66001527514122
H,1.1613995624265736,0.8659511855844892,0.04552635453964885,0.008538716489688422,1.5551767810193833,0.6000587715967173,0.01271700178966811,0.008129849395961033,1.2460400843424717,1.27939796610744,0.013708139592424829,0.011945393559359509,0.7083587440714036,0.7166002830519217,0.13568921753062535,0.013708139592424829,0.7083587440714036,0.7083587440714036,0.9050134701211002,0.0575865430793749,0.7083587440714036,0.7083587440714036,0.7083587440714036,0.21859640979004683,0.013708139592424829,0.7083587440714036,0.7083587440714036,0.7083587440714036,0.29390718883966216,0.013708139592424829,0.017718392051241247
DBCV,0.5689538093648825,0.9482786847902389,0.9879817059897552,0.9976629736349328,0.847316376779305,0.9254591535842388,0.994744024316905,0.9968284915586338,0.5957402827951929,0.6707377166127498,0.995241751975419,0.9956722892599232,0.7287048960549704,0.8465988379652395,0.9756289652671434,0.995241751975419,0.7287048960549704,0.7287048960549704,0.19856821321232213,0.9847410859920708,0.7287048960549704,0.7287048960549704,0.7287048960549704,0.9541748926583121,0.995241751975419,0.7287048960549704,0.7287048960549704,0.7287048960549704,0.9433820269609845,0.995241751975419,0.9999999997648623
I,25.844796966983868,1.448031617170923,8.33145640175097,23.861290549551306,0.9853678684755739,1.45759988409259,16.938790343612197,24.329446979334378,0.8762787824630647,0.7958184959889113,16.045923951207747,17.85177234058394,0.29507142253600205,0.2990271107601179,5.680201630970484,16.045923951207747,0.29507142253600205,0.29507142253600205,0.3076799167930327,7.325080167380869,0.29507142253600205,0.29507142253600205,0.29507142253600205,3.117412985108856,16.045923951207747,0.29507142253600205,0.29507142253600205,0.29507142253600205,1.8434951848448133,16.045923951207747,2325.172493227326
C,0.005245396183557081,0.005283506131266705,1.2505400116755515e-17,0.0,0.006568850733933216,0.00389710867097602,-2.3165803540800605e-17,0.0,0.014918837521286931,0.009310351234073932,0.0,0.0,0.43200920273601867,0.42553058917739855,5.16744216084863e-06,0.0,0.43200920273601867,0.43200920273601867,0.17409496587549536,0.0,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.0019507986357577103,0.0,0.43200920273601867,0.43200920273601867,0.43200920273601867,0.008758252294231437,0.0,0.0
CDbw,95.83113060354118,16.612872451796743,11.796942114474328,5.50517112194833,4.1165565320249,6.547465044651436,2.576121204005543,4.864356172523971,1.6129109145345102,2.5502938524055514,2.2097965858971786,2.446190733799253,0.9857646137180854,0.9921989581380696,4.951404376856905,2.2097965858971786,0.9857646137180854,0.9857646137180854,0.48504283027942274,2.622122029485114,0.9857646137180854,0.9857646137180854,0.9857646137180854,1.4107299204576569,2.2097965858971786,0.9857646137180854,0.9857646137180854,0.9857646137180854,0.9625906751492308,2.2097965858971786,674.5268619966567
VIASCKDE,0.38608855941160325,0.594431207790281,0.7246049231307591,0.6873505636738523,0.5734400555739799,0.6188820708842648,0.7489429192704193,0.6504049843083334,0.6033847403711434,0.5952628673961139,0.7713318398409242,0.7608522337363209,0.6570805555161726,0.663462355882351,0.6998190671237033,0.7713318398409242,0.6570805555161726,0.6570805555161726,0.6236938235175107,0.7306034128648926,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6811093737571534,0.7713318398409242,0.6570805555161726,0.6570805555161726,0.6570805555161726,0.6890577034909281,0.7713318398409242,0.39199764497017
