,labels_zigzag_DBSCAN_params11,labels_zigzag_DBSCAN_params16,labels_zigzag_DBSCAN_params17,labels_zigzag_DBSCAN_params18,labels_zigzag_DBSCAN_params21,labels_zigzag_DBSCAN_params22,labels_zigzag_DBSCAN_params23,labels_zigzag_DBSCAN_params24,labels_zigzag_DBSCAN_params26,labels_zigzag_DBSCAN_params27,labels_zigzag_DBSCAN_params28,labels_zigzag_DBSCAN_params29,labels_zigzag_DBSCAN_params31,labels_zigzag_DBSCAN_params32,labels_zigzag_DBSCAN_params33,labels_zigzag_DBSCAN_params34,labels_zigzag_DBSCAN_params36,labels_zigzag_DBSCAN_params37,labels_zigzag_DBSCAN_params38,labels_zigzag_DBSCAN_params39,labels_zigzag_DBSCAN_params41,labels_zigzag_DBSCAN_params42,labels_zigzag_DBSCAN_params43,labels_zigzag_DBSCAN_params44,labels_zigzag_DBSCAN_params45,labels_zigzag_DBSCAN_params46,labels_zigzag_DBSCAN_params47,labels_zigzag_DBSCAN_params48,labels_zigzag_DBSCAN_params49,labels_zigzag_DBSCAN_params50,labels_zigzag_DBSCAN_params6
COP,0.22346487453124114,0.1610703648851621,0.12698970510137658,0.18279654709192578,0.136515599724532,0.13569804579161962,0.190960979366522,0.16807015695030791,0.1300522569619048,0.12998959687865574,0.16522893764014734,0.18223578978893898,0.18712733183597763,0.19523219613405057,0.09774769826786048,0.16522893764014734,0.18712733183597763,0.18712733183597763,0.17642726590917898,0.15101245409264946,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.14625795612105918,0.16522893764014734,0.18712733183597763,0.18712733183597763,0.18712733183597763,0.1543816465779763,0.16522893764014734,0.23220922488789095
Sym,12.704778097609568,0.474459098443881,2.4160016290567317,5.725216249390262,0.23783650028064757,0.4108396432659198,3.34773010232921,5.706428342976277,0.1226099470756745,0.12731306466178183,3.1412086677615183,3.561894047436559,0.0900003987318755,0.08410053099804016,0.6128119685065387,3.1412086677615183,0.0900003987318755,0.0900003987318755,0.018971265112894518,1.1835670249088752,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.2383580774129574,3.1412086677615183,0.0900003987318755,0.0900003987318755,0.0900003987318755,0.1170761591387129,3.1412086677615183,2436.766543977649
CS,0.19939396971969398,0.37042803978482736,0.29339946275097534,0.16193481886078517,0.5670242189284835,0.3929146335357506,0.22453422001988443,0.1584550159295124,0.8184164953233264,0.6923095346701991,0.24144906282839598,0.2150186951623572,1.4332832232504051,1.4270987178572796,0.41022072478660726,0.24144906282839598,1.4332832232504051,1.4332832232504051,1.3359155732500936,0.3260496906437632,1.4332832232504051,1.4332832232504051,1.4332832232504051,0.5793280891118445,0.24144906282839598,1.4332832232504051,1.4332832232504051,1.4332832232504051,0.6618622903873327,0.24144906282839598,0.0208827325161444
SF,0.585925689155742,0.38519219334306143,0.6055459746864896,0.6432150236462286,0.2438357086869134,0.35795494619455437,0.6335336472089618,0.6434711499135942,0.22488919486521608,0.2353589544241147,0.6318747506128457,0.6351740177786618,0.34626752295434327,0.34866555013371114,0.48941680685333766,0.6318747506128457,0.34626752295434327,0.34626752295434327,0.27509269972328787,0.5721629871878945,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.4713226967457246,0.6318747506128457,0.34626752295434327,0.34626752295434327,0.34626752295434327,0.44052827029608876,0.6318747506128457,0.6638668341093543
SD,6115.795173961223,4086.087243310076,8776.723124866092,8052.35649909451,10082.79404993462,8313.905299476792,13433.178257237036,7255.058604160523,74000.79152527709,33651.03827640346,15517.72731512576,12390.639487316483,485017.1653232413,472637.7998955238,17086.630617386654,15517.72731512576,485017.1653232413,485017.1653232413,427951.11227763357,14854.249040041195,485017.1653232413,485017.1653232413,485017.1653232413,43973.617531179785,15517.72731512576,485017.1653232413,485017.1653232413,485017.1653232413,66283.86681310902,15517.72731512576,885.437807469696
SDbw,0.35881564192094373,0.057051772603186224,0.026571452871828993,0.019451813019577376,0.07773061596633296,0.05472478230992039,0.02948080246405691,0.017818261772823522,0.27656099199599427,0.1549617704560874,0.03179685638832244,0.027263310820601343,1.4026573376089648,1.387290463220862,0.03301549742504249,0.03179685638832244,1.4026573376089648,1.4026573376089648,1.2084933527725934,0.06595246958643737,1.4026573376089648,1.4026573376089648,1.4026573376089648,0.13808715467252958,0.03179685638832244,1.4026573376089648,1.4026573376089648,1.4026573376089648,0.2213740767455054,0.03179685638832244,0.6667181143742216
XB*,1.2910526752712552,0.9216037905765134,0.03623472275176806,0.005296260428638732,0.5910868187495172,0.206594640578685,0.0065483199462566906,0.004597406002273327,1.532483520273154,0.7612992497249784,0.007260688154306301,0.0065159418518799675,1.895558884417418,1.9662911356689523,0.05089105114588555,0.007260688154306301,1.895558884417418,1.895558884417418,0.8400466749584762,0.03263209866152703,1.895558884417418,1.895558884417418,1.895558884417418,0.10246808970997906,0.007260688154306301,1.895558884417418,1.895558884417418,1.895558884417418,0.15602975373987107,0.007260688154306301,0.010523910048063637
S,0.4891275140959632,0.7325669826710675,0.8317794941925568,0.9180182898580316,0.6286752871752357,0.7281609633137804,0.9011365796855869,0.9190869516143779,0.5749438191673283,0.5676540484231078,0.8978122189498926,0.903651467933198,0.13615408953619915,0.14347444875700355,0.8041595396360058,0.8978122189498926,0.13615408953619915,0.13615408953619915,0.30420372575063487,0.8482831420352894,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.738563712998814,0.8978122189498926,0.13615408953619915,0.13615408953619915,0.13615408953619915,0.6902130672034557,0.8978122189498926,0.8928874002686558
DB,0.5557492814896645,0.3394442140589054,0.18460419763078262,0.11803175535581177,0.44671911979510837,0.3421676256345098,0.14017492094641906,0.11633555610261243,0.6167691518315822,0.5108539842131357,0.14422621163415578,0.13658913427915853,1.4217920190725544,1.4238228397527746,0.2883452768789317,0.14422621163415578,1.4217920190725544,1.4217920190725544,0.9604275920909404,0.25016441270749756,1.4217920190725544,1.4217920190725544,1.4217920190725544,0.41519226466419884,0.14422621163415578,1.4217920190725544,1.4217920190725544,1.4217920190725544,0.4772357151812502,0.14422621163415578,0.12302460652362428
CH,3699.1192048770795,702.0980674560196,2067.1150745320874,4675.863056296491,694.4839311978668,748.3553472789918,3747.1177266550226,5054.697063341943,395.00561726245354,461.6668683199389,3549.9526952889614,3938.4496921654327,43.178718845608614,44.635872883639266,1523.6161936245278,3549.9526952889614,43.178718845608614,43.178718845608614,116.75196902037317,2075.4512456549514,43.178718845608614,43.178718845608614,43.178718845608614,949.6593549890882,3549.9526952889614,43.178718845608614,43.178718845608614,43.178718845608614,647.7745487404524,3549.9526952889614,43467.4975740958
AD-S,0.5469076117350038,0.8446348666467709,0.9483249627702152,0.974717696578283,0.6959512633000665,0.7934843095718032,0.9685367922213804,0.9743473700597998,0.6120000273949389,0.6131937280298096,0.9662515164007359,0.9671736990748855,0.8623349613349716,0.863089401621455,0.9125070523027774,0.9662515164007359,0.8623349613349716,0.8623349613349716,0.45729187814586836,0.9526251108962394,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.900261707070072,0.9662515164007359,0.8623349613349716,0.8623349613349716,0.8623349613349716,0.8370731200184528,0.9662515164007359,0.9255167841081029
AD-DB,0.7807189087901615,0.4915420770275265,0.1066204750979632,0.05047075034650984,0.9298932828485009,0.5818832589361911,0.06288942523399292,0.0512084831027557,1.006301482006,1.0303258524159014,0.06749696719852813,0.0656042317240128,0.22454539893997252,0.22418732675254302,0.22919481372836642,0.06749696719852813,0.22454539893997252,0.22454539893997252,0.9895742220033896,0.12912687857537766,0.22454539893997252,0.22454539893997252,0.22454539893997252,0.24427992617184469,0.06749696719852813,0.22454539893997252,0.22454539893997252,0.22454539893997252,0.3462958657096016,0.06749696719852813,0.15005478276927423
AD-CH,209.12166652383573,127.24236835484088,1068.520734868758,1594.2917951575168,97.27160536731982,108.04608208068056,1583.7016195131341,1611.4073926461979,159.4519877845954,116.6897463845994,1578.2503610477424,1491.0378319338108,433.11053412984364,435.3203865566066,480.32772870024246,1578.2503610477424,433.11053412984364,433.11053412984364,371.2909206778824,836.4904984929766,433.11053412984364,433.11053412984364,433.11053412984364,525.2792199941819,1578.2503610477424,433.11053412984364,433.11053412984364,433.11053412984364,424.4080134244587,1578.2503610477424,277.37295381579565
AD-idea,13385.294941988022,7868387779.574817,3172.3641057747905,1574.45986264154,14975759.495985724,2297005.6684487066,1004.5698773653236,1529.7594840006307,27557.13391967307,32065.662456640683,871.3974710591089,922.9064685204912,2941.401642212891,2947.261896384135,90511.57793111635,871.3974710591089,2941.401642212891,2941.401642212891,725.2507544242116,7378.52318312561,2941.401642212891,2941.401642212891,2941.401642212891,13158.089706802066,871.3974710591089,2941.401642212891,2941.401642212891,2941.401642212891,1986.422475676728,871.3974710591089,3137.3613610143925
