,labels_aggregation_DBSCAN_params16,labels_aggregation_DBSCAN_params17,labels_aggregation_DBSCAN_params21,labels_aggregation_DBSCAN_params22,labels_aggregation_DBSCAN_params23,labels_aggregation_DBSCAN_params26,labels_aggregation_DBSCAN_params27,labels_aggregation_DBSCAN_params28,labels_aggregation_DBSCAN_params29,labels_aggregation_DBSCAN_params31,labels_aggregation_DBSCAN_params32,labels_aggregation_DBSCAN_params33,labels_aggregation_DBSCAN_params34,labels_aggregation_DBSCAN_params36,labels_aggregation_DBSCAN_params37,labels_aggregation_DBSCAN_params38,labels_aggregation_DBSCAN_params39,labels_aggregation_DBSCAN_params40,labels_aggregation_DBSCAN_params41,labels_aggregation_DBSCAN_params42,labels_aggregation_DBSCAN_params43,labels_aggregation_DBSCAN_params44,labels_aggregation_DBSCAN_params45,labels_aggregation_DBSCAN_params50
B,0.02969955670390291,0.004746245732413867,0.19043196542965649,0.10084836288375877,0.019372970560146578,0.19150017585772794,0.19150017585772794,0.08156642523704749,0.02588192308939902,0.19150017585772794,0.19150017585772794,0.19150017585772794,0.08413880345364638,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.06780301855995366,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.24249799568519928,0.10097422175403817,0.2105111080388933
BH,0.2633421785810167,0.020226660722224787,25.30756640587361,11.835718892875555,0.2024254404958864,25.42169916050112,25.42169916050112,7.657830818546416,0.19162745117859592,25.42169916050112,25.42169916050112,25.42169916050112,7.965579246384169,35.14639408660435,35.14639408660435,35.14639408660435,35.14639408660435,14.177217022815778,35.14639408660435,35.14639408660435,35.14639408660435,35.14639408660435,16.594726423332318,46.85427705780425
D,0.0452213421546729,0.2952722201835287,0.3034265479414848,0.3750265949826196,0.1853471649650561,0.3010051185885492,0.3010051185885492,0.2644196600456533,2.5802000271904975,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.2548843248425033,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.3010051185885492,1.1884425857776615,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.3010051185885492,0.39910688732071753,0.38653766494439445
H,8.906872885264914,3.0109052736799025,0.7191503730228919,0.6135102553206786,1.3566129707683512,0.7240412422804434,0.7240412422804434,0.5700214884408183,0.025192668757930862,0.7240412422804434,0.7240412422804434,0.7240412422804434,0.5812928184693702,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.06696533151041645,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.5748623259111918,0.2843461332042437,0.3240630055201161
DBCV,0.05435922888618253,0.6201690250399035,0.6677870533032428,0.4287270706086121,0.25391846017080655,0.667159688065576,0.667159688065576,0.36251140368647267,0.9847787142434584,0.667159688065576,0.667159688065576,0.667159688065576,0.34995253725740216,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.9598257139253883,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.7412687016300971,0.7210910687567705,0.7577110544870534
I,0.0874624218862157,1.2604670069366153,0.7272002630773131,1.0990875037005376,0.8011600421523712,0.7231174018408799,0.7231174018408799,1.0160899706689404,2.6009924919617364,0.7231174018408799,0.7231174018408799,0.7231174018408799,0.9896243126450828,0.6567739857293399,0.6567739857293399,0.6567739857293399,0.6567739857293399,2.275073816113763,0.6567739857293399,0.6567739857293399,0.6567739857293399,0.6567739857293399,1.6054065669673538,1.0765723644848262
C,0.059470078666306256,0.009529589143661695,0.0670698515412117,0.03267873712260498,0.020501924911060374,0.06734634803480692,0.06734634803480692,0.021014447041433914,3.307876135973343e-17,0.06734634803480692,0.06734634803480692,0.06734634803480692,0.02204511317324093,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.0003968692830773649,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.062104250916822604,0.020318383231442357,0.05311784924089404
CDbw,3.777224523058541,5.233569113154996,0.19780761661103757,0.16135343700595076,2.5082632602471375,0.1959589731373966,0.1959589731373966,0.18841740804233958,1.9861193816370948,0.1959589731373966,0.1959589731373966,0.1959589731373966,0.1744154178929273,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.2980472512622512,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.11818766126804978,0.12955027549016854,0.07345203479021362
VIASCKDE,0.3635129577095391,0.35365324280386984,0.6328135819698689,0.6281327723047485,0.4310771790111272,0.6389982110793236,0.6389982110793236,0.6290806016279205,0.5475236923140027,0.6389982110793236,0.6389982110793236,0.6389982110793236,0.6143226783816401,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.7104580942381461,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6215729093813147,0.6556913340120115,0.66587480072053
COP,0.13925614754538643,0.15208214078089127,0.21764926418664315,0.18955846929122672,0.14472166519222276,0.21868552867309024,0.21868552867309024,0.17411955555829137,0.20253455879616927,0.21868552867309024,0.21868552867309024,0.21868552867309024,0.1765574756704338,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.25207639672456406,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.2293498209197518,0.1944619390339266,0.21770140937423285
Sym,0.013747051090249067,0.27540812895392164,0.02901764658752554,0.032883216452381576,0.21561556463114476,0.028583015947116444,0.028583015947116444,0.04655582590432457,3.6985994314052,0.028583015947116444,0.028583015947116444,0.028583015947116444,0.04506441966740198,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.25873329626367614,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.025552567483355906,0.048524619792789374,0.03299930056355733
CS,0.9596234676967762,0.6313431887354064,0.9946749692242911,0.8025977923530578,0.5780469925069712,0.9995317043507856,0.9995317043507856,0.702549731813694,0.24911931793937142,0.9995317043507856,0.9995317043507856,0.9995317043507856,0.7177576372424866,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.4354942744369245,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.9942272609010125,0.6994294461061578,0.9195041962012871
SF,0.04930082545391168,0.2722152107528858,0.2578549282038305,0.2659098378909105,0.33778377658163405,0.2570769217046809,0.2570769217046809,0.2538276670693246,0.5985818976927553,0.2570769217046809,0.2570769217046809,0.2570769217046809,0.2509730820834878,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.5261031096274708,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.2737753301949817,0.33325455289969075,0.315636456447118
SD,1899.3257339516715,803.3194220510247,15066.676111008544,7638.9495423219,3013.2078300763596,15183.73714667035,15183.73714667035,5821.548261233482,630.604974047506,15183.73714667035,15183.73714667035,15183.73714667035,5993.19859172711,19647.392378743178,19647.392378743178,19647.392378743178,19647.392378743178,9893.376974062608,19647.392378743178,19647.392378743178,19647.392378743178,19647.392378743178,9562.708731107501,24880.612299419954
SDbw,0.08961015424302403,0.07403956252150151,0.4410805364842539,0.26962027687616774,0.2009546555315867,0.4436404231174309,0.4436404231174309,0.26444331134743154,0.038214083052955275,0.4436404231174309,0.4436404231174309,0.4436404231174309,0.27015148533155026,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.2328341733609852,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.6680940508545613,0.348190957260904,0.6524797746371858
XB*,22.137379736363734,0.9482480922824479,0.6820275067686012,0.29805353780525734,1.6685777578757397,0.6820275067686012,0.6820275067686012,0.24705030924328725,0.014836436305085087,0.6820275067686012,0.6820275067686012,0.6820275067686012,0.24705030924328725,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.04923503311290739,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.5581791182627677,0.125451109327313,0.20673476182236006
S,0.1423328865304157,0.527106186627791,0.37320900786456024,0.46514466704673413,0.43369723225392165,0.37150769438990117,0.37150769438990117,0.4861050090021042,0.8479783824513357,0.37150769438990117,0.37150769438990117,0.37150769438990117,0.47893994273060336,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.7397935506190442,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.44952666684839304,0.6007084018595296,0.55314233352421
DB,0.9901498108640588,0.5978915678226909,0.6713230436135064,0.570718756988689,0.535668406711506,0.6728296815324545,0.6728296815324545,0.5390194098397365,0.21014477872096585,0.6728296815324545,0.6728296815324545,0.6728296815324545,0.5428672285710218,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.34297863288016145,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.6828491190798672,0.5058097003963866,0.6419056255661645
CH,307.3656015744715,1395.78437969289,667.8476284150388,1062.831467026484,712.7402148451822,666.0819855537926,666.0819855537926,1184.0705972046999,911.7935958951576,666.0819855537926,666.0819855537926,666.0819855537926,1168.3292364128536,778.9447746032279,778.9447746032279,778.9447746032279,778.9447746032279,1629.404686211378,778.9447746032279,778.9447746032279,778.9447746032279,778.9447746032279,1499.071183901732,1048.8352989677323
AD-S,0.2684684156937344,0.47051024485240867,0.7550900370357975,0.5323841651472284,0.3706537372237669,0.7549712203109591,0.7549712203109591,0.4727514298872227,0.9327107669270335,0.7549712203109591,0.7549712203109591,0.7549712203109591,0.34379913836490855,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.9257142291340384,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.7951429979864858,0.5553951515262238,0.7884442097389073
AD-DB,1.3261884606094902,1.1190798531185975,0.4441278338434621,0.938480316166488,1.0891262370752761,0.4443713887481433,0.4443713887481433,0.9227321457252753,0.1371736293673917,0.4443713887481433,0.4443713887481433,0.4443713887481433,1.1799716300574925,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.15256903216105586,0.4062176215601089,0.4062176215601089,0.4062176215601089,0.4062176215601089,1.1420831418850672,0.4169800184502499
AD-CH,52.13017501907794,49.7854045903091,692.4631852722833,547.6411173569336,86.70391910033332,694.1412708568118,694.1412708568118,467.45865069751005,316.63155138597153,694.1412708568118,694.1412708568118,694.1412708568118,473.1237299075611,831.5665120475263,831.5665120475263,831.5665120475263,831.5665120475263,1500.1800814943124,831.5665120475263,831.5665120475263,831.5665120475263,831.5665120475263,774.7977182699299,1114.642158886796
AD-idea,0.029840977614394363,13.641285993229623,2084.6937001119622,454.7373671160438,167735.57127541013,2071.292034085904,2071.292034085904,856.1528871125208,213.71624228631512,2071.292034085904,2071.292034085904,2071.292034085904,228.81884391614778,671.6977590085954,671.6977590085954,671.6977590085954,671.6977590085954,172.32494528735222,671.6977590085954,671.6977590085954,671.6977590085954,671.6977590085954,29.29918631012079,114.17000678590831
