,labels_wingnut_SpectralClustering_params1,labels_wingnut_SpectralClustering_params10,labels_wingnut_SpectralClustering_params11,labels_wingnut_SpectralClustering_params12,labels_wingnut_SpectralClustering_params13,labels_wingnut_SpectralClustering_params14,labels_wingnut_SpectralClustering_params15,labels_wingnut_SpectralClustering_params16,labels_wingnut_SpectralClustering_params17,labels_wingnut_SpectralClustering_params18,labels_wingnut_SpectralClustering_params19,labels_wingnut_SpectralClustering_params2,labels_wingnut_SpectralClustering_params20,labels_wingnut_SpectralClustering_params21,labels_wingnut_SpectralClustering_params22,labels_wingnut_SpectralClustering_params23,labels_wingnut_SpectralClustering_params24,labels_wingnut_SpectralClustering_params25,labels_wingnut_SpectralClustering_params26,labels_wingnut_SpectralClustering_params27,labels_wingnut_SpectralClustering_params28,labels_wingnut_SpectralClustering_params29,labels_wingnut_SpectralClustering_params3,labels_wingnut_SpectralClustering_params30,labels_wingnut_SpectralClustering_params31,labels_wingnut_SpectralClustering_params32,labels_wingnut_SpectralClustering_params33,labels_wingnut_SpectralClustering_params34,labels_wingnut_SpectralClustering_params35,labels_wingnut_SpectralClustering_params36,labels_wingnut_SpectralClustering_params4,labels_wingnut_SpectralClustering_params5,labels_wingnut_SpectralClustering_params6,labels_wingnut_SpectralClustering_params7,labels_wingnut_SpectralClustering_params8,labels_wingnut_SpectralClustering_params9
FMI,1.0,0.7040806628666156,0.7040806628666156,0.7040806628666156,0.8637321549737278,0.6359497587819091,0.6802691523201426,0.6874849629768724,0.6907898926767222,0.7353134327133739,0.66883367910062,1.0,0.7168090675084275,0.66883367910062,0.7168090675084275,0.66883367910062,0.7168090675084275,0.7102597630646071,0.709835981167675,0.7064970286777864,0.7037109378143351,0.7038429083045904,0.9260298225843627,0.7023503622752129,0.6757201025005577,0.6828702909027529,0.6757201025005577,0.6828702909027529,0.6757201025005577,0.6828702909027529,0.9260298225843627,0.8480175185202442,0.8480175185202442,0.7040806628666156,0.7040806628666156,0.7040806628666156
