,labels_r15_KMeans_params1,labels_r15_KMeans_params10,labels_r15_KMeans_params11,labels_r15_KMeans_params12,labels_r15_KMeans_params13,labels_r15_KMeans_params14,labels_r15_KMeans_params15,labels_r15_KMeans_params16,labels_r15_KMeans_params17,labels_r15_KMeans_params18,labels_r15_KMeans_params19,labels_r15_KMeans_params2,labels_r15_KMeans_params20,labels_r15_KMeans_params21,labels_r15_KMeans_params22,labels_r15_KMeans_params23,labels_r15_KMeans_params24,labels_r15_KMeans_params25,labels_r15_KMeans_params26,labels_r15_KMeans_params27,labels_r15_KMeans_params28,labels_r15_KMeans_params29,labels_r15_KMeans_params3,labels_r15_KMeans_params30,labels_r15_KMeans_params31,labels_r15_KMeans_params32,labels_r15_KMeans_params33,labels_r15_KMeans_params34,labels_r15_KMeans_params35,labels_r15_KMeans_params36,labels_r15_KMeans_params37,labels_r15_KMeans_params38,labels_r15_KMeans_params39,labels_r15_KMeans_params4,labels_r15_KMeans_params40,labels_r15_KMeans_params41,labels_r15_KMeans_params42,labels_r15_KMeans_params43,labels_r15_KMeans_params44,labels_r15_KMeans_params45,labels_r15_KMeans_params46,labels_r15_KMeans_params47,labels_r15_KMeans_params48,labels_r15_KMeans_params49,labels_r15_KMeans_params5,labels_r15_KMeans_params50,labels_r15_KMeans_params51,labels_r15_KMeans_params52,labels_r15_KMeans_params53,labels_r15_KMeans_params54,labels_r15_KMeans_params55,labels_r15_KMeans_params56,labels_r15_KMeans_params57,labels_r15_KMeans_params58,labels_r15_KMeans_params59,labels_r15_KMeans_params6,labels_r15_KMeans_params60,labels_r15_KMeans_params61,labels_r15_KMeans_params62,labels_r15_KMeans_params63,labels_r15_KMeans_params64,labels_r15_KMeans_params65,labels_r15_KMeans_params66,labels_r15_KMeans_params67,labels_r15_KMeans_params68,labels_r15_KMeans_params69,labels_r15_KMeans_params7,labels_r15_KMeans_params70,labels_r15_KMeans_params71,labels_r15_KMeans_params72,labels_r15_KMeans_params73,labels_r15_KMeans_params74,labels_r15_KMeans_params75,labels_r15_KMeans_params76,labels_r15_KMeans_params77,labels_r15_KMeans_params78,labels_r15_KMeans_params79,labels_r15_KMeans_params8,labels_r15_KMeans_params80,labels_r15_KMeans_params81,labels_r15_KMeans_params82,labels_r15_KMeans_params83,labels_r15_KMeans_params84,labels_r15_KMeans_params85,labels_r15_KMeans_params86,labels_r15_KMeans_params87,labels_r15_KMeans_params88,labels_r15_KMeans_params89,labels_r15_KMeans_params9,labels_r15_KMeans_params90
B,0.014648070758654414,0.01463433129559772,0.01463433129559772,0.01463433129559772,0.014648070758654414,0.014648070758654414,0.01463433129559772,0.01463433129559772,0.01463433129559772,0.01463433129559772,0.011342479401091496,0.014648070758654414,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.01463433129559772,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.011342479401091496,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.01463433129559772,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.01463433129559772,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008207096439293264,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.01463433129559772,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.014648070758654414,0.008399292967636524,0.008399292967636524,0.008399292967636524,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.014648070758654414,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.00865886400422332,0.01463433129559772,0.00865886400422332
BH,0.35607339224609597,0.3557509080164458,0.3557509080164458,0.3557509080164458,0.35607339224609597,0.35607339224609597,0.3557509080164458,0.3557509080164458,0.3557509080164458,0.3557509080164458,0.23982560296545571,0.35607339224609597,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.3557509080164458,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.23982560296545571,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.3557509080164458,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.3557509080164458,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.15252374215819683,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.3557509080164458,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.35607339224609597,0.13804441117895022,0.13804441117895022,0.13804441117895022,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.35607339224609597,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.12542648592592062,0.3557509080164458,0.12542648592592062
D,0.37309677573663685,0.38452517722046964,0.38452517722046964,0.38452517722046964,0.37309677573663685,0.37309677573663685,0.38452517722046964,0.38452517722046964,0.38452517722046964,0.38452517722046964,0.4373722972587582,0.37309677573663685,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.38452517722046964,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.4373722972587582,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.38452517722046964,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.38452517722046964,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.5445515905024934,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.38452517722046964,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.37309677573663685,0.2306470594258164,0.2306470594258164,0.2306470594258164,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.37309677573663685,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.2108546229263177,0.38452517722046964,0.2108546229263177
H,0.7332645584873283,0.7281602269962836,0.7281602269962836,0.7281602269962836,0.7332645584873283,0.7332645584873283,0.7281602269962836,0.7281602269962836,0.7281602269962836,0.7281602269962836,0.6448562911748523,0.7332645584873283,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.7281602269962836,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.6448562911748523,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.7281602269962836,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.7281602269962836,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.5214276319094816,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.7281602269962836,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.9809440005721796,0.7332645584873283,0.9809440005721796,0.9809440005721796,0.9809440005721796,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,0.7332645584873283,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,1.402066513491183,0.7281602269962836,1.402066513491183
DBCV,0.5091189115505685,0.5181984691849153,0.5181984691849153,0.5181984691849153,0.5091189115505685,0.5091189115505685,0.5181984691849153,0.5181984691849153,0.5181984691849153,0.5181984691849153,0.46941991806350475,0.5091189115505685,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.5181984691849153,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.46941991806350475,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.5181984691849153,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.5181984691849153,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.8707659945025921,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.5181984691849153,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.5091189115505685,0.7947378098016803,0.7947378098016803,0.7947378098016803,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.5091189115505685,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.7302182995441742,0.5181984691849153,0.7302182995441742
I,1.1859572438969495,1.1845264872259007,1.1845264872259007,1.1845264872259007,1.1859572438969495,1.1859572438969495,1.1845264872259007,1.1845264872259007,1.1845264872259007,1.1845264872259007,1.3726044564547444,1.1859572438969495,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.1845264872259007,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.3726044564547444,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.1845264872259007,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.1845264872259007,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.6665771419605193,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.1845264872259007,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.1859572438969495,1.5234533958492058,1.5234533958492058,1.5234533958492058,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.1859572438969495,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.4141044800883962,1.1845264872259007,1.4141044800883962
C,0.009443372731625283,0.009423025143376224,0.009423025143376224,0.009423025143376224,0.009443372731625283,0.009443372731625283,0.009423025143376224,0.009423025143376224,0.009423025143376224,0.009423025143376224,0.005861134018174645,0.009443372731625283,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.009423025143376224,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.005861134018174645,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.009423025143376224,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.009423025143376224,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0013582514242912523,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.009423025143376224,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.009443372731625283,0.0021858623700514814,0.0021858623700514814,0.0021858623700514814,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.009443372731625283,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.003019701573844841,0.009423025143376224,0.003019701573844841
CDbw,2.297240552686789,2.3310822429560494,2.3310822429560494,2.3310822429560494,2.297240552686789,2.297240552686789,2.3310822429560494,2.3310822429560494,2.3310822429560494,2.3310822429560494,1.8134486244744668,2.297240552686789,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,2.3310822429560494,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.8134486244744668,1.9997472127685085,1.9997472127685085,1.9997472127685085,2.3310822429560494,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,2.3310822429560494,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.9997472127685085,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,2.3310822429560494,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,1.6597381004883631,2.297240552686789,1.6597381004883631,1.6597381004883631,1.6597381004883631,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.297240552686789,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.332648780640556,2.3310822429560494,2.332648780640556
VIASCKDE,0.6927665563379503,0.6961309113076983,0.6961309113076983,0.6961309113076983,0.6927665563379503,0.6927665563379503,0.6961309113076983,0.6961309113076983,0.6961309113076983,0.6961309113076983,0.6880753022431683,0.6927665563379503,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6961309113076983,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.6880753022431683,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.6961309113076983,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.6961309113076983,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.7051107313792523,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6961309113076983,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6927665563379503,0.6909894673710824,0.6909894673710824,0.6909894673710824,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6927665563379503,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6745183723004682,0.6961309113076983,0.6745183723004682
COP,0.18552596704563154,0.18544540917072241,0.18544540917072241,0.18544540917072241,0.18552596704563154,0.18552596704563154,0.18544540917072241,0.18544540917072241,0.18544540917072241,0.18544540917072241,0.16097342836620607,0.18552596704563154,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.18544540917072241,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.16097342836620607,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.18544540917072241,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.18544540917072241,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.1344226048309336,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.18544540917072241,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.18552596704563154,0.13122245066820667,0.13122245066820667,0.13122245066820667,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.18552596704563154,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.130585942402179,0.18544540917072241,0.130585942402179
Sym,0.13572065223732088,0.13516895316163496,0.13516895316163496,0.13516895316163496,0.13572065223732088,0.13572065223732088,0.13516895316163496,0.13516895316163496,0.13516895316163496,0.13516895316163496,0.12699916719315762,0.13572065223732088,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.13516895316163496,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.12699916719315762,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.13516895316163496,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.13516895316163496,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.1625684187527463,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.13516895316163496,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.155588346441873,0.13572065223732088,0.155588346441873,0.155588346441873,0.155588346441873,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.13572065223732088,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.15218857130767696,0.13516895316163496,0.15218857130767696
CS,0.4159562740952093,0.4129163368847689,0.4129163368847689,0.4129163368847689,0.4159562740952093,0.4159562740952093,0.4129163368847689,0.4129163368847689,0.4129163368847689,0.4129163368847689,0.39375812899599594,0.4159562740952093,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.4129163368847689,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.39375812899599594,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.4129163368847689,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.4129163368847689,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3774872199522628,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.4129163368847689,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.4159562740952093,0.3983672568803837,0.3983672568803837,0.3983672568803837,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4159562740952093,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4163022835916458,0.4129163368847689,0.4163022835916458
SF,0.34737648439707125,0.3476367681145791,0.3476367681145791,0.3476367681145791,0.34737648439707125,0.34737648439707125,0.3476367681145791,0.3476367681145791,0.3476367681145791,0.3476367681145791,0.3524686637393637,0.34737648439707125,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3476367681145791,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3524686637393637,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3476367681145791,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3476367681145791,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.3655419173511879,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.3476367681145791,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.34737648439707125,0.35643874147091315,0.35643874147091315,0.35643874147091315,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.34737648439707125,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3496705399579051,0.3476367681145791,0.3496705399579051
SD,1015860.7496186186,1009708.2735215088,1009708.2735215088,1009708.2735215088,1015860.7496186186,1015860.7496186186,1009708.2735215088,1009708.2735215088,1009708.2735215088,1009708.2735215088,792439.2688263146,1015860.7496186186,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,1009708.2735215088,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,792439.2688263146,573189.1403784793,573189.1403784793,573189.1403784793,1009708.2735215088,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,1009708.2735215088,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,573189.1403784793,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,1009708.2735215088,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,549063.6615169204,1015860.7496186186,549063.6615169204,549063.6615169204,549063.6615169204,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,1015860.7496186186,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,525991.736633949,1009708.2735215088,525991.736633949
SDbw,0.116403779143829,0.11594290892653906,0.11594290892653906,0.11594290892653906,0.116403779143829,0.116403779143829,0.11594290892653906,0.11594290892653906,0.11594290892653906,0.11594290892653906,0.0980591023219175,0.116403779143829,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.11594290892653906,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0980591023219175,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.11594290892653906,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.11594290892653906,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0774704398964276,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.11594290892653906,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.116403779143829,0.0858665823802855,0.0858665823802855,0.0858665823802855,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.116403779143829,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.0960052497710676,0.11594290892653906,0.0960052497710676
