,labels_r15_DBSCAN_params1,labels_r15_DBSCAN_params11,labels_r15_DBSCAN_params12,labels_r15_DBSCAN_params16,labels_r15_DBSCAN_params17,labels_r15_DBSCAN_params18,labels_r15_DBSCAN_params19,labels_r15_DBSCAN_params21,labels_r15_DBSCAN_params22,labels_r15_DBSCAN_params23,labels_r15_DBSCAN_params24,labels_r15_DBSCAN_params26,labels_r15_DBSCAN_params27,labels_r15_DBSCAN_params28,labels_r15_DBSCAN_params29,labels_r15_DBSCAN_params31,labels_r15_DBSCAN_params32,labels_r15_DBSCAN_params33,labels_r15_DBSCAN_params34,labels_r15_DBSCAN_params35,labels_r15_DBSCAN_params36,labels_r15_DBSCAN_params37,labels_r15_DBSCAN_params38,labels_r15_DBSCAN_params39,labels_r15_DBSCAN_params41,labels_r15_DBSCAN_params42,labels_r15_DBSCAN_params43,labels_r15_DBSCAN_params44,labels_r15_DBSCAN_params46,labels_r15_DBSCAN_params47,labels_r15_DBSCAN_params48,labels_r15_DBSCAN_params49,labels_r15_DBSCAN_params6
cSIL,0.9999793541931821,0.8729174478375659,0.9489913396962426,0.9016193501792261,0.9690843072234671,0.974823534790516,0.9895928827831116,0.8549947339146421,0.8153748305220813,0.9531245530116957,0.9684059769388895,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.8154417325112328,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.8928855215205554,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9831677378296517,0.9675875706868163
GD43,21978.396383439453,9.772196680467978,25.293311124359384,1.425133444395855,31.534454241413645,36.92607039794001,75.54125526805039,1.5022502812556262,0.6486150303288992,6.502705453112607,27.858509477244116,4.86260947279863,4.86260947279863,4.86260947279863,0.6622896014179728,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,9.192563802193929,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,4.86260947279863,97.88947505006384
GD53,0.175466383948718,0.007512471808367321,0.059971364577165495,0.0038493046369201646,0.37004939886499355,0.3479561317443404,0.3168400405802892,0.01940220294604217,0.01940220294604217,0.07873238851816258,0.3330414183749772,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.01940220294604217,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.41648969074591685,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.019101844663048206,0.05375982506742245
PS,1.8183537861426493,-37.25344039702148,-11.317815657603912,-5.630658749874663,4.554257636368946,3.941922523139522,2.620701560867695,-2.4165391063024173,-3.3692429878087458,-1.4799807265745768,4.758148391975393,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-3.368272467489273,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,1.7368669365581568,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-1.4604971321520115,-10.78299894325506
rCIP,0.0,215.5642877200544,33.73387172849611,3.759140526922511,0.04891088118754587,0.009190701333891776,1.339708375782898e-08,1.8038666388310438,3.8275986633240624,0.10320272144792736,0.07878486873395377,0.001003094689734597,0.001003094689734597,0.001003094689734597,3.785682240794332,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.718831756048787,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,0.001003094689734597,122.75331455614617
WB,9.762243770242667e-05,0.0724304097969995,0.02402136045773127,0.3694576083747846,0.11055133969331282,0.09013418200939727,0.03498778604228507,0.7743223429329328,0.7662813659575446,0.17946599298401134,0.1137306378320169,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.7663132953433108,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.71011467782687,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.8903031858082852,0.0026148218167392524
XB,2.352056553307879e-05,0.6941335113473133,0.22378566557875543,0.8131374783564836,0.05557650530860247,0.047274921349049925,0.021183797221376355,0.5602732406116393,2.723501762553868,0.0926886560415078,0.05863296201050127,0.07230127876649654,0.07230127876649654,0.07230127876649654,2.6150798515798064,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.17082587499188065,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.07230127876649654,0.11416391146441124
SSE,8.202693049629624e-05,0.24886977707732388,0.08846071288812556,6.340073162702627,1.872508725677233,1.4556261312783243,0.41836646856312154,19.29073368899822,17.480987185849965,3.3940725909908256,1.9566794772097966,26.95410619655612,26.95410619655612,26.95410619655612,17.529500140841556,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,2.39781836419328,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,26.95410619655612,0.003975085142142208
RS,0.9999092991415549,0.9613644339810992,0.9825221017592961,0.8162867063637228,0.8902011373356327,0.9103523391698836,0.9656776922931039,0.6959178274839037,0.7368681871694007,0.85298557522128,0.8871259726802372,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7348535273051311,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.4809474117190924,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.7626183613585646,0.9976124773719647
DH,0.00363081801606319,0.021155921095349157,0.022570571455418784,0.08372977906301111,0.08026109334537485,0.073065999243545,0.0498416144861315,0.11387400258469389,0.10417500329201237,0.0894337649750545,0.0813848083601775,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.10482800373287664,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.3002265652798526,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.1001969109003636,0.007417143977734691
