,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.030,0.721*,0.661*,0.669*,0.728*,0.004,0.003s
GD43 (↑),0.126,1.481*,1.219*,1.254*,1.516*,0.044,0.000s
GD53 (↑),0.485,0.496*,0.494*,0.496*,0.496*,0.493*,0.000s
PS (↑),1.963,1.932,1.898,1.894,1.940,1.905,0.000s
rCIP (↓),0.333,0.044*,0.057*,0.043*,0.043*,0.335,0.000s
WB (↓),249.635,3.093*,4.099*,3.956*,2.992*,2075.300,0.000s
XB (↓),31.204,0.387*,0.512*,0.494*,0.374*,259.179,0.003s
SSE (↓),473.161,289.647*,320.540*,316.795*,285.859*,476.492,0.000s
RS (↑),-0.984,-0.214*,-0.345*,-0.328*,-0.199*,-0.999,0.000s
DH (↓),0.989,0.613*,0.662*,0.651*,0.610*,0.998,0.013s
B (↓),62.534,0.774*,1.024*,0.988*,0.749*,518.930,0.000s
BH (↓),236.580,144.824*,160.270*,158.397*,142.929*,238.246,0.000s
D (↑),0.174,0.317*,0.242*,0.245*,0.304*,0.136,0.001s
H (↓),1.938,0.557*,0.677*,0.661*,0.544*,1.992,0.000s
DBCV (↑),-0.449,-0.975,-0.994,-0.872,-0.937,-0.999,5.796s
I (↑),0.004,0.338*,0.253*,0.265*,0.343*,0.000,0.000s
C (↓),0.494,0.197*,0.243*,0.233*,0.193*,0.500,0.040s
CDbw (↑),0.005,0.003,0.006*,0.004,0.025*,0.001,0.014s
VIASCKDE (↑),0.621,0.625*,0.620,0.624*,0.630*,-0.007,0.034s
COP (↓),0.342,0.292*,0.257*,0.269*,0.264*,0.327*,0.008s
Sym (↑),0.001,0.010*,0.010*,0.010*,0.011*,0.001,0.003s
CS (↓),12.637,1.616*,1.903*,1.883*,1.606*,38.220,0.003s
SF (↑),0.239,0.340*,0.321*,0.325*,0.340*,0.238,0.000s
SD (↓),23383888484.039,14279194607.482*,15843493841.200*,18436830070.212*,15819631092.452*,23577550172.783,0.053s
SDbw (↓),2.598,1.909*,1.866*,2.008*,1.906*,2.899,0.000s
XB* (↓),32.194,0.390*,0.518*,0.498*,0.377*,263.085,0.002s
S (↑),0.007,0.370*,0.321*,0.335*,0.372*,0.000,0.016s
DB (↓),10.560,1.121*,1.297*,1.266*,1.114*,30.406,0.002s
CH (↑),7.996,645.371*,486.985*,504.542*,667.149*,0.962,0.001s
AD-S (↑),0.457,-0.059,0.047,0.116,-0.009,0.026,0.066s
AD-DB (↓),1.087,1.629,1.506,1.432,1.571,1.518,0.064s
AD-CH (↑),918.358,843.152,811.691,854.965,873.204,677.374,0.088s
AD-idea (↑),1.228,1.943*,1.911*,1.847*,1.406*,1.947*,0.122s
