,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.949,0.702,0.659,0.721,0.693,-0.060,0.101s
GD43 (↑),15.389,1.271,1.011,1.348,1.184,0.007,0.008s
GD53 (↑),0.263,0.483*,0.434*,0.477*,0.460*,0.452*,0.007s
PS (↑),3.191,1.729,1.842,1.908,1.902,1.594,0.007s
rCIP (↓),0.025,0.050,0.059,0.021*,0.039,31.385,0.009s
WB (↓),0.241,3.478,4.123,3.098,3.548,5720.443,0.007s
XB (↓),0.063,0.427,0.513,0.387,0.443,9055.739,0.008s
SSE (↓),42.059,1689.750,1792.084,1617.328,1701.973,2654.504,0.001s
RS (↑),0.763,-0.263,-0.332,-0.214,-0.275,-13.953,0.001s
DH (↓),0.110,0.627,0.647,0.605,0.634,0.997,0.302s
B (↓),0.015,0.840,1.022,0.774,0.885,347.767,0.002s
BH (↓),2.804,844.875,896.042,808.664,850.987,176.967,0.001s
D (↑),0.236,0.229,0.199,0.261*,0.197,0.007,0.031s
H (↓),0.764,0.596*,0.669*,0.557*,0.612*,14.989,0.002s
DBCV (↑),0.100,-0.990,-1.000,-0.991,-0.972,-0.999,34.851s
I (↑),1.541,0.328,0.280,0.365,0.305,0.000,0.004s
C (↓),0.002,0.214,0.237,0.190,0.219,0.507,1.180s
CDbw (↑),0.205,0.008,0.005,0.003,0.004,0.007,1.504s
VIASCKDE (↑),0.782,0.766,0.766,0.778,0.781,-0.474,6.738s
COP (↓),0.102,0.395,0.397,0.430,0.403,0.597,0.050s
Sym (↑),0.022,0.001,0.001,0.003,0.003,0.000,0.011s
CS (↓),0.815,1.654,2.003,1.609,1.692,94.183,0.057s
SF (↑),0.293,0.316*,0.310*,0.325*,0.309*,0.000,0.005s
SD (↓),35589075.262,1395376680.912,1477437331.257,1578017502.266,1628308700.335,2202243344.631,0.595s
SDbw (↓),0.047,1.471,1.415,1.632,1.620,2.850,0.011s
XB* (↓),0.089,0.442,0.592,0.406,0.482,9536.597,0.005s
S (↑),0.708,0.349,0.332,0.379,0.346,-0.039,0.473s
DB (↓),0.368,1.198,1.292,1.137,1.245,89.229,0.002s
CH (↑),22175.993,2874.169,2424.644,3226.677,2817.633,0.934,0.001s
ED-S (↑),0.733,0.376,0.187,0.231,0.289,-0.362,195.794s
ED-DB (↓),0.552,1.315,1.027,1.078,2.815,33.964,17.454s
ED-CH (↑),6063.353,3506.756,2392.689,2443.237,6178.975*,68.191,17.827s
AD-S (↑),0.725,0.177,0.057,0.133,0.036,-0.040,1.584s
AD-DB (↓),0.574,1.574,3.240,1.626,1.790,10.201,1.601s
AD-CH (↑),2200.103,4401.471*,2910.981*,4428.373*,4099.297*,175.831,1.611s
AD-idea (↑),563245655.743,0.944,0.799,0.999,0.813,0.000,1.844s
