,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,,,,,,
GD43,,,,,,
GD53,,,,,,
PS,,,,,,
rCIP,,,,,,
WB,,,,,,
XB,,,,,,
SSE,-0.463338952221437,0.6728358887749277,0.649844534800287,,0.4999999999999999,0.6
RS,,,,,,
DH,0.6833788252960409,0.6128175549718007,0.9062425257115524,,0.4999999999999999,1.0
B,0.7076030494940048,0.5164992384602448,0.7593877062903613,,0.9999999999999998,0.6
BH,0.17722635925301797,0.7855570373142639,0.9378139201148051,,0.4999999999999999,1.0
D,-0.2753452363166345,-0.07768463489912857,-0.6763932073666589,,-0.4999999999999999,-0.6
H,,,,,,
DBCV,-0.23640373147337682,0.1406666966703066,0.4714183209758432,,0.9999999999999998,-1.0
I,-0.33364298211981563,-0.5579971149131513,-0.9751255680459222,,0.9999999999999998,-1.0
C,-0.38530509696681037,-0.6371546127043308,-0.9980865821573788,,-0.9999999999999998,-1.0
VIASCKDE,0.12182455730085287,-0.3070987822470042,-0.7261420712748148,,-0.9999999999999998,1.0
COP,0.034717697766082065,0.5962328061377974,-0.37072470700789284,,-0.4999999999999999,-0.28
Sym,-0.25716742716880836,0.5293016336981935,0.6144463047117915,,0.9999999999999998,1.0
CS,0.6764619657328713,0.6148214822903516,0.877302080841904,,0.9999999999999998,1.0
SF,-0.8328276946166888,0.034016074055299876,0.07773259985649367,,0.9999999999999998,-1.0
SD,0.5913945095623628,0.7637942918864632,0.9263334130590769,,0.4999999999999999,1.0
SDbw,0.6669705002471898,0.16627811952976404,0.9263334130590769,,0.4999999999999999,1.0
XB*,0.701110393902376,-0.38130567945216515,-0.4147333173881847,,-0.4999999999999999,1.0
S,0.34054200255493033,0.7903579355284945,0.9562305668500359,,0.9999999999999998,1.0
DB,0.78825112402903,0.460242413619126,0.6823726381248506,,-0.4999999999999999,1.0
CH,0.8953223576349041,0.6153994471434561,0.8103324563501555,,0.9999999999999998,1.0
AD-S,0.34714090589453317,0.36991313946244536,0.8792154986845253,,-0.4999999999999999,1.0
AD-DB,0.6802837365785155,0.890387544383674,-0.7392968189428367,,0.9999999999999998,1.0
AD-CH,0.016431542149334222,0.5002517937044468,0.7541258072231526,,0.4999999999999999,1.0
AD-idea,-0.6330194914772909,-0.721157540427931,-0.9062425257115524,,-0.4999999999999999,-1.0
