,ecoli,glass,ionosphere,sonar
cSIL,-0.003723279877193433,0.005089385464814635,0.01304579022832886,0.004158615426560094
GD43,0.02488459967678498,0.009550357715263044,0.08143048401033999,0.0004893484392302618
GD53,0.00875546076490107,0.02995759461225555,-0.20006572656917535,-0.09434891818693304
PS,0.0025376714731858998,0.0034410328130927313,-0.004323283602949821,0.0071665723727369745
rCIP,-0.0007439445813442294,-0.00013191451282437998,-3.0602367788939245e-12,1.9899000313274632e-26
WB,-0.041368511189342545,-0.0106378704407503,-0.0010520816580124588,-0.001266988522420918
XB,-0.09469091436651651,-0.006726774531333346,-0.021518179906748976,0.004574108044593486
SSE,-0.0019714594077326485,-0.0004211352967831425,-4.4267556819307407e-05,-3.167851267737864e-05
RS,0.10069638035684092,0.015722638720003658,0.04107861681337107,-0.009322651977202235
DH,0.10197083883235442,0.04449907497619617,-0.1506060882925746,-0.022494819226783588
B,0.11775524859092572,-0.11214104886429813,-0.08389548775669024,-0.02326930853482984
BH,-0.0046931814779971924,-0.0009608208756403503,-0.00016721223175609437,-7.771536474486113e-05
D,-0.43361873676120966,-0.004257824203167371,0.1315602515954776,-0.02046246780232737
H,0.0035164286409377784,-0.015230404086171628,-0.0001379701628159187,0.010085502648020486
DBCV,-0.15448111747881224,0.04410125460613433,0.01841309287961422,0.07222227282001191
I,-0.06447722526613825,0.010159272443402572,0.00791484031366436,-0.009116716265383722
C,0.02567936302093158,-0.09306413643605993,-0.3100509146554996,-0.20907305445143767
VIASCKDE,0.025324907177901965,0.24517550379335626,0.1099656363425031,-0.7060765771428882
COP,-0.18939215705734644,0.07071655634438906,-0.030833407697144728,-0.019844364716766247
Sym,-0.027809087648105264,0.020160907218674157,0.17945288918898283,0.03574008774897467
CS,0.0330357199947636,-0.005200814200837338,-0.037998121134341485,-0.004261931614946456
SF,0.19893499079458637,0.10368691810788801,0.44055834588556964,-0.009910684016202794
SD,-0.00011422633162065264,-5.647738868785742e-06,-0.00029022729827654517,-0.003104325982097444
SDbw,-0.30287452951605465,-0.04351648054147592,-0.17386064664092052,0.0004065620271417309
XB*,-0.023663412445282722,-0.002572399648631351,-0.0012757106154691038,0.01886096161325215
S,0.04439307049035786,0.03739927069214022,0.07161241340063827,0.0624951766982157
DB,0.009942488034796826,-0.0058593291353465655,-0.03702375021639195,-0.003854760597131159
CH,0.0009029080014519783,0.00017397133934027046,0.0005482348399235847,0.0006816423109864658
AD-S,-0.6109602375065333,0.016826823926285178,0.036329830027815486,0.02418692528530166
AD-DB,0.11847864204133132,-0.000741414647710329,-0.00036456603802332107,-0.000961215685317001
AD-CH,0.0007522048191317936,0.00012940365855720694,4.149605138220748e-05,-0.000349133228783622
AD-idea,-0.028608729991119353,-0.0014457546615404488,0.0002878329984077659,0.002462325456617216
