,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.48011062000524707,-0.3800667499415937,-0.028311717282823883,-0.4780535282130717,-0.3994696551174249,-0.24991042114853637
GD43,-0.5004405120212962,-0.30855318361729905,-0.5367319809681025,-0.36544828292784726,-0.189941541772992,0.07663911372509051
GD53,-0.63755818905138,-0.3218442787936981,-0.41452489689208766,0.038964718730676216,0.3811395541897838,0.01786369316597935
PS,-0.39067819335148524,-0.15968437220201454,-0.4504377440131526,0.1344569308467081,0.004195146166116843,0.4589723471053312
rCIP,0.25845386904352197,0.32893875531684114,0.32369203629673343,-0.0028938044581238117,0.027182069501345867,0.32999625242060543
WB,-0.7726420832487787,-0.5440879945740419,-0.17488322859588923,-0.13791911014984665,-0.700384596074156,-0.5714707509157384
XB,0.19144590423394942,0.07502805140118639,0.42887434263762375,0.2774697814039412,-0.1178782171094371,0.015771226103906657
SSE,-0.932298918401152,-0.6422435890513362,-0.730548062726729,-0.23780135853692727,-0.6393255656569958,-0.863410078712045
RS,-0.650430314859717,-0.21100558440460812,-0.5887347703290821,-0.053693132150265985,0.0709464232948499,-0.4507856884684983
DH,0.36239876756867984,0.29835853477055274,-0.14360738519530813,0.3129433037831235,0.5590830757480745,0.2408313166176044
B,-0.06770820672659934,0.23920650165883858,0.03228938079887584,0.31938960587020243,0.5119173591545421,-0.20367996455465326
BH,-0.8919338981979916,-0.6132909250216728,-0.5782519417955018,-0.12737554987070016,-0.08055802643017462,-0.6674451779564468
D,-0.7619058290352412,-0.5888904727553541,-0.2975469376594101,-0.30551351158306034,-0.5794934289751735,-0.6573476267543762
H,0.6063557072846795,0.7111093838970043,0.5849622768408647,0.0958303447609836,0.03491456862885089,0.44738072403704315
DBCV,-0.8326438622850935,-0.26009637219324305,-0.11696238731517208,-0.3114367318041922,-0.5917498955722684,-0.26692210074109496
I,-0.6789926189977178,-0.5843121754598478,-0.3616954386027345,-0.20117611141788866,-0.13653760027451284,-0.14751663705932488
C,0.40829737964806345,0.08367247078748057,-0.503161995739959,0.2258775217366371,0.05323099736804568,-0.7139545963273727
VIASCKDE,0.5855059366301947,-0.07142543622896988,0.17858885947378939,-0.4311314979604605,-0.044420789178270484,-0.07939030749485258
COP,-0.6580871030047802,0.004139305828621279,-0.2741245242432732,-0.3076898099865176,-0.5354569989889656,-0.07130144156222251
Sym,-0.2502176886036621,-0.28044988595209225,-0.42337096737310936,-0.16128956430303212,-0.02948460112243605,0.07961731529284054
CS,0.4722486609048488,0.4302483516644184,-0.051431181958664605,0.3910457169790517,0.47464453598772216,0.37208051978231677
SF,-0.8943191958465034,-0.4699661474476655,-0.3538471106173553,-0.08332003218655523,0.007548537814023849,-0.5516788534482177
SD,-0.42042375116953834,-0.4000691540544203,-0.1677469326554683,0.169105226519901,0.12724121716255393,-0.11921203519731437
SDbw,0.0448846762762803,-0.01461850934745972,0.49901378296542326,0.9999999999999999,0.31247929689663456,0.11370795830436375
XB*,0.2795023058648122,0.09299202832864183,0.5570487483026815,0.36033833405338234,-0.028870318553004082,0.17337383479153545
S,-0.5227997623991261,-0.3269956427120984,-0.22911070551158869,-0.27394366909912293,-0.27804664291229325,0.383094013772257
DB,0.5039793677796252,0.3330469067090766,0.19170111291399472,0.39803120428032734,0.4040916224908483,0.30145634300984775
CH,0.778700457745114,0.4658642432643246,0.18889289811730806,0.29583098678019243,0.7870942149102622,0.5318480746554466
AD-S,-0.8585333874803472,-0.4961595597312148,-0.1888367047626525,-0.37836209996181097,-0.6353852436092092,-0.7304198880030257
AD-DB,0.48269043496062675,0.5314656235040288,0.3089893699334132,0.419627606386351,0.516342984124561,0.7221694978208326
AD-CH,0.2663807631302584,0.21220387036295257,-0.2395769081599311,0.07663500690815515,0.7997868852608774,-0.1125863509561443
AD-idea,-0.018669935952307353,-0.3470013702718299,0.40134143966676095,-0.08952209870480379,-0.006765751329650927,0.22183927804408735
