Metric,Correlation,P-value
cSIL,-0.2606753718400751,0.1890963264254561
GD43,0.08331655510556152,0.6794896080199939
GD53,0.0777861003930185,0.6997573940963759
PS,0.0709729001504374,0.7250035386421
rCIP,0.11001630553057722,0.5848775706993852
WB,0.13471380500125957,0.5028993799427348
XB,0.19367221215236283,0.3330756794650938
SSE,0.35671278506142945,0.06778344839584961
RS,-0.025911543062315467,0.8979190455840398
DH,0.06994347912072163,0.7288433090171802
B,0.13470411140873187,0.5029303962424246
BH,0.3125820317666832,0.11241273422636211
D,0.13519961758306687,0.50134615604003
H,0.122737178617589,0.5419305865383627
DBCV,0.5053288603474486,0.00717367504533312
I,0.13117420634511331,0.5142876640245592
C,0.40544090791070736,0.03589538311663575
CDbw,0.1837414785159411,0.3589247342428912
VIASCKDE,0.08426523909963428,0.6823432266483964
COP,0.22946979245220528,0.24957413511756565
Sym,0.1772534136010667,0.37643347198848764
CS,0.13735510961229022,0.49448356589283377
SF,0.2039862296277003,0.3074581214265524
SD,0.1483195761881699,0.4603190557734588
SDbw,0.2772400893784102,0.1615025164415883
XB*,0.19392158014229516,0.33244148790821515
S,-0.24885846356654429,0.2106705517668013
DB,0.18032384467241647,0.36808683269710707
CH,0.08505167066130369,0.673174590669971
AD-S,0.5571928834293152,0.002534977428193292
AD-DB,-0.6804747200884733,9.396070920782857e-05
AD-CH,0.267173501585093,0.17790793023838436
AD-idea,0.2773097411307815,0.16139287828850846
