,AgglomerativeClustering,DBSCAN,HDBSCAN,KMeans,MeanShift,SpectralClustering
cSIL,0.2883353183759914,-0.037919166187112684,0.020355716872796505,0.6173231274242338,0.35163490809394643,0.44177760533254257
GD43,0.46963121137584224,-0.07909367278516306,0.07431131381566679,0.5229393879675365,0.31417155030926064,0.3498992301185562
GD53,0.023598155167528386,0.29666396656924543,-0.09941290094979095,-0.5385474300408646,0.0394870943674344,-0.10221808289983002
PS,0.020311842704790462,0.49290023683344686,0.5340222152332598,-0.37032071421460594,0.055507372228931276,-0.05023832582443437
rCIP,-0.015210420405756929,0.355486212921082,0.10252325293839411,-0.2987963538352178,0.15727493019800692,-0.04764597854269889
WB,0.6823707482318581,-0.07841123278360013,0.16457052569514363,0.7795122402877495,0.40010357899118426,0.6405847225908498
XB,0.3275449046215897,0.01446103656927109,0.04286483047243145,-0.016969906850608632,0.24868827958403966,0.21940759986505973
SSE,0.3531383844370067,-0.12733136279967575,0.34555292379413965,0.3126072012883925,0.11724049174309871,0.335101483203446
RS,0.5631116945445762,-0.09589562510727864,0.03707065265181585,0.7262832632377627,0.4596655055110917,0.592310024703851
DH,0.2740497675388774,-0.19350956442434147,-0.029987276528513393,0.7400212762910379,0.05286701204954268,0.47316724527853216
B,0.549103480770937,-0.16611372490001142,0.009951780188157183,0.7775124702929679,0.21653244161196025,0.6368647037764179
BH,0.41359674580259687,-0.19727800979692403,0.30075811938971114,0.5387839629276945,0.07771626027290411,0.4517533976970807
D,0.04361013985400418,0.15648295697729547,0.07760609908599644,-0.3292000326717807,0.1919194545377797,0.009790682993593588
H,-0.08983689614771205,0.13115100487595763,-0.08972473021650196,-0.2526414058005954,0.22603299952854747,0.006256484393748156
DBCV,0.3909489474648016,0.41460552960735575,0.5760240216268657,0.6330595595837011,0.4018110341099846,0.6122199382497058
I,0.5093265729781646,0.05007940263398782,0.13912704648593227,0.36986030687939575,0.4231698758185292,0.42378690944742475
C,0.662830417076184,-0.024920841428073773,0.13880749492817143,0.8196218429011856,0.3956455663666239,0.6684236070676152
CDbw,0.34648511044116714,-0.21910402593371317,0.06994236459682415,0.619202762111,0.10695147642952106,0.2815199925907312
VIASCKDE,0.43080655290616104,0.3840277303825197,0.07040042614028584,0.5214009959397942,0.14522562934208838,0.45890090619584817
COP,0.42631521890090357,0.07646366811998594,0.17990029032766053,0.5800252215019569,0.1358277138551883,0.4915712093785739
Sym,0.23442634354255756,-0.05245749144406205,0.22697219064237517,0.13493378388342883,0.283515355924962,0.23577663961161674
CS,0.17751752342424273,-0.08225467177499993,-0.045718281288129055,0.5608608486997549,0.2912558472617415,0.45417760327884943
SF,-0.05419861171133786,0.06886556057997677,0.04150198369529474,-0.020894102863191058,0.3092287898572605,0.1283868733477437
SD,0.02757787116914398,-0.05961801012843557,0.3513572974759308,-0.2179837771002504,0.036859861015559284,0.018425962370868354
SDbw,0.49780675091860926,-0.020961189559033037,0.043373490157802654,0.7741832359144623,0.2787208110157547,0.6542106811647471
XB*,0.20512796491541258,0.048830895671656147,0.021789254460098578,-0.27750777969740725,0.24418032556065272,0.09699094619492225
S,0.5661133564559748,0.06610886874831863,0.18997961601965146,0.6980634508284416,0.5035034030016714,0.6101431666050873
DB,0.31213232179079087,-0.03464099368105994,-0.03213611070768098,0.6635658517839035,0.35479864177843445,0.44734282740881415
CH,0.6133204257137047,-0.05565613148003047,-0.07613420870673573,0.7407842419556617,0.2121293135456281,0.6321725242120889
AD-S,0.49934747620769926,0.5915140980737031,0.6061888021285131,0.661502870426482,0.565022540321278,0.7104443955058218
AD-DB,0.2756983998304598,0.5627376976997689,0.5335707886811413,0.49520348637778194,0.4369306280010498,0.5133988853079398
AD-CH,0.6412405664259834,0.4811079449680827,0.16292260110512202,0.5102981660930492,0.3307737974435006,0.4839689098507117
AD-idea,0.6141713509201269,0.06437323894916659,0.37093901916145783,0.7960647855346442,0.38076912195500634,0.696118269125684
