,data1,data2,data3,data4,data5,data6,data7,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,trajectories,aggregation,compound,jain,pathbased,spiral,r15,flame,d31,unbalance,s1,s2,s3,s4,a1,a2,a3,lsun,target,twodiamonds,wingnut
B,0.5118765129001962,0.5406769381614106,0.5898642379716359,-0.26111000048495514,0.2602159859717741,-0.6814691569734567,-0.8384049134851617,0.5489474640382468,-0.6551290313667807,-0.5118453651280541,-0.5604478967013014,-0.6399459453368006,-0.5844530030210252,-0.2970792413271638,-0.5032956964738257,-0.050520493349185645,-0.12447387810064453,0.3060458898079095,-0.6354638757036564,-0.17270193233720613,0.2735289905323869,0.048213220009366835,0.7533854127773638,0.624928839211745,-0.05549023436312222,-0.426928689852095,-0.5254337188411108,-0.14582635674731048,-0.618822298016754,0.6889653393244827,-0.44881409447726084,0.9150257321406692,0.4653007807384446,0.8351279578962539,0.8774871140017196,0.8769062237652187,0.8501587106986919,0.877238178233887,0.9133211752697549,0.904763088928408,-0.26355752503015767,-0.49134453212415813,-0.09674491100205579,-0.3121855900248732
BH,0.20250307732205172,0.7530385652731616,0.27604719250712473,0.2361816500541162,0.462224318509548,-0.8194622586673371,-0.7843091455946641,0.42441683690767834,-0.5963155421397212,-0.11441744404141417,-0.4809240391405225,-0.5973713976427935,0.07943668255625388,-0.4747120104060268,-0.0005023186834770731,0.583006983216229,0.3098636257838495,0.31461524530887924,-0.02641459000784261,0.2146725334719904,0.07605881325064057,0.472324857019703,0.5978827364730873,0.5809852009818199,-0.10532885920236609,-0.3194135312138526,-0.44602992652629153,0.4575248193972871,-0.1412185020265388,0.7651908528199974,-0.3636736047939212,0.8519822063122515,0.8336160390241523,0.6918028023901378,0.6687184130466606,0.6751256049226041,0.7005432138401065,0.8429908291887795,0.8438099447417106,0.8387889484364617,0.01648675523155166,-0.3979712214115276,-0.5061117543617208,-0.025410424666290038
D,0.7839743130691609,-0.19121357582251783,0.6987800906775439,-0.4194594041593312,-0.2618563415059849,-0.6769073181304411,0.41321410726154156,0.5766257065530656,-0.7315239781077154,-0.35887620662370523,-0.39076249548679765,0.051517958940438334,-0.09142635502617978,-0.2799913111373196,-0.29941190446009064,-0.13341625997752274,-0.37570445070599773,0.3747650066447206,-0.4677513773705501,0.07034239370526599,0.30198698241703725,-0.3132009369991889,0.2901991654617752,0.25617005284683636,0.20506261776763923,-0.07575362671594879,-0.15670882803878947,-0.16649754398563238,-0.6195582497702239,-0.16820508730367753,-0.0077527124113362465,-0.036716453267496486,-0.2198443487906756,0.2595946547203813,-0.05521463246825614,0.0861735549287394,0.01111478706645255,0.1426993113859107,0.016930672975087702,-0.0909945941969105,-0.31001007485140397,0.29422011294836903,-0.005312029002448981,-0.22096319161482716
H,0.8154941233519977,-0.02555715869359782,0.7063303236515109,-0.0011709351548791769,0.19150618098843772,0.5758520421195276,-0.807302286083736,-0.28989640201490074,-0.7306278241763206,0.3894321481241477,0.6530046705976144,-0.8957593025805566,-0.70819136589388,-0.315180691811146,-0.5352431958032967,-0.6682984861553103,-0.4773001232946068,0.3893406381398916,-0.5138880622448946,0.28648015052218523,0.3713702285056055,-0.41759782317234473,-0.41047512711472556,0.6664922339095468,0.48305216515990823,0.38790474565632965,0.5720526181786487,0.06382480588297562,-0.80993161168566,-0.29946056823801237,0.36973355616261466,-0.20171865197534683,-0.1547955535950791,0.47541815349262573,-0.14231646127446604,0.1101425040095708,-0.01773023643103943,0.10873708898914902,0.1818076020272859,0.1134965677645837,-0.28393561129978084,-0.1402755134581622,0.6804894023946135,0.07856750006920633
DBCV,0.8485507916041635,0.2617109937898157,0.7782819047677455,0.48445963592076974,-0.18911684928583541,0.7443005814736771,0.7813262172028969,-0.5222166464474371,0.9062596658794756,0.24905700564520916,0.025102195515555575,0.9589284606887781,0.4328142953719002,0.8756712395458011,0.8378781300305793,0.5189368220378311,0.7998604475640972,-0.09107858148531302,0.5988647576656078,0.6998530814507669,0.7724028043457698,-0.43286879937578376,-0.4705797245635681,0.5410542335605429,0.27169996084290177,0.7630496618268945,0.22801528240017593,0.36312599789690453,0.8508955264189975,0.027329059841127448,-0.002651731638602462,-0.044105895636039005,0.18985940336629742,0.19363863729800435,0.08897690786284658,-0.262789076138061,-0.3282743184138698,0.0006503787834027556,0.296452901361054,0.25857110916651765,0.5376393075646739,0.70203097476536,0.23888870929871808,0.276177367649258
I,0.8798301224178892,0.857213615425908,0.900013255752827,-0.02565228968119194,0.7385739538898877,-0.4089170167038321,-0.8867353265827852,0.28379934901243703,-0.6493628878496356,0.5730735933120621,-0.09876082057321169,-0.6922202105829953,-0.6603961523012354,-0.46635662168946707,-0.20428484947563524,0.3767053095912034,0.15037949902003148,0.6818619392256587,-0.5245857493611495,-0.23333130550182313,0.7555091626490668,0.48040804670483667,0.5367053463965499,0.8441395544662146,0.3962668129449701,0.23331105808672908,-0.3963300945058298,0.3575114391369412,-0.5443923590692716,0.7122907632064173,-0.20964069222029585,0.6256958180895199,0.6609324949547654,0.7320109354655565,0.6663514618335211,0.5872694209488458,0.4544607623339397,0.5197609487981301,0.5617648957247304,0.4852900644891449,-0.1918908346381795,-0.4836515537687558,0.43094688453751095,-0.18274022064443798
C,0.9108442086052109,0.8372417333470664,0.829514880833309,-0.04733780060281161,0.8154101674806689,-0.6517346932425961,-0.8373567822492047,0.7434637614826561,-0.6536054817613347,0.0741087158696465,-0.10937314637344898,-0.48938478949940956,-0.25542353514765587,-0.3505844119971073,-0.5368155513545803,0.05638789000712483,-0.3825008547106524,0.9824115729295997,-0.5639949840501124,0.3872999997964461,0.9412630108127699,-0.2737779484089799,0.8121383571529107,0.8605348454378501,0.3751602669032396,0.548689757155891,-0.2622831655057271,0.2641911460131383,-0.6286765630161092,0.5040004470427739,-0.10745058582732486,0.973194155128048,0.6772273736670703,0.971980326926575,0.9799087923492675,0.9590248207984168,0.937981827897869,0.922397615820828,0.9470008347272806,0.9403164400139974,0.10793470404012243,-0.2976623380607987,0.33269670804148604,-0.17556238066066504
CDbw,0.36247899065144695,0.43747154759187723,-0.08920356114332671,0.001913020284428745,0.3576070774632293,0.06703851543267374,0.40185329335447195,0.05810645881569811,0.2674272706804336,0.1131797871374973,-0.17332502938102434,0.013865343883003227,0.6022654775684397,0.6133835864677496,0.6456995565011264,0.6956436113636144,0.34705022431621263,0.02049237271746132,0.15938254765304563,0.2514361882644357,0.1644761191024068,0.5313895925423494,0.3909725206213477,0.38949469495592987,-0.1478781612690975,-0.16097574089939995,-0.09408350917979669,0.33569224772939,0.41565467283471474,-0.14022164839979495,-0.2906358079487909,0.4908314041989729,0.17787955441858574,0.35669157581210037,0.472745672952585,0.2677962275422047,0.21840066209353345,0.40741945543438535,0.39842562032224726,0.47437405899418755,0.06103334200235634,-0.5452800898753197,0.13082520023184024,-0.1255609592852858
VIASCKDE,0.18103469426774843,-0.20992956265897517,-0.04002151809779682,-0.09868870301323371,0.8924807561092175,0.9097782731550691,0.8153919580308017,0.5328461937406802,0.9076672340583953,0.49448520392222706,-0.2660374222294494,0.9759554332729237,0.8126851120194194,0.8973970925390863,0.8219102388598204,0.4864659383372154,0.6451362990309104,0.4978809512567256,-0.0002904843236118874,0.23820007343398167,0.8682346028440048,0.28539536204317273,0.8715129428471239,0.2564992951026946,0.4992132631113124,0.46956509015011655,0.6422279303192239,0.36544522630628873,0.21003682263272513,-0.4128182864138455,0.17015666028750717,-0.05492784466125886,-0.25563441431780826,0.6384806259195107,0.7471089187818043,0.7106632509473393,0.6171222025507425,-0.13602499829367168,-0.20075632774517427,0.14731086213266958,-0.17385755639839623,0.16867572208957524,0.658588152771444,0.09225286072265014
COP,0.8613160544958482,0.8680393718672628,0.9026954526665554,0.05295203030507907,0.4388287363199582,-0.8184992629846438,-0.8492624670936338,0.6418983794871946,0.014116576566169138,0.26827181813425005,-0.43343955402534534,-0.8090060375470929,-0.6244028352648634,-0.808827010220913,0.1743205234241345,0.44486132450442606,0.4200964220078913,0.30805527639826835,-0.5072542632724018,0.2829709113281104,0.4209484024364132,0.381370242704801,0.8672496019872233,0.6748857479149193,-0.01680817065513315,-0.38666397083009785,-0.3512934972612769,0.10908559103665479,-0.6570579149236264,0.9342466450682172,-0.19643854990332357,0.9759266633990933,0.8240945923479827,0.9289207914747574,0.9558740086603068,0.9757924549118793,0.9737103949526568,0.9625533717304239,0.9751115613557373,0.9640062029841892,0.7153812953094685,0.1270754917062149,-0.2131302655915679,0.06694759882689957
Sym,0.9528431129527287,0.6915015129761284,0.9268404703181462,0.06308445759427345,0.8501052720567452,-0.6823130706096012,-0.8256541914581954,0.5294355974089261,0.14977505182472228,0.24934307587930757,-0.6136822354484011,-0.666071568874639,-0.5747171804198432,0.5291865701891919,0.4240154225469869,-0.05288557110265229,0.531312916953395,0.5082028879738785,-0.7646822188787229,-0.1971200287327661,0.7536984071821462,0.2849918292428593,0.8249044804333778,0.840611606662204,0.3340030714103484,0.2108199077199001,-0.4198364175890041,-0.1575586027065581,-0.8239297104798802,0.8150928201946545,-0.23184635770304954,0.8829717121501217,0.7974837714865566,0.8766766675942596,0.8785178454659635,0.8703393167069808,0.6135297742285049,0.850244921705018,0.8782639422976991,0.8169425166533816,0.3667952051995361,-0.4174434306622998,0.7495030915351262,-0.37056086643055597
CS,0.8793105761586572,0.24148011013533122,0.8516836401992407,-0.3207680118580648,0.23895550632102328,-0.49660166119956667,-0.853761348254132,0.231102804900204,-0.6575204143410613,-0.26229073543908216,-0.5084014929890043,-0.6784256938834815,-0.6259347272995112,-0.0782940525537237,-0.41200547379506136,-0.23142339599157888,0.10360411078744655,0.4793047008949493,-0.573107808072129,0.10078065901173397,0.4603305095117401,-0.4020292820163292,0.4475856432413138,0.8085818803084296,0.4608356497878805,0.10559669282421541,-0.3782740771980751,-0.005715071421759851,-0.7251750336190756,-0.07502424001148535,-0.3384033041308534,0.06749107252262503,-0.026218824528942107,0.6878233799622412,0.3870132711445964,0.3790267361649769,0.24468525051660495,0.5402384499036278,0.6350644534177324,0.6274118319878106,-0.2926422048907132,-0.4937373445789281,-0.5415592604146675,-0.18291592449975294
SF,0.9476310158750282,0.44728935320654156,0.9378298449507344,-0.2945592264824636,0.15400917589927204,0.6415364681988053,-0.6027848071078601,0.09532413031147428,-0.5605120931482975,0.1345213143440008,0.0434911368072926,0.008152966245415125,-0.7756536148712367,0.39730328078478494,-0.20742937163598965,-0.6656044584960982,-0.08530794351242102,0.31052912661980103,-0.5705278753783959,-0.02442398199859638,0.5429061053676598,-0.2886476107458639,-0.03251636000219086,0.570985219505413,0.36116094547062666,0.07381004276935473,-0.044052354929018954,-0.28531914385061224,-0.6457889487362727,-0.32653634452001246,0.077531177879347,-0.3022957620739755,0.27745397497651786,0.645911993542305,0.2474163609222185,-0.3409461126739582,-0.40086857325305497,-0.217569657586871,-0.28101121247693017,-0.2331939409336468,-0.4046692286205123,-0.415385213280539,0.466830104047172,-0.22368043739013665
SD,0.3182001535367207,0.7211164537411666,0.4298408324332941,-0.1543457065685216,0.5500892717179067,-0.7534378509207843,-0.8274071615016592,0.3430668196515807,-0.6136410798368138,-0.4613666555580421,-0.702486193624372,-0.6714989744746368,-0.5180112262980613,-0.2797882657656421,-0.12362978996045952,0.16878173711479125,0.15551076073313186,0.4354701469133346,-0.08093733657054468,0.21119544723145584,0.2802593157232764,0.1286019712430299,0.7145287518582184,0.5842198925267529,0.02935249035058025,-0.46501587666558575,-0.32224920318163386,-0.11173010216062867,-0.5182883830776855,0.7874622016612586,-0.429227351180504,0.9503266844049224,0.5825045130734945,0.8405851384095993,0.8562481523099716,0.7673913883551313,0.6578080250470851,0.8988291002114505,0.9149676556853901,0.9162459962072604,-0.12409381967614663,-0.6305531875825041,-0.5603336429091271,-0.27147760271981836
SDbw,0.9506323690577234,0.7943204349002294,0.8256101837096692,-0.2391787892453792,0.3835832268257292,-0.762499692354578,-0.3965382905020864,0.36310261397739935,-0.7063689821983987,0.031120309713871735,-0.6241475998769381,-0.49407186730633695,-0.546592735246439,-0.4573441572174682,-0.24205066268027253,0.22479893690474934,0.07039356209643159,0.6441224448513374,-0.08416288496822764,0.275618211835279,0.7485458617102219,0.0302135020411556,0.6388499957684363,0.6773582351264749,0.16616991995580818,-0.2808397882902052,-0.35843037824769614,-0.016569592015409723,-0.5608089826334725,0.728583990352243,-0.37525000941929887,0.9184156465818891,0.4910034604712389,0.9160580913862916,0.8836314171590797,0.7638981250495792,0.7043339732735792,0.9029983051190538,0.9142465653914265,0.9194785923555585,-0.015226872394521525,-0.6574156253355057,-0.47445650227114466,-0.21824876345222946
XB*,0.8311083308057481,0.19508149009255044,0.7145449877697037,-0.2863013850123971,0.05481129044165729,0.3025219204127307,-0.9270070695296764,0.6883655120893727,-0.8314382635099048,-0.10618493761263736,0.04305699586401694,-0.7337905435688064,-0.6807197117348369,-0.49690181993199617,-0.5839465196596311,-0.389641248251687,-0.5583308516427501,0.47878295658961645,-0.7002416830771383,-0.04668684864645817,0.4434596451243185,-0.34517511184450916,0.49392711101956677,0.6873011042929398,0.23235089003261544,-0.10146067614388884,-0.18235595739206495,-0.13328419843648937,-0.8625723661935984,-0.0038238726946086105,0.18050136142035594,0.21453540647182442,-0.1633352560774797,0.6043359766073685,0.6442530531635422,0.7891933898985454,0.6378505038603074,0.41166515469800363,0.4224239289572803,0.5306734867339302,-0.2099425448286952,-0.553366061862446,0.5775155363072996,-0.13865552156287758
S,0.9100622680257349,0.6806434589405216,0.7687030325895284,0.14339934990088501,0.5606108330011854,-0.21711739147081308,-0.8041629973910301,0.7744506066794122,-0.6676079619317377,0.4344933132459956,0.22934086553011193,-0.38834060108829377,-0.34161738664009905,-0.255692412040518,-0.5241768606854148,-0.011124161460235397,-0.359679852891473,0.8293657949857512,-0.6583854322000348,0.014669226017899628,0.7215971217553757,-0.11473192222851518,0.724370890115027,0.919109631669056,0.3831120052857507,0.5676279793383346,-0.01861561074664056,0.10667123024717506,-0.8176376454563989,0.7744029172213684,0.28127087834033543,0.9296674514677824,0.7136360382481212,0.9542261118416568,0.9391802716895358,0.9491106146590508,0.9369432708615183,0.8610594049716748,0.9165158942795474,0.9140530031646689,-0.041542181935927354,-0.15674041263806832,0.7658558576661946,-0.08689808676261802
DB,0.860403370427056,0.18379048467156023,0.7752089438135078,-0.2790027605818226,0.10401068680817138,-0.5128957772593495,-0.8876507405740433,0.5011753222654841,-0.6221409285838059,-0.24609384682757157,-0.2814009886008272,-0.6837683568810066,-0.617159011771456,-0.535674661612176,-0.48888605494898096,-0.21462743081030297,-0.4312693198721031,0.4337192876038433,-0.6337489395780129,0.13916313014036688,0.42804660681345125,-0.38084835412099494,0.5044451725236656,0.8885361403200043,0.6005892982786372,-0.10866661312181022,-0.4568973892964341,-0.021786168654855078,-0.7914961290035125,0.15486942147086216,-0.2152572476861691,0.7054466364416125,0.3963192058240001,0.7854595064396541,0.7734021038836125,0.6169183992239966,0.568639193709299,0.7795685268706574,0.8909097870953132,0.8519391017446297,0.06550367081693365,-0.6295305870918065,0.0681465388889129,-0.20365207379660444
CH,0.9543341730336198,0.8876538472728996,0.9500285913954999,-0.12439010675426998,0.821873666344426,-0.32545675780971445,-0.8967583141019214,0.7567610168193373,-0.6489453570967603,0.16227306487166132,0.08501079390699082,-0.6506731103184697,-0.27644937928205177,-0.4149114032354045,-0.5254411627251826,0.016196821227195526,-0.38550247860903863,0.8568493632031216,-0.5988423002801542,-0.1006589195051862,0.8222444865118449,0.21431658862188874,0.8797256012778962,0.8128866081162172,0.08450847404620938,-0.2327820467565309,-0.27171553845796204,-0.12970006286011812,-0.7549743729901697,0.8293259690623748,-0.03706268376430719,0.951058825073958,0.7638341774267776,0.9448958262982403,0.9699122659270218,0.9661349750974346,0.9546741516273427,0.8662867190183131,0.9248237828352504,0.9013530549745842,-0.027293502014109777,-0.360609009429025,0.41762882612300883,-0.1891676542371232
AD-S,0.873321820950037,0.33919824739800086,0.7921291788437438,0.5617627367797319,0.050288953562352155,0.6965540390879839,0.8585043826752726,-0.175266764668773,0.9233657295787063,0.6059400886670937,-0.20270751251423322,0.9358759157589952,0.3140797494407398,0.9310463926131974,0.7070711060683867,0.3843392886060958,0.7612177896989832,0.6379047426716697,0.6180676272588769,0.7659806221195707,0.7984467346904974,-0.6254243350580861,0.2024048375257646,0.8764808641512697,0.528139415836904,0.7784254729205461,0.7775026941379396,0.34951065619280086,0.6689146150497294,0.0745518728237811,0.16751281157316086,0.1739801232341975,0.7622844440249262,0.9590839795235677,0.8730773556332007,0.5325376534743462,0.48626792328230345,0.04158761347744152,0.6352550294233162,0.8897498419457762,0.8377064673697838,0.6592269565625365,0.6836228580514898,0.581751758336187
AD-DB,0.8186668981918281,0.06470652527536425,0.7513070771595791,0.13881343719723882,-0.04096228442199607,0.8082370833923422,0.8765844152327931,-0.06196777030654581,0.927716367769765,-0.0012030355716262345,-0.3855543226066781,0.6863383602400743,-0.5956501550222724,0.66773869312225,0.38014467474478947,0.07415946253329198,0.626756421078507,0.1586626461538939,0.42472184347925335,0.40019898526111336,0.5032248824472098,-0.08302349543561548,0.3861199551859099,0.6963582030022646,0.3245706870793011,0.6122978544084148,0.13284519481154422,-0.08223044750933722,0.1827827031749804,-0.3155922328455921,0.029335146084039247,-0.060765049801319866,0.043310639712143675,0.7421202048202288,0.46473067794549483,-0.0062484633663743416,0.2611138557289926,0.2170596930131658,0.43056939778201037,0.6364687886034279,0.23315769838692094,0.06527476626768357,0.1070776842821098,0.3003126082326467
AD-CH,0.9773422301255116,0.7189577330194729,0.9554183976607205,0.3124482406874986,0.34405360117209977,0.8028378814502343,0.8444115672842639,0.13034995484083664,0.8890277061704046,0.732852314340869,0.6208262100605214,0.9613563330020132,0.6968761238948254,0.901314533741163,0.3384659405837086,-0.3500989776303805,0.7933833688683999,0.3751118047384264,-0.07948040348889972,0.43558249681344224,0.5541490353891491,0.059958594738410705,-0.035008011594506935,0.9145974195267722,0.6468497747650184,0.24459456488777045,0.5487431376425205,0.06374646796856846,0.3478983263226517,0.6243401952284238,0.689005733762603,-0.09552597720867541,0.7472522867869095,0.6807467360615044,0.02111398921166321,0.18727726163067143,0.06320013679841405,0.025898919561881645,-0.050488419389741065,-0.07423574598256946,0.4629568358493868,0.928052686919995,0.9033443737842284,0.2374061539445647
AD-idea,0.8959099027256748,0.5616621879915245,0.8754950049503143,0.7658933183502221,0.7077651583807163,0.6285516799252906,0.8772937535172489,-0.06407908681416663,0.7799547001897077,0.5801643893970498,-0.11937034569803483,0.8631209084182822,0.6280256377703591,0.6978670486158163,0.6566440892820828,0.752941911624107,0.7053268677619134,0.7663134297942195,0.5875355985601115,0.6508681807120739,0.9082162220029555,0.28120058751045207,0.543486115876456,0.8536059679975967,0.4436825966502544,0.762515416897538,0.4291667641604574,0.5921779934337124,0.7061077308547882,0.8379741333538786,0.0301880285410381,0.8033289862936964,0.9286521147954487,0.8636286137329762,0.7455057871586166,0.6135923819935383,0.6215714249961716,0.7647641291240457,0.8305501432602064,0.878787980620379,0.6340085721178607,-0.04854077078608355,0.08709855256570768,0.5634035533384438
