Metric,Correlation,P-value
cSIL,0.29504195781291204,0.1351682729956134
GD43,0.09907693955409222,0.6229519309142769
GD53,0.3058687186519612,0.12076039075452824
PS,0.21368087912582465,0.2845286592619979
rCIP,-0.2356602966695489,0.23667415447663268
WB,-0.3380279056735037,0.08461553125515368
XB,0.14418556740529745,0.4730525516586923
SSE,0.09348898659219916,0.6427806439333575
RS,0.15114633548714648,0.4517169040568011
DH,-0.15006809516174482,0.45498800306919956
B,-0.3380858618207608,0.08455883385758159
BH,0.10351356445924803,0.6073885570917029
D,0.13371239684405975,0.5061085618609772
H,-0.25337226423958387,0.20224097842620695
DBCV,0.17876583707964494,0.37230850528241854
I,0.23712322642729375,0.2336915262713272
C,-0.05257735230800772,0.7945147954552032
CDbw,-0.03912460949043574,0.8463704553972119
VIASCKDE,-0.28970167736395236,0.14271675697915714
COP,-0.06444941643336347,0.7494423943025108
Sym,-0.14230814767450883,0.47889479473863544
CS,-0.34883105596671027,0.07453635257644975
SF,0.09079408272451919,0.6524306008611316
SD,-0.28673672406622985,0.14703646262555128
SDbw,0.09491925200227634,0.6376818893075575
XB*,0.14487174859043458,0.47092648661721087
S,0.19275142602586465,0.3354237618237103
DB,-0.013894377912748146,0.945161437054991
CH,0.25768710120658017,0.1944014162508692
AD-S,0.34134132072424256,0.0814201406904
AD-DB,-0.33856972285561304,0.08408660654556742
AD-CH,0.15604709686796853,0.43700776259326113
AD-idea,0.2750952619289372,0.1649045442902001
