,data1,data2,data3,data4,data5,data6,data7,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,trajectories,aggregation,compound,jain,pathbased,spiral,r15,flame,d31,unbalance,s1,s2,s3,s4,a1,a2,a3,lsun,target,twodiamonds,wingnut
cSIL,0.846823843381329,0.6073261909589519,0.7729074690434714,-0.30968911294850826,0.5460664016814386,-0.4852728509221848,-0.7291644185507077,0.4977489338065277,-0.7833145442529499,0.5703054179417372,0.15922460484261453,-0.7574059209389334,-0.7005567272970995,-0.06801180030439467,0.006758736754723378,0.3284687494752483,-0.2103697061890786,0.7029457229776526,-0.4021005890495567,0.2793523424222214,0.6006339070254005,-0.15872338970184402,0.2583954139081581,0.8643228045630998,0.5292150466703769,-0.21640406986620653,0.13780885713063976,0.47424873244662,-0.33609416402883047,0.001293356948371908,-0.09897607662525301,0.7448656728681657,0.6235744780450952,0.7942095121967392,0.6151951547091167,0.5181743033274981,0.3468231882725441,0.727290614013122,0.8319453119008653,0.8006600169289263,0.2100334738030586,-0.2041747404621726,0.030348633727027754,0.2750969858167881
GD43,0.936791147143362,0.802682879250817,0.941206726627844,-0.15328071236618337,0.7787218304240613,-0.2295380614387377,-0.7400377610511921,0.7572287036896573,-0.6586841742153723,0.4451577329499908,0.0005637162825438176,-0.6825149111874298,-0.5330664043083904,-0.23814523602288362,-0.03549392953017496,0.48455489028874954,-0.20278700309906925,0.8967220782540035,-0.5173704038228129,0.25827149462628024,0.7791007750526789,-0.06490139476164479,0.5707178631305228,0.7472855711345829,0.49208789847359347,-0.01615353701621268,-0.007986910689908843,0.4072905112154403,-0.22760627313820392,0.6875228978226057,-0.1934860782203896,0.7792347052938263,0.5485985062490587,0.8196280148788928,0.7553031900319814,0.8113684427759794,0.6752415374459889,0.7056791399494917,0.6595759470948543,0.6835544201601209,0.2607529297848829,-0.3175939729612987,0.04596773152675419,0.25535367851772095
GD53,0.7927290946635941,0.43709802257254027,0.7262404657141713,0.18830322416761688,-0.702795368118652,0.8257611054540173,-0.6526157160284706,0.2443131790228982,-0.05242792508379758,0.24549059093606648,0.44202253203516284,-0.3956140820042455,-0.1066989388860721,-0.5573202121451425,-0.7141431046818111,-0.4418136450395763,-0.5309815269324244,0.5447969014397013,-0.49150153829427934,-0.3933385269398868,-0.14452682352298993,-0.36936933408486294,-0.5099906224456642,-0.41437967089538447,-0.17335821603814752,-0.2788773009753361,0.20578426716613757,-0.36208329854257426,-0.06626011765005077,0.6232461076537865,0.06301170454965951,0.13831774284926932,-0.07317854211866744,0.24627161735674252,0.009195920998676986,-0.10622265075713132,-0.17652149890799698,0.07238120402952362,-0.011857544560673618,-0.02721544702013551,-0.5007028981616986,0.052196744881739934,0.5792813769745144,0.34576786993412856
PS,0.7600886032243066,0.421568882066781,0.6595320618370972,0.40610515455338875,0.4294402162459008,0.08699984886315403,-0.17899553750427807,0.2773520043009432,-0.32502539690433685,0.7132629973151027,0.3930676753873645,0.5176046812139377,0.5422180611198091,-0.4874976920388654,-0.44560415489001814,-0.28427876641534566,-0.42694355493350516,0.6229342603511944,-0.5351369427854407,-0.28374665849895137,0.18178014528033143,-0.008543072539282093,0.1541799172524834,0.6692804765809158,-0.41107600694610436,-0.5044105473408772,-0.04298854750498692,-0.09508380967104596,0.07434242214206802,0.6969081641196753,0.11580869846767072,0.08684075655367714,-0.2451067751489596,0.44100836425409984,0.2996979086379931,0.1340808510977202,0.11716308149263505,-0.10255026784392138,-0.0792680305214841,-0.10207622927496893,0.10126061432787882,0.10085668393534233,0.21710288530178995,-0.2774935173968616
rCIP,0.18740094218480288,0.23370157314791476,-0.05989333151689143,0.13825545674655296,-0.2812589457734921,0.4082536381260904,-0.6136617186983215,-0.4703042887700021,0.510041574414674,0.5992717407482344,0.575575821277669,-0.40523831808680466,-0.4533542477349506,-0.566495739654879,-0.38554961366643564,-0.34778134896699825,-0.6134768209305128,-0.10357963798215655,-0.4820476852337278,0.11315396905247607,0.6009230206577024,-0.2645421490001175,-0.4714664789010152,0.17525485552887715,-0.11654292342904705,-0.4176233209874366,0.553901146069719,-0.10708741395243139,-0.49354957925080295,-0.21157355023781854,0.47286432570788756,-0.1457727421145753,0.11308757522956762,0.17962455300052516,-0.2180725660947143,-0.29409281377211716,-0.43449105144306543,-0.13177360939198463,-0.10334078589203467,-0.1472259817277589,0.07410141439485371,-0.05196080336658162,0.8014168589957128,0.4937758817017853
WB,0.919408946738286,0.923291692710745,0.913357404363717,0.3221702340028124,0.740686055325709,-0.7161909429254167,-0.7374328931661324,0.7419132328244966,-0.5865459701888112,0.43692547584652147,-0.37325881695919266,-0.6081162495559426,-0.2970914437354998,-0.1536419218262293,0.010750739483546327,0.6486897216235658,0.03508694277720874,0.863034077498606,-0.34344933285230067,0.341486557485282,0.8443040718648794,0.5966021932442361,0.8967751370206036,0.7458187131848732,0.5216682217528574,0.22269748762798694,-0.3342461093679965,0.5947075655082084,-0.2585589940942922,0.8399403789700218,-0.21927288564337244,0.9564167717825351,0.8719854944589401,0.9460602164624857,0.9458252175777568,0.9597307054318822,0.9499842148150879,0.8715588225812622,0.9158530262805709,0.9040044306741819,0.2929678374855339,-0.5097942977805461,-0.17533102740544101,-0.021270625497549166
XB,0.8120841314029854,0.49996795147267337,0.6942385229742739,-0.270159237679311,0.4920452286380169,-0.03604750342350308,-0.7662077815902117,0.669689487738575,-0.8929387780362195,0.8001517406665434,0.3266023727563303,-0.6414776103127303,-0.5613833820455791,-0.3358903187727485,-0.1282722130120364,0.2584657672477403,-0.26872124513647444,0.6343836775840047,-0.6127727488284505,-0.11116789983737833,0.6500768890099032,-0.1388646650169744,0.3827231740279094,0.7834779110577538,0.3187361207867978,-0.1602167634213635,0.15168503622607712,0.23579323681840683,-0.3704678081036646,0.15472679019521138,0.23379801983475346,0.2898894146608812,0.3136102522134521,0.5356837588876734,0.36186812971925886,0.47714972496118313,0.4819392633456425,0.22776559329094975,0.32333596879629556,0.2770150465093793,0.20037750753428857,-0.40938563079166257,0.41707557702193215,0.2606984219456283
SSE,0.25763707263344215,0.811208691197588,0.3541328929691818,0.46973936558253887,0.5861076016509327,-0.805466307543395,-0.7039565116177011,0.6827369894063744,-0.5740094822227021,0.21936906841045184,-0.36275441860341084,-0.5809178688412675,-0.0029454772593233607,-0.11765577548802526,0.05818533586719296,0.7006484934072281,0.3999176447415709,0.6151240681350245,-0.0057642359373934965,0.6678670201441026,0.33911509993005845,0.5191643370649867,0.8586590004667047,0.6616978794145412,0.618002987786265,0.49444025055957386,-0.17101717678732098,0.7437659676407475,0.022239325637925286,0.8525803150489505,-0.024377292994119296,0.9620148273859711,0.7876969838507429,0.9184956140502353,0.9470090124980076,0.9558160660538364,0.9669463798166189,0.9292196359140201,0.9462990234127409,0.9361861356865916,0.27713648514201267,-0.40337112606516784,-0.36939833279420065,0.10720772946547197
RS,0.8844430600145314,0.8692050208609765,0.879416494997659,0.1326775675030829,0.8901234726549694,-0.4571454148960403,-0.6690750861470498,0.47708870843312695,-0.6048780220881473,0.6854755949754404,0.05425066581686867,-0.75805596863329,-0.6272091081476014,-0.03928146015131967,0.038638073088915564,0.4942466952172415,0.14355282807886388,0.8291584815175367,-0.32724449892862756,0.7667642347593588,0.827428883136393,0.11721104376067805,0.7866781686624886,0.6708214463779957,0.6815242920866527,0.11247533350908183,-0.20740468667569723,0.36517866999514176,-0.3371017173179542,0.8084801814296361,0.02641969401479304,0.9089675395814366,0.7272317066204392,0.8618811567699727,0.8671201331901854,0.8286161045847961,0.5702019468130497,0.8621703749585637,0.8700708008536371,0.8786377674992181,0.18349692348630878,-0.07511085773760307,-0.16809065045068097,0.23149966608444872
DH,0.2695998276487347,0.7113435999914014,0.3823800621369026,0.09758632236321312,0.7654133898541732,-0.7429743478247444,-0.6455643051786124,0.18614233443089284,-0.5138195516204631,0.16074526111803875,-0.483036881705933,-0.5939025459792459,-0.5455765944225549,0.47523656581646634,0.3983908784623059,0.5698829277329058,0.4039803409752684,0.49058340636065706,0.026604394053347035,0.7151424318961062,0.6309076005227968,0.03946974951151749,0.5033127614591385,0.606747330416167,0.6735253656979152,0.5672068031548663,-0.10297074060313222,0.5341007656594562,-0.1962943976720685,0.6908289015933616,-0.46394413194346984,0.7277469002304776,0.6176334899139128,0.7952699173566596,0.6588408084683153,0.522465072466953,0.5437061299947337,0.6788334985189688,0.7274448841988121,0.7493846274392353,0.26889604034771936,-0.10269478097842928,-0.7236440475451648,-0.08238206417259565
B,0.4902991482151967,0.84340737780221,0.5574662188925475,0.3478195846612803,0.6056710978563037,-0.7381609977039834,-0.6865571269838567,0.5725667610057192,-0.6105317656913247,0.11306933621461993,-0.38061415551286465,-0.6077620110866586,-0.5476466230312325,0.11983233565730886,0.04310415698808228,0.6461039913459039,0.12733069059522598,0.6812502727178905,-0.024822776408356763,0.51648261669877,0.5602088961345452,0.28294193350367786,0.824406374117799,0.6614387082580878,0.6206203583974245,0.5199393779835073,-0.20828850269752244,0.7419530985123001,-0.23102827450116567,0.8699257224533274,-0.4248246068691637,0.9523236968873713,0.7272738470907029,0.9139166092593097,0.9325065707354776,0.9144788676267434,0.8884357560234425,0.9175731607464145,0.9472618590089732,0.9390754701119293,0.22739223531494585,-0.10479292164953666,-0.46149708723838484,-0.06864968952134361
