Metric,Correlation,P-value
cSIL,-0.06878159902222732,0.7331848338688338
GD43,0.08310889141050602,0.6802468342233007
GD53,0.3431466661467722,0.07971822247350926
PS,0.5815258461448543,0.001465452039793385
rCIP,-0.3505131224972305,0.07305362411655225
WB,0.1059048800150143,0.5990681924393025
XB,0.12691277388761973,0.5281632409904012
SSE,-0.003149373235827869,0.9875612741180905
RS,-0.0889086741410605,0.6592146322004091
DH,0.16874406163533423,0.4001306468512432
B,0.10592006906870415,0.5990154988106239
BH,0.07987448241609801,0.6920794735919118
D,0.2604751632783121,0.18944859395477473
H,-0.1448183100707658,0.4710918827151314
DBCV,0.4642539001657478,0.014708596891993393
I,0.12306856281320619,0.5408318750209644
C,0.12532756115490928,0.5333700822372556
CDbw,-0.10808061637406766,0.5915403539020624
VIASCKDE,0.14397877603553774,0.47369424497923523
COP,0.14210343122327507,0.4795340685184029
Sym,-0.010259976098823863,0.9594921306562852
CS,0.1021699063790074,0.6120848198780042
SF,0.25123038204770043,0.2062117273043299
SD,-0.21243995904251653,0.2874013312733696
SDbw,0.2747708053766208,0.16542355704672165
XB*,0.12640785626898715,0.529819067926631
S,0.1292834008737603,0.5204222488188075
DB,0.1567894341957686,0.43480253339500796
CH,0.038135405961249515,0.8502110190002804
AD-S,0.38234815159796554,0.04903981714484504
AD-DB,-0.37212875225355957,0.055948976407958345
AD-CH,0.26217180871701184,0.18647768763066153
AD-idea,0.165234023270736,0.41014514535271696
