,AgglomerativeClustering,DBSCAN,HDBSCAN,KMeans,MeanShift,SpectralClustering
cSIL,-0.30149200997188913,0.07918622928337221,-0.38299754865208663,0.2739086847283934,-0.044723396857762505,0.08210362033783475
GD43,0.3466931468677942,0.025565696390113243,-0.4946403023807417,0.6135990222582847,0.04890630461362249,0.4824850411688154
GD53,0.10076324098918507,-0.09329919001803,-0.42660704583708847,0.29345512156314707,-0.17270800719568663,0.15421705440653882
PS,-0.17680384179476547,-0.10556717510773884,-0.16304042264660318,0.15345866801985222,-0.14580280723473452,0.07461450470701263
rCIP,-0.5518127152114884,0.34218239071571477,0.11038369273816129,-0.1263165711598203,-0.1338956532341772,-0.2883184088987001
WB,0.8102897041057792,0.435623848483086,0.27307830928241955,0.5489436488978552,0.3477882359850299,0.7121948885618553
XB,-0.10766136334417484,0.06877223003158843,-0.333411934662918,0.20384420213621793,-0.09052507523821485,0.1946694746555607
SSE,0.4537224103205009,0.18127756621069505,-0.2712512010054611,0.07720583685037812,0.2480038471353085,0.31610407030306253
RS,-0.3648843133945287,0.3030872131967232,-0.03404401455843691,0.4272312090795451,0.14234670724534257,0.06425543828399694
DH,0.13693523781711,0.2912220829016581,0.17983258811124583,0.13088357240986673,0.19044131425737734,0.11573172118626623
B,0.31498934817069624,0.3139849227962675,-0.12850005708781775,0.04437045929923141,0.07415488331041035,0.14141053412927831
BH,0.5272048519862003,0.298164749069514,0.05318169934484649,0.05414805005136329,0.35604512707544284,0.2975691311223466
D,-0.6178834779533081,-0.02597846056948593,-0.43401625826410545,0.03141264056089004,-0.267433002777559,-0.05370441567784725
H,-0.6128288039183253,-0.14642196762207452,-0.4733110725623428,-0.13222025570256324,-0.22139359307536,-0.17977969410510553
DBCV,-0.523345588944316,0.03445724889046487,-0.436935847900167,0.5192519524239761,-0.023327546074205185,0.1814937897298388
I,-0.3465224874680298,0.2595248283484146,-0.07843001644665748,-0.09304800920826269,-0.1422311125762435,-0.19573575446592542
C,0.45692506006534994,0.28022196926579396,-0.12672452161750208,0.3416834783469684,0.04430888159904004,0.531922878436403
VIASCKDE,0.21812457954470008,0.2934983668911191,-0.10898287991495556,-0.17205337387503564,-0.3887414784643289,-0.09217030177209998
COP,0.34406344173816855,-0.190951773165904,-0.4002258471578763,0.06489102318155379,-0.12917519806370278,0.0683112181810067
Sym,0.2788539106547379,0.14710485281891278,-0.29995549236975855,-0.054024283079817326,0.0678016919267228,0.2182433868080858
CS,-0.4424975850167462,0.13239436753702152,-0.38221024355183414,0.008911221951310075,0.04614123772093087,-0.09346535414989779
SF,-0.19171515394238295,-0.12334613867891431,-0.4058198570807228,0.1565899723999654,-0.05463383356630371,0.22483264049334706
SD,-0.32622750307169357,0.38841940925164,0.27152516290895673,-0.16689976112974494,0.18519078764689273,-0.08106671026339254
SDbw,-0.30020647257537375,0.3273159199530036,0.49580525666838776,0.31913017925359977,0.617942917649324,-0.021268549196949694
XB*,-0.2470512309977455,-0.02377310999881982,-0.400272894556845,0.3031514457794176,-0.036193410828381074,0.04851345679918893
S,0.11664241387537269,0.14975103295666112,-0.46220622504643794,0.17555107244080848,-0.15563286952491776,0.14695944036341838
DB,-0.36563166763259386,0.044472898444092974,-0.390533438704825,0.15017884327388395,-0.022433493555392012,-0.018879305159660215
CH,0.8076044636766688,0.42395789303709874,0.2813424789110447,0.477765263561766,0.1847771754715226,0.5521060947582046
AD-S,-0.4827621699489394,0.048342581226176566,-0.34924120899775557,0.014833609233740866,-0.5591898236684953,-0.3982078872268044
AD-DB,-0.5198606687574309,0.03761559292584192,-0.32137400688809986,-0.024307833211629146,-0.39208808675054657,-0.08964505091502672
AD-CH,0.7164892906882743,0.2619149265373486,0.1156500811899069,0.22479795041895123,0.11439176207376496,0.20890507185549484
AD-idea,0.2052044741018277,0.3566652475986599,0.1602787435671867,0.06308402539698256,-0.3609127463445368,-0.13778694522011373
