,AgglomerativeClustering,DBSCAN,HDBSCAN,KMeans,MeanShift,SpectralClustering
cSIL,0.3179473080092699,0.06255427526384995,0.08534182907821247,0.6680906526349926,0.469926923454835,0.46757074909157115
GD43,0.5084839582735758,0.09949978819977104,0.13008469159466188,0.5774976098625064,0.4672152670167707,0.325167117232842
GD53,-0.05756073001203757,0.25332355858363614,-0.12874500598315464,-0.504033806594679,-0.12421093818270242,-0.2099592347797301
PS,-0.06313380674077397,0.40000870106896635,0.4598150379999927,-0.32435050701070806,-0.08127764729118556,-0.14603457921550178
rCIP,-0.08458782340417227,0.23940211347109436,0.11421511021886949,-0.3585114654481644,0.05484486164767383,-0.17206943066888902
WB,0.6590316698459934,0.06298116819133637,0.21810905863439492,0.8264748899575317,0.5339270201275366,0.6630357205112911
XB,0.30897337363208155,0.07566814598613449,0.08416907570957002,-0.07284737930914503,0.3202145244843313,0.15154236162427998
SSE,0.3571703157354984,0.10052943944092502,0.39663475164390893,0.34199849447565694,0.26228684160745025,0.36394561609740295
RS,0.5463504816309454,0.04776301255720737,0.10272457332265365,0.8020922955547707,0.5754192219674668,0.6061355622156562
DH,0.37845689478530153,-0.05271709637540451,0.05336980273698362,0.8167340977939398,0.22373769153860376,0.6029317954505589
B,0.6344989207362147,-0.015503225767429402,0.08456789316707694,0.8108558584416314,0.4180800420256251,0.7185153296524446
BH,0.4757701134652367,0.04392841478379976,0.3669575250058028,0.6031801319041691,0.2324544781326816,0.560204686717952
D,0.00752654167417416,0.1870277990906406,0.056282985774257686,-0.35403980243306576,0.26462514477725757,-0.09066799732930571
H,-0.14396367185383466,0.13753044049362342,-0.0678103984396828,-0.28351978096274316,0.16997041837823978,-0.09816800056446846
DBCV,0.33396760366202555,0.4210729846338294,0.5644539957494118,0.483165367871513,0.5266387944630856,0.5021245468418792
I,0.44044679695446914,0.011279288907046584,0.16483167805189974,0.39370441494141634,0.4728885007699104,0.36589258368548633
C,0.6597912963673133,0.07933203954252449,0.1880118533832239,0.7767324746998991,0.5555223657522806,0.6818324431173138
CDbw,0.38687778902780817,-0.06166311994904284,0.11887086525610291,0.5944046557644784,0.38999902058102476,0.2678960675374898
VIASCKDE,0.4449717743865345,0.21494982313291436,0.03715774609728559,0.447793933618877,0.17840003620902273,0.38011374412006965
COP,0.4787476312239236,0.14306401114016892,0.23902141244359354,0.6775971732138513,0.22275767357711018,0.5896129976105887
Sym,0.19692069652785857,0.13169797969420038,0.2682703721561442,0.14030275429783223,0.40512980789750225,0.20248049832395917
CS,0.2107094622082463,0.0439368073516586,0.018948004983307325,0.5856931512229347,0.4325937392142186,0.4620586541294408
SF,-0.09027041095549827,0.1827566092613095,0.042264916190404525,-0.09200155214198118,0.28945144118602595,0.017589262355741642
SD,-0.022021297157063826,0.05232722227834307,0.38601672422194455,-0.1409556652756946,0.08040827472861214,0.02434908198977475
SDbw,0.5743780630503955,0.01241896065035849,0.11614347587974395,0.8459082472275324,0.446821393693303,0.7482427477184832
XB*,0.18823272641131755,0.09565678962985233,0.049801989473911665,-0.2766599691933893,0.24844963590568028,0.02538673682507914
S,0.5393726688593284,0.13349828863439575,0.22416902271574848,0.603637077882617,0.5820364781716988,0.5434735729735654
DB,0.32992215939187025,0.06229687095332229,0.03832061335732497,0.6554724310770468,0.4871634974887966,0.44178954511920476
CH,0.6187097480657608,-0.025214413003517806,-0.03493312238360263,0.7304295098312349,0.1928204873769923,0.6568072318541646
AD-S,0.43720685413241955,0.5404382598988918,0.5944757303779619,0.48801328125425053,0.6173875879143891,0.5945468817170854
AD-DB,0.2720017252364578,0.5159662733015533,0.5268804003484645,0.5191797932311193,0.5138470865730135,0.4909934785972074
AD-CH,0.5875996847038716,0.3138611145140634,0.11396652042059637,0.3727822083388503,0.23131867791161834,0.35474161779368457
AD-idea,0.6461839906660243,0.12621719456086225,0.4120557642014422,0.7503615926660073,0.5623430456326771,0.7100707751584995
