,AgglomerativeClustering,DBSCAN,HDBSCAN,KMeans,MeanShift,SpectralClustering
cSIL,-0.36123090223706733,-0.05325650220225995,-0.4274571833914099,0.24098667029716456,-0.03547396910917269,0.09318024630042351
GD43,0.25139572381626657,-0.22490823343689706,-0.27014152493767185,0.4940885251694221,0.14393176211350928,0.42655691219759334
GD53,0.13985206898593674,-0.22106499458095455,-0.27026135105788957,0.4308134066372848,-0.12205135022405028,0.1721875410099938
PS,-0.02229710167620908,-0.23215874255317845,0.24817609639166238,0.3377105585603426,0.04061431258742964,0.18342434919340034
rCIP,-0.426655591096259,0.18794152754198548,-0.42037889020686064,0.1457479856925381,-0.14855791330230944,-0.15812033008980558
WB,0.8740413438307316,0.24698894515870434,0.3873758712599654,0.5478544995482506,0.522999244120258,0.7518532970163412
XB,-0.030106325381982813,-0.10665528733853608,-0.35338223707333566,0.36032278426179193,0.08835304009052496,0.2823246626044636
SSE,0.48600210973772257,-0.17927649686039954,0.04480722949392171,-0.013218312561109946,0.3775289686169929,0.31579493545740234
RS,-0.3180778095519731,0.14914097143577043,0.09775461539355865,0.6107528744879143,0.2899065219688274,0.20761075630677597
DH,0.005927347135402359,0.25948138676532584,-0.020306867142786025,-0.1942151317499412,0.04541870951369931,-0.030044705783228546
B,0.22404866710680152,0.19748871241447183,-0.35522126969865087,-0.17119447504239022,0.0968835538810406,0.03951304050729682
BH,0.5130748530151963,-0.08828656055704594,0.24217546618985172,-0.10422416673886407,0.39777426378487146,0.26020721499628385
D,-0.5353335081806704,-0.22587737082292608,-0.4734247052638829,0.27341869291986676,-0.1293262120344947,0.06444868106824364
H,-0.5753969887819614,-0.23654537780191598,-0.305778747889763,0.21046573511392752,-0.05296486378360707,-0.00844489728676276
DBCV,-0.5690817647851554,-0.11126525440066064,-0.23772828047021283,0.48824832605170987,0.032546176846961,0.270576041972493
I,-0.1808740515602295,0.29078363224888765,-0.4106754517315794,0.16109509016423879,0.0694117955169197,-0.07491126697669628
C,0.4099587421488834,0.1211000042472884,-0.2047890567870261,0.20900528484968503,0.09667042649859706,0.5294210974038798
VIASCKDE,0.15849602219240516,0.07533881356157265,0.12663598333095344,-0.2803078635518332,-0.3515074029899804,-0.08924981403991625
COP,0.3221987853170556,-0.0022765269442590417,-0.26044476030718317,0.12434867631223932,-0.08369177698551702,0.04523431185123033
Sym,0.35541703928036633,-0.15698076110006254,-0.03374978126273483,-0.05130140970580591,0.25358094641200957,0.28948202434836107
CS,-0.48497292563432776,-0.04846156732591434,-0.5215361184040095,-0.17416488235949357,0.028843540118068958,-0.08765976882529691
SF,-0.22218767332288253,-0.3104044488497203,-0.05488866981211102,0.3142690941495353,0.08816519900769336,0.33939330460650835
SD,-0.2623546320299075,0.0007825561370890454,0.17459064457363152,0.014975803557062765,0.1495567221369813,-0.008658629391105453
SDbw,-0.30517587596094775,0.3131801521557602,0.23480276543812875,0.2486267772779674,0.7885161476632816,0.02520994207011789
XB*,-0.21878278946505278,-0.16265900706336478,-0.34592295329949546,0.49575939479525016,0.11954456890930534,0.13339432229720022
S,0.16836723089184438,0.038416392184371324,-0.4223952975139821,0.35660977511541275,0.03265093437392477,0.2703331695886272
DB,-0.42122465571668444,-0.06634653213174943,-0.4264910130658066,0.07982969664715275,-0.023475619943304507,-0.009856181169916909
CH,0.7795621252765534,0.5317966941789121,0.4725690799858458,0.31493743579588357,0.24535928670961124,0.45168240672240967
AD-S,-0.5310898058861432,-0.044563014933870736,-0.3236697420554775,0.2530748642527463,-0.47719621138133944,-0.2093712194449826
AD-DB,-0.5699898832547319,-0.08051791235976197,-0.3419831562617287,-0.012327190365978936,-0.37700156865365814,-0.01794936829945962
AD-CH,0.7118739425688759,0.5835023124003955,0.49786837367688186,0.20670321917892995,0.2125846300840137,0.17840773104258328
AD-idea,0.13916106869758088,0.3619108709635811,-0.009556172773075775,-0.11163780833446788,-0.29035806303332645,-0.14716673923899992
