Metric,Correlation,P-value
cSIL,0.5959271124175873,0.0010380117974744083
GD43,0.44565278921851115,0.019821547731906544
GD53,0.03791971439197392,0.8510488836009086
PS,0.27459417135734326,0.1657065917812891
rCIP,-0.299760178257282,0.12874365929358406
WB,-0.6009431163367541,0.0009170120482969026
XB,-0.5850656587844226,0.001348337465470437
SSE,-0.27088696202304313,0.1717260306959758
RS,0.6072169567569704,0.0007830531329929032
DH,-0.5266607538790684,0.004768746341706458
B,-0.4112966528786405,0.03305726007800763
BH,-0.2177376440781839,0.27526512661727515
D,0.34449899761303243,0.07846124064925628
H,-0.5405197592312158,0.0036056730926513642
DBCV,0.4372604518964705,0.022562947850557926
I,0.4610347031986009,0.015505578716642463
C,-0.4250296999864629,0.027104362216714903
CDbw,-0.012338130483625023,0.9512960424266201
VIASCKDE,0.04681743945825642,0.8166264131671792
COP,-0.06539993818533497,0.7458661013185001
Sym,0.43995970271810586,0.02164943382624609
CS,-0.5553659227779598,0.0026370905866525
SF,0.5513115704618973,0.0028763574284357274
SD,-0.37924046935522127,0.05106564289099508
SDbw,-0.5461912406450011,0.0032048790677761006
XB*,-0.4408023537994851,0.021370519710552077
S,0.6514499134181505,0.00023262571306743719
DB,-0.6459576109709243,0.00027327165316908783
CH,0.42281351692258784,0.02800140062764019
AD-S,0.4893482199402897,0.009582716828553765
AD-DB,-0.5971540463209246,0.0010072034992599846
AD-CH,-0.038493410654357525,0.8488206828041288
AD-idea,0.07424478739854604,0.7128427330465664
