Metric,Correlation,P-value
cSIL,0.41288781849462564,0.3093200674966854
GD43,0.2169065641150807,0.6058765407081058
GD53,0.27147039385199945,0.5154480272691767
PS,0.0722911473727778,0.8649256011151392
rCIP,0.06301167842622367,0.8821654630430553
WB,0.1899357524239189,0.6523428228017528
XB,0.14330796523782316,0.734953824335048
SSE,-0.28068013095399946,0.15615042605640736
RS,0.32684201360945114,0.4294164464835266
DH,-0.145563842734983,0.4687871246041239
B,0.08028097551114875,0.690588424137258
BH,0.026632040430621236,0.8950957775447418
D,0.25672042869973005,0.19613927535900508
H,-0.06998963227938967,0.8691973692015965
DBCV,0.37159467005904584,0.05632993794266445
I,0.13769306713020596,0.4934118800606831
C,-0.1655840730281918,0.4091401901584065
CDbw,0.23487815244464885,0.23827910763871413
VIASCKDE,0.2875820997338768,0.15428209186177022
COP,0.0005012342264352532,0.998020258087524
Sym,0.19230415989976524,0.3365679285959124
CS,-0.07556411583894251,0.7079582369826235
SF,0.4276203343425571,0.026085401049606164
SD,-0.5163713204877199,0.0058256343163227845
SDbw,0.2010954501894875,0.3145111906831998
XB*,0.1682330622618811,0.4015799344395246
S,0.44796935006460264,0.019114897003234724
DB,0.16786791507103735,0.4026173672101431
CH,0.24781092117636455,0.21266044076940693
AD-S,0.6443161226149773,0.0002865718011449026
AD-DB,-0.6191610648921344,0.0005743896437074976
AD-CH,0.18217376497842133,0.36311067473001585
AD-idea,0.302149301243228,0.12557674951852768
