Metric,Correlation,P-value
cSIL,-0.0780245696163017,0.7822465037367634
GD43,-0.17961276466888595,0.5218280070674729
GD53,0.05436084183427708,0.8474176075884635
PS,0.35768416918954415,0.19055439201024507
rCIP,0.09035897816123128,0.7487756759215836
WB,-0.33456342849989174,0.22289811092043962
XB,0.17008468582877853,0.5444950819355503
SSE,0.3115415187867732,0.25833385723323643
RS,-0.22541805353461788,0.4192186107494825
DH,0.12793826749165918,0.6495473685284843
B,-0.3346132825257583,0.222824883145568
BH,0.21054683516856942,0.4513260453409161
D,-0.2601846777718868,0.348995090193894
H,0.1926297850091609,0.49156971684572853
DBCV,-0.3184082757936502,0.2474256995898739
I,0.22489089961946174,0.4203360872348247
C,0.1965538146343555,0.4826141312447891
VIASCKDE,-0.37054144762319363,0.17395858424048397
COP,-0.13119722938094336,0.6411681120948549
Sym,-0.0448291422399245,0.8739537801239553
CS,-0.32827428245776735,0.23225732342046657
SF,-0.3608593269995932,0.18636428525625123
SD,-0.28728774808388235,0.29916403001064107
SDbw,0.29973787231933585,0.2777573504493268
XB*,0.17210794799547002,0.5396460905405003
S,-0.3139346398985917,0.25449956903262155
DB,-0.0789937452764924,0.7796028647092133
CH,0.13479739200071117,0.6319581191580197
AD-S,0.022094638908179712,0.9377031046327617
AD-DB,-0.0011547659766544865,0.9967411751631484
AD-CH,-0.16283198369556007,0.5620315014328872
AD-idea,-0.11565720076071678,0.6814684768557722
