Metric,Correlation,P-value
cSIL,-0.1348950392603213,0.6317090069859753
GD43,-0.10951564347742523,0.6976257816625749
GD53,0.33668770363087763,0.21979129155507543
PS,0.08277589895986016,0.7693078721847632
rCIP,-0.004247936266857026,0.9880124143113761
WB,0.10685493565463262,0.7046636733981803
XB,0.25752590799184366,0.3541187680880215
SSE,0.11454376158102704,0.6843884453864411
RS,-0.15764488277044464,0.574718428275708
DH,0.19643907251441534,0.4828748886509521
B,0.10662295527385938,0.7052783534291919
BH,0.15909708178728216,0.571154573943933
D,-0.10910946974747403,0.6986986979157993
H,0.04177063566835242,0.8824964397785204
DBCV,0.4863442662955759,0.06602247444030135
I,0.2164261483742775,0.43848894863884935
C,0.35180032009424195,0.19847897543803666
VIASCKDE,-0.04599068404538273,0.8707128317131029
COP,0.10561121589282159,0.7079611399956218
Sym,-0.021797417481492297,0.9385396653995816
CS,0.1129765311093714,0.688505501180134
SF,0.1471069711429533,0.6008515259974095
SD,0.08618861538509255,0.7600490272841702
SDbw,0.4074902543429913,0.13165119175098283
XB*,0.25728990766778204,0.354575568498624
S,-0.1910557129553388,0.4951840147937546
DB,0.28402757479791907,0.30492483078640603
CH,0.10514214527417914,0.7092060389737946
AD-S,0.4392182623929659,0.10141912261373667
AD-DB,-0.4642794461407059,0.08125563437411239
AD-CH,-0.103825615471328,0.7127037089014358
AD-idea,0.2445812083098986,0.37965416929722734
