Metric,Correlation,P-value
cSIL,0.3285559143936543,0.589322838780571
GD43,0.2576976035993917,0.6755578148325356
GD53,0.30771928427084516,0.6144739177584118
PS,0.15114316140641498,0.808293778316599
rCIP,0.19975525673902245,0.7473654067455647
WB,0.3208946077913101,0.598548867349795
XB,0.2499958378166593,0.6850427736537567
SSE,-0.1342091807705313,0.6334595068484871
RS,0.2814972184237054,0.6463780160271174
DH,0.05143877777611283,0.8555377287908839
B,0.21027168240866978,0.45193135907384263
BH,0.1158375699032311,0.6809958563049445
D,0.23791330828805515,0.3931850222494464
H,-0.008446971034345198,0.9892451103446573
DBCV,0.5911407676640493,0.020297764339550023
I,0.2530940809195809,0.3627514385577377
C,0.3165279309391524,0.250384069324067
VIASCKDE,0.21056885658413393,0.4512776174494584
COP,0.11472086514983493,0.6839237166389206
Sym,0.3868717751949269,0.1542878012504903
CS,0.02965606901058071,0.9164432189776477
SF,0.5553691279194902,0.031614416799158655
SD,-0.014368596531550587,0.9594661288729835
SDbw,0.38882826299094114,0.15203538919415494
XB*,0.2977808004135018,0.2810599167434066
S,0.09868057075004433,0.7264231825902859
DB,0.3049206457963407,0.26912414725669537
CH,0.10355047687521225,0.713435353217866
AD-S,0.7327907017691152,0.001886339488417857
AD-DB,-0.7150136822747074,0.002734090986745351
AD-CH,0.05623922070727059,0.8422052428813469
AD-idea,0.310994516302945,0.2592151837808247
