,labels_wdbc_HDBSCAN_params1,labels_wdbc_HDBSCAN_params7,labels_wdbc_HDBSCAN_params6,labels_wdbc_HDBSCAN_params5,labels_wdbc_HDBSCAN_params4,labels_wdbc_HDBSCAN_params3,labels_wdbc_HDBSCAN_params28,labels_wdbc_HDBSCAN_params27,labels_wdbc_HDBSCAN_params26,labels_wdbc_HDBSCAN_params25,labels_wdbc_HDBSCAN_params23,labels_wdbc_HDBSCAN_params22,labels_wdbc_HDBSCAN_params2,labels_wdbc_HDBSCAN_params24,labels_wdbc_HDBSCAN_params8,labels_wdbc_HDBSCAN_params14,labels_wdbc_HDBSCAN_params13,labels_wdbc_HDBSCAN_params12,labels_wdbc_HDBSCAN_params11,labels_wdbc_HDBSCAN_params10,labels_wdbc_HDBSCAN_params9
ARI,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2508404124788185,0.2542105563976081,0.2542105563976081,0.2542105563976081,0.2542105563976081,0.2542105563976081,0.2542105563976081,0.2542105563976081
VIASCKDE,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0051750451151662,0.0077086972514672,0.0077086972514672,0.0077086972514672,0.0077086972514672,0.0077086972514672,0.0077086972514672,0.0077086972514672
COP,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3118885349386081,0.3049128002522284,0.3049128002522284,0.3049128002522284,0.3049128002522284,0.3049128002522284,0.3049128002522284,0.3049128002522284
CS,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.8712570289740604,2.7164286585035016,2.7164286585035016,2.7164286585035016,2.7164286585035016,2.7164286585035016,2.7164286585035016,2.7164286585035016
SD,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,93.76784282168047,88.8776127309835,88.8776127309835,88.8776127309835,88.8776127309835,88.8776127309835,88.8776127309835,88.8776127309835
CH,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.29228738528812,63.26170906253003,63.26170906253003,63.26170906253003,63.26170906253003,63.26170906253003,63.26170906253003,63.26170906253003
AD-CH,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,229.3709315358415,228.84649124035693,228.84649124035693,228.84649124035693,228.84649124035693,228.84649124035693,228.84649124035693,228.84649124035693
AD-idea,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.2878061039255104,1.3026008263968565,1.3026008263968565,1.3026008263968565,1.3026008263968565,1.3026008263968565,1.3026008263968565,1.3026008263968565
