,labels_wine_MeanShift_params10,labels_wine_MeanShift_params12,labels_wine_MeanShift_params16,labels_wine_MeanShift_params11,labels_wine_MeanShift_params26,labels_wine_MeanShift_params22,labels_wine_MeanShift_params18,labels_wine_MeanShift_params17,labels_wine_MeanShift_params25,labels_wine_MeanShift_params21,labels_wine_MeanShift_params9,labels_wine_MeanShift_params15,labels_wine_MeanShift_params6,labels_wine_MeanShift_params14,labels_wine_MeanShift_params8,labels_wine_MeanShift_params13,labels_wine_MeanShift_params7,labels_wine_MeanShift_params5,labels_wine_MeanShift_params2,labels_wine_MeanShift_params1,labels_wine_MeanShift_params4,labels_wine_MeanShift_params3
ARI,0.3756222068439981,0.3756222068439981,0.3756222068439981,0.3778732574137723,0.3801561010227666,0.3801561010227666,0.3801561010227666,0.38148876747094,0.38148876747094,0.38148876747094,0.3895920369598151,0.3895920369598151,0.399603856047312,0.4061668942263678,0.4061668942263678,0.4353192798282085,0.4353192798282085,0.4420934538200622,0.7596822735127852,0.7601527296575125,0.7942282119734624,0.8511681500407958
VIASCKDE,,,,0.037614773730124,,,,0.037614773730124,0.037614773730124,0.037614773730124,0.0391791126588571,0.0391791126588571,,,,0.0391534452718482,0.0391534452718482,0.0406336723570428,,,,
COP,0.420729234469777,0.420729234469777,0.420729234469777,0.387309412753179,0.4256516467368265,0.4256516467368265,0.4256516467368265,0.387689925719291,0.387689925719291,0.387689925719291,0.3886224448617392,0.3886224448617392,0.4842117880494961,0.487464959082403,0.487464959082403,0.3932486387360386,0.3932486387360386,0.393859080315331,0.4316181280054582,0.4322508733466407,0.4376240342263834,0.4126476818386838
CS,0.9070740648906876,0.9070740648906876,0.9070740648906876,1.6750332949095892,1.1153961340049223,1.1153961340049223,1.1153961340049223,1.6726725911665277,1.6726725911665277,1.6726725911665277,1.6581700189445112,1.6581700189445112,0.738995703397037,0.7573489123166782,0.7573489123166782,1.5071256690351842,1.5071256690351842,1.503231451912007,0.682459585065798,0.8437204993783812,0.7357307923784303,1.0641712205315184
SD,9.529079455838747,9.529079455838747,9.529079455838747,15.110143289522329,11.715430282042602,11.715430282042602,11.715430282042602,15.104339684063802,15.104339684063802,15.104339684063802,15.044539943987887,15.044539943987887,7.826755471181216,8.532341710076723,8.532341710076723,13.645761483769808,13.645761483769808,13.627750826068665,7.249521630100335,8.983577225950068,7.416065861644352,9.826838192581226
CH,25.231028759832157,25.231028759832157,25.231028759832157,46.697522645712006,32.717540629629354,32.717540629629354,32.717540629629354,46.68296566905947,46.68296566905947,46.68296566905947,46.370375204609125,46.370375204609125,15.87428543428496,17.96917496743044,17.96917496743044,43.90277225069682,43.90277225069682,43.6871231614822,18.920241845907587,31.33036189658453,21.483188508471137,39.1293739908572
AD-CH,45.36366585270002,45.36366585270002,45.36366585270002,88.3992952397508,59.77010551252253,59.77010551252253,59.77010551252253,88.21385794331296,88.21385794331296,88.21385794331296,87.89056610569362,87.89056610569362,26.720943584610264,30.86624556520481,30.86624556520481,90.29971658717432,90.29971658717432,90.20555485629534,13.33955122533552,26.549634213869464,15.426682935500825,35.54851931722765
AD-idea,0.8512763458252143,0.8512763458252143,0.8512763458252143,0.8419416177875114,0.8484693387159697,0.8484693387159697,0.8484693387159697,0.8429338124346174,0.8429338124346174,0.8429338124346174,0.8450489572134853,0.8450489572134853,1.4307386519931031,1.1418712468937815,1.1418712468937815,1.0711434649773282,1.0711434649773282,1.0813255642065749,0.9171111829810562,0.6471574816183028,1.1758955025587754,0.7488382124420366
