,labels_statlog_MeanShift_params11,labels_statlog_MeanShift_params18,labels_statlog_MeanShift_params20,labels_statlog_MeanShift_params17,labels_statlog_MeanShift_params19,labels_statlog_MeanShift_params15,labels_statlog_MeanShift_params9,labels_statlog_MeanShift_params12,labels_statlog_MeanShift_params16,labels_statlog_MeanShift_params10,labels_statlog_MeanShift_params1,labels_statlog_MeanShift_params6,labels_statlog_MeanShift_params2,labels_statlog_MeanShift_params5,labels_statlog_MeanShift_params22,labels_statlog_MeanShift_params21,labels_statlog_MeanShift_params4,labels_statlog_MeanShift_params8,labels_statlog_MeanShift_params14,labels_statlog_MeanShift_params3,labels_statlog_MeanShift_params13,labels_statlog_MeanShift_params7
ARI,0.0304665531719554,0.1025033090760141,0.1025040610740091,0.1029633461976326,0.1030856297367206,0.1067955685472328,0.1067955685472328,0.239992794890754,0.2769117451449603,0.2769117451449603,0.3691664234339506,0.4498146477315714,0.4684187395309929,0.4709758490994438,0.4797349241176203,0.4856753739248435,0.4920291666286415,0.5112428569017007,0.5112428569017007,0.5294491987565478,0.5408901994156112,0.5408901994156112
VIASCKDE,0.1182242615443814,0.1234571169143321,0.1234783549810735,0.1224467878389217,0.1226159991665614,,,,,,0.1272309684465629,,,0.1259263653943136,,,,,,,,
COP,0.3843850884551603,0.3274239565973799,0.32739101503466,0.3737693159071725,0.3738120061214364,0.4309887034104663,0.4309887034104663,0.4007460125454183,0.4368356175979586,0.4368356175979586,0.330590923884367,0.429390010235181,,0.359980042569078,0.4472159901150914,0.4080976856624871,,0.4397094250386127,0.4397094250386127,0.3795845323310374,0.3947361583566149,0.3947361583566149
CS,1.2964828221160014,1.1262968214143052,1.1251176765522,1.0823493097489714,1.0835033601244386,1.0783803379872017,1.0783803379872017,1.014785597498684,1.13619772142626,1.13619772142626,1.801219532844475,0.9834679338602784,0.6922671169637593,1.3795876245251044,0.7828938886902075,1.427145493369672,0.6802713585802209,0.7164347511900565,0.7164347511900565,1.5512722272496065,1.3994075240491362,1.3994075240491362
SD,42344.17021654485,44655.32757627874,44589.10396927723,47833.07494659446,47973.19784396372,32658.59379867122,32658.59379867122,33553.124235280855,27084.45516801836,27084.45516801836,31092.78398240037,20395.0623173404,8332.381782697945,38597.38920761192,14389.74157439216,32408.341979411136,8810.71950528713,10631.109257508622,10631.109257508622,22415.648056348095,21143.01872238033,21143.01872238033
CH,686.8279419169932,1625.189710575808,1624.5609939437672,845.4352305905356,846.061808430081,365.0231451030925,365.0231451030925,502.3441854104657,359.4934231342174,359.4934231342174,522.2106728212856,330.87518551463296,246.4054499960715,761.4661891098102,242.9795676986309,460.1495143268597,248.13189297737733,265.0874891476284,265.0874891476284,681.4915603071826,524.0342259903225,524.0342259903225
AD-CH,1347.4733290392692,1860.5909264897855,1859.6591039974428,942.8780778565156,943.5102616740764,392.51438837609993,392.51438837609993,513.558960243925,295.546929038555,295.546929038555,270.4050161092015,187.56216954092727,72.75506502937563,478.7627734964433,110.09139866398918,228.8789673839364,84.37704334827083,90.8044019090664,90.8044019090664,264.1366495583335,196.5448571062444,196.5448571062444
AD-idea,9.81134227652222,10.102936278605055,10.203838236301792,8.499662120819435,8.226252433585175,5.14460355663989,5.14460355663989,7.391308212156683,3.884975736919249,3.884975736919249,1.2075289466050294,0.4753511009369459,2.4146111869173934,6.050635484410052,0.5283234290705905,1.1377547180577003,17.206036338724445,10.846696053692874,10.846696053692874,15.554957690607765,3.972506099442832,3.972506099442832
