,labels_sonar_MeanShift_params17,labels_sonar_MeanShift_params21,labels_sonar_MeanShift_params15,labels_sonar_MeanShift_params23,labels_sonar_MeanShift_params19,labels_sonar_MeanShift_params25,labels_sonar_MeanShift_params11,labels_sonar_MeanShift_params13,labels_sonar_MeanShift_params5,labels_sonar_MeanShift_params9,labels_sonar_MeanShift_params3,labels_sonar_MeanShift_params7,labels_sonar_MeanShift_params4,labels_sonar_MeanShift_params8,labels_sonar_MeanShift_params1,labels_sonar_MeanShift_params2
ARI,-0.0054506064662131,-0.0050043393862433,-0.00463693081792,-0.0042509502839105,-0.0040111057977176,-0.0032666967441157,-0.003172824212262,-0.0024596674094689,-0.0024596674094689,-0.0024596674094689,-0.0020456401066948,-0.0018050514877363,0.0013204584363217,0.0013204584363217,0.0019080444345613,0.0027470418802693
VIASCKDE,,,,,,,,,,,,,,,,
COP,0.5302064904452665,0.5229256094693527,0.5216798227893651,0.5133663543381302,0.5238326417643151,0.5303735802672245,0.5093234039243938,0.5106128305244011,0.5106128305244011,0.5106128305244011,0.5148360079361095,0.5133245942154869,,,,
CS,0.9753414425617298,0.7808633521158362,0.779027742566549,1.0146222751656886,0.8272395945822728,0.852562519018171,0.7681497637950502,0.8885562063494844,0.8885562063494844,0.8885562063494844,0.7744990970037855,0.8434463900598205,0.4991760017379478,0.4991760017379478,0.4556469457488043,0.4792007067263415
SD,3.982216425274826,3.28812566854966,3.278749878882444,4.985920866991903,3.903160414537025,4.319645062807131,2.929716837030969,3.4041214559983257,3.4041214559983257,3.4041214559983257,2.9074805559914365,3.330844257078704,1.916504939631333,1.916504939631333,2.400220370640983,2.376486631297391
CH,8.693308172419162,7.638365645158132,7.870598677080125,7.9735873688748145,7.892035965145762,3.2966375480871597,7.655948889422165,6.109203192496158,6.109203192496158,6.109203192496158,5.9081142828700015,6.273686913393265,5.766159513101446,5.766159513101446,5.196029614672248,5.3086642601281655
AD-CH,28.935139766804475,22.97017496586005,23.008164829517163,64.6440990304897,39.50236846334908,2.0994053795304053,19.192974137370296,13.297954339891028,13.297954339891028,13.297954339891028,10.587979681233165,14.094867851314168,7.489145608413282,7.489145608413282,5.064808691825999,5.265412924909077
AD-idea,0.8723898212208318,1.4807605614275114,1.4942442018250788,1.2489487387250566,0.6327984179809656,0.9789462085633748,2.529700960086319,0.1052763058467689,0.1052763058467689,0.1052763058467689,0.4816000040528312,0.2051764675955097,2.2630772227313827,2.2630772227313827,0.2343448209847441,0.348309689586841
