,labels_ionosphere_MeanShift_params32,labels_ionosphere_MeanShift_params28,labels_ionosphere_MeanShift_params30,labels_ionosphere_MeanShift_params24,labels_ionosphere_MeanShift_params26,labels_ionosphere_MeanShift_params18,labels_ionosphere_MeanShift_params20,labels_ionosphere_MeanShift_params12,labels_ionosphere_MeanShift_params22,labels_ionosphere_MeanShift_params2,labels_ionosphere_MeanShift_params4,labels_ionosphere_MeanShift_params6,labels_ionosphere_MeanShift_params10,labels_ionosphere_MeanShift_params16,labels_ionosphere_MeanShift_params14,labels_ionosphere_MeanShift_params8
ARI,0.1421208366283623,0.1473663704839601,0.1847624245025272,0.1946344339999418,0.195580429264762,0.1957639087355251,0.2054722488683784,0.2328429105117321,0.2404830886213088,0.300662875196592,0.3198021803817146,0.3325229908299046,0.3370592395575482,0.3370592395575482,0.3422037766035188,0.3422037766035188
VIASCKDE,,,,,,,,,,,,,,,,
COP,,,,,,,,,,,,,,,,
CS,0.1192022049233134,0.1149539727033075,0.1255557837702037,0.1666866121328601,0.1091871795658362,0.2002169034154566,0.2138949704843906,0.2239320678755943,0.2074342915878626,0.1359980976262366,0.1570638902194189,0.1280014348298037,0.1278925490344052,0.1278925490344052,0.1376100831481112,0.1376100831481112
SD,75.13605174844376,72.35748660324782,83.30504135527119,73.74448141918826,62.12410015816552,84.34059688041191,86.87365571382838,82.76720285797707,79.0325570889543,43.32939359780973,51.19019777881337,44.86287094684909,45.22693977085645,45.22693977085645,47.023229599812495,47.023229599812495
CH,3.8780707379306287,3.883428234634804,3.887126075325262,5.466186497123835,3.8645327755951744,5.81515978872748,6.067354685624494,6.935315281766694,6.232871600855777,12.389953050573938,10.11273557581724,8.847777543629764,8.79931547882344,8.79931547882344,8.783479642633717,8.783479642633717
AD-CH,9.24311744473692,9.09358743156006,3.994690983146473,7.138891794143032,7.8997185610580605,6.913811684308651,6.910494863286569,6.9565992831171926,6.885147685287484,6.768539736521601,6.406433055480195,6.707344211805359,6.706531572654972,6.706531572654972,6.664948778506762,6.664948778506762
AD-idea,2.458229225491157,2.477602623977946,2.2759141432304477,0.2232951491208615,1.5548946132595585,0.062871627297766,0.0578273576338891,0.0634234969853175,0.0248957053149199,0.1295129359598373,0.1045330191411846,0.3330639926725225,0.2028902944189425,0.2028902944189425,0.2079268737474263,0.2079268737474263
