,labels_glass_MeanShift_params2,labels_glass_MeanShift_params1,labels_glass_MeanShift_params7,labels_glass_MeanShift_params13,labels_glass_MeanShift_params6,labels_glass_MeanShift_params3,labels_glass_MeanShift_params5,labels_glass_MeanShift_params4,labels_glass_MeanShift_params14,labels_glass_MeanShift_params8,labels_glass_MeanShift_params30,labels_glass_MeanShift_params29,labels_glass_MeanShift_params25,labels_glass_MeanShift_params11,labels_glass_MeanShift_params26,labels_glass_MeanShift_params9,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params10,labels_glass_MeanShift_params18,labels_glass_MeanShift_params22,labels_glass_MeanShift_params12,labels_glass_MeanShift_params21,labels_glass_MeanShift_params17,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params19,labels_glass_MeanShift_params23,labels_glass_MeanShift_params20,labels_glass_MeanShift_params24
ARI,0.1441798339377903,0.158941646478257,0.174942052497752,0.174942052497752,0.1750338396949025,0.1755034408995938,0.1755272942387419,0.1885711251738193,0.1944045572216756,0.1944045572216756,0.2302352523015758,0.2302352523015758,0.2398020343732414,0.2469247562698698,0.2478135990503999,0.2519727867557189,0.2519727867557189,0.2533637228692689,0.2533637228692689,0.2546153723543659,0.255100048056711,0.255439654783875,0.2577028651879673,0.2580362664792621,0.2623122012615022,0.2623122012615022,0.2623122012615022,0.2623122012615022,0.2665886322499305,0.2766247837992738,0.2827465745243917,0.2856581320006185
VIASCKDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP,,,0.3081853194923561,0.3081853194923561,0.3319667542647978,0.3431917696210103,0.3371429748505223,0.3284114242289193,0.3117936079773296,0.3117936079773296,0.3241798858381908,0.3241798858381908,0.3260677502304701,0.3459622990409505,0.3227836020941041,0.3808272991840248,0.3808272991840248,0.3553047974643338,0.3553047974643338,0.3615050137222136,0.3588072557288378,0.3589190582132394,0.3937233261920881,0.3880809965082251,0.3260705518272867,0.3260705518272867,0.3260705518272867,0.3260705518272867,0.316746972422762,0.3256732793737223,0.3749555446687158,0.3760800958731349
CS,0.1802759073019272,0.3292542960648162,0.3607325159123181,0.3607325159123181,0.2626062876796772,0.3208727569242467,0.3389707649811224,0.2082437485722068,0.2648100425833698,0.2648100425833698,0.565180985305153,0.565180985305153,0.4024069267437054,1.1830912276733108,0.4149898345346053,1.1284586564510672,1.1284586564510672,0.3399204348191612,0.3399204348191612,0.3124642487337582,0.3223882711960699,0.3347894494800867,0.8960792358295222,0.6947442485620053,0.6506543305802492,0.6506543305802492,0.6506543305802492,0.6506543305802492,0.3454435440980081,0.3937750016528907,0.3488826480364832,0.3425243286312557
SD,281.6889707743842,732.7441855315352,1110.9586773216297,1110.9586773216297,614.7396667588072,838.66364976618,996.8052135596828,453.1269397017524,760.042338621212,760.042338621212,4926.231465461695,4926.231465461695,2814.043805433948,10497.63109669698,2929.337144944302,9431.44689677737,9431.44689677737,1460.7388158062874,1460.7388158062874,1561.4544169093283,1521.2880521397492,1593.711940608632,7827.441733372557,4889.43155639026,6549.944183386781,6549.944183386781,6549.944183386781,6549.944183386781,2149.091519219227,2472.935290648535,2026.4787306194169,1994.370106096197
CH,59.72442745587534,57.590462725714886,57.20803606372991,57.20803606372991,53.77288313659297,55.96170423423085,55.57879484696694,55.28152091091325,50.39768617282748,50.39768617282748,39.6079266802272,39.6079266802272,36.90546933229794,44.343154677138045,35.17226695204415,39.59619923222383,39.59619923222383,32.49843738369365,32.49843738369365,32.78055662653496,31.976233338601293,32.04275410457071,36.6361838356365,40.55329633329832,43.664110716259394,43.664110716259394,43.664110716259394,43.664110716259394,32.816961853992794,33.39508763422422,31.22737647046844,31.390406800507588
AD-CH,10.672609474350663,11.457527815858422,17.65022130993294,17.65022130993294,15.566983096281712,13.910892088516231,16.232857158007665,13.419886377541436,16.2547290870969,16.2547290870969,30.669792647134805,30.669792647134805,26.29427876482553,35.2339749282481,24.27261406225133,28.716726381792867,28.716726381792867,18.26908389673351,18.26908389673351,19.815731504155718,18.98550553213956,18.996147260546664,24.08497891240829,24.13412696615141,35.07368358135519,35.07368358135519,35.07368358135519,35.07368358135519,18.534878089763698,19.14876032274102,17.10764153596231,17.150830899520514
AD-idea,20492.99177170697,604.2635600504167,212.6527887531209,212.6527887531209,1496.2224459177692,648.1626473919031,287.2547707342655,3702.292415669515,504.09081645792736,504.09081645792736,42.45147338306954,42.45147338306954,40.71461559828332,0.2322263306662007,50.157130960148216,0.096440155138472,0.096440155138472,22.963446820724798,22.963446820724798,50.763626402183576,63.27141056841797,32.15739609811803,0.1475122670790218,6.17483300345519,9.395138805379776,9.395138805379776,9.395138805379776,9.395138805379776,131.43044006282167,71.91646995005286,38.27368338425213,21.54959606479168
