,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
Sym,0.6660989399279768,0.11269147209370986,0.18662047452200303,0.2631129901551396,0.4247892955330291,0.09366069696534916,0.10739601448490026,0.11290146907903167,0.11594094085398157,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.08588137056834327,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.03347030750965932,0.03347030750965932,0.03347030750965932,0.03347030750965932,151.83241870739803
CS,0.6150592715621416,0.5571772948797277,0.5004037932560426,0.40090988087029317,0.46407104377590525,0.5591806283354069,0.5723133571018728,0.5525834735382231,0.5503559321569043,0.6097925794879383,0.6097925794879383,0.6097925794879383,0.6083170677965749,0.6097925794879383,0.6097925794879383,0.6097925794879383,0.6097925794879383,1.083982383342744,1.083982383342744,1.083982383342744,1.083982383342744,0.1761754254274647
SF,0.41718842129742384,0.45386387494110714,0.47370044797493616,0.5004484359244352,0.5097712006113833,0.4389514801054074,0.4506420465741693,0.45224462963294987,0.45323406598231863,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.4363185723987978,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.37591858927300215,0.37591858927300215,0.37591858927300215,0.37591858927300215,0.6284061379059741
SD,40813.51613154676,6091702.559148215,4217927.5349622555,913057.8420107146,571655.9823745539,20449795.18447194,9032097.644049656,8837167.568947602,8770248.833156189,24113745.91149898,24113745.91149898,24113745.91149898,24033796.8277444,24113745.91149898,24113745.91149898,24113745.91149898,24113745.91149898,147552313.80217662,147552313.80217662,147552313.80217662,147552313.80217662,18096.82519622684
SDbw,0.1016104311704673,0.090733477090677,0.08656281573227213,0.08041257916068319,0.13259508880945495,0.19947823422655236,0.0849129641182475,0.08112643618275563,0.0792902850148618,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.20413010632888456,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.6923277585491447,0.6923277585491447,0.6923277585491447,0.6923277585491447,2.0264503516406553
XB*,0.8267362465115642,0.3880400090150681,0.4224387415594656,0.33726861937809044,0.5825651455505664,0.1563736499816198,0.07749086940542162,0.07527084571378163,0.07559605055348947,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.15632165147221325,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.23369657575716324,0.23369657575716324,0.23369657575716324,0.23369657575716324,0.007646995600589956
S,0.5279517740072349,0.6637125096899859,0.687526800000089,0.7386190509869976,0.6619193227043437,0.7183981271896445,0.7393853210697324,0.7433703015900254,0.7442879461346124,0.714621904004317,0.714621904004317,0.714621904004317,0.715209773949415,0.714621904004317,0.714621904004317,0.714621904004317,0.714621904004317,0.5525472223711171,0.5525472223711171,0.5525472223711171,0.5525472223711171,0.8834721765232336
DB,0.5495484892894753,0.4163223660327761,0.4518265808874234,0.38665456537128046,0.5854675969652968,0.3660118917679286,0.36790024636766705,0.3636473239385164,0.3628819614436082,0.3698444716579389,0.3698444716579389,0.3698444716579389,0.36966071576745274,0.3698444716579389,0.3698444716579389,0.3698444716579389,0.3698444716579389,0.7813888808440802,0.7813888808440802,0.7813888808440802,0.7813888808440802,0.1400775145610959
CH,12587.104404074897,6289.061402392583,7289.144112921172,8445.965174568046,8022.981766007917,3513.7181370057897,7122.039025143777,7236.829440646581,7271.949482840528,3464.695748043439,3464.695748043439,3464.695748043439,3479.7017724371076,3464.695748043439,3464.695748043439,3464.695748043439,3464.695748043439,1251.6262183223064,1251.6262183223064,1251.6262183223064,1251.6262183223064,302.84650372735854
AD-S,0.47276848075834677,0.8301632370412969,0.8151223148049354,0.8115135669471761,0.6876979742276768,0.8974878014392309,0.783961842829685,0.8829646047193358,0.8862322767905871,0.8953263451807101,0.8953263451807101,0.8953263451807101,0.8956969046296827,0.8953263451807101,0.8953263451807101,0.8953263451807101,0.8953263451807101,0.5862164252081925,0.5862164252081925,0.5862164252081925,0.5862164252081925,0.9285129674358623
AD-DB,1.0089672919930264,0.37336851161250323,0.527098127295716,0.5769131845429603,0.8758043948477828,0.20151128675590246,0.433261570229758,0.23369308455797816,0.227103370800946,0.2105947389200699,0.2105947389200699,0.2105947389200699,0.20986338689658418,0.2105947389200699,0.2105947389200699,0.2105947389200699,0.2105947389200699,0.8648446529608407,0.8648446529608407,0.8648446529608407,0.8648446529608407,0.14297406512827524
AD-CH,370.16973500069446,2937.898517416143,2744.829191612225,2617.564107011655,1911.0580672772865,2386.379993691929,2567.5236338092204,2748.760678540528,3502.13922297343,2443.7717368824296,2443.7717368824296,2443.7717368824296,2451.177799485542,2443.7717368824296,2443.7717368824296,2443.7717368824296,2443.7717368824296,1288.4139906851779,1288.4139906851779,1288.4139906851779,1288.4139906851779,62.31550347121189
AD-idea,4923501238.6125345,73553.75164047598,181646.5862161069,238022.07321032134,19265.032562377382,19180.377011110482,15292.921133584035,86245.59775003215,110354.95943264163,17301.403813795983,17301.403813795983,17301.403813795983,17392.918744146624,17301.403813795983,17301.403813795983,17301.403813795983,17301.403813795983,5.608399395656208,5.608399395656208,5.608399395656208,5.608399395656208,16.858241640495226
