,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
cSIL,0.9110946826826138,0.9253500246954584,0.9133575484487441,0.9416789900725674,0.8792690887214286,0.9573915121263114,0.9582486903769233,0.959404996174268,0.9596656703278376,0.9562261965326847,0.9562261965326847,0.9562261965326847,0.9563112147317221,0.9562261965326847,0.9562261965326847,0.9562261965326847,0.9562261965326847,0.8445743717417988,0.8445743717417988,0.8445743717417988,0.8445743717417988,0.9934382405352253
GD43,20.050583136950134,5.658316094467157,6.554920684195308,8.33349944409339,7.617591527278894,4.092321496112762,11.615199689476565,11.8741026605889,11.848534674421996,4.0514058284839365,4.0514058284839365,4.0514058284839365,4.071528591166975,4.0514058284839365,4.0514058284839365,4.0514058284839365,4.0514058284839365,1.8226329424996737,1.8226329424996737,1.8226329424996737,1.8226329424996737,844.4206815404856
GD53,0.06785263822087187,0.3681415609506644,0.3796746135789343,0.33153772161883044,0.09876269260641436,0.10136115309026222,0.3829898743765231,0.3782200502031622,0.37598234470540515,0.10715879597944071,0.10715879597944071,0.10715879597944071,0.10769103864092232,0.10715879597944071,0.10715879597944071,0.10715879597944071,0.10715879597944071,0.40943483171578937,0.40943483171578937,0.40943483171578937,0.40943483171578937,0.4318039347271835
PS,-26.510857149072244,1.3233124573704504,0.8553668935731031,0.6894537577146759,-0.9833091207988767,1.5458087244014074,2.795433850731105,2.8029768332911944,2.774782416641088,1.5517335979570785,1.5517335979570785,1.5517335979570785,1.5547231023215473,1.5517335979570785,1.5517335979570785,1.5517335979570785,1.5517335979570785,1.630035388889198,1.630035388889198,1.630035388889198,1.630035388889198,1.9633687222225316
rCIP,195.36318150917893,0.8358655335379648,1.2352235250202328,1.5609071716631326,4.980423577067949,0.0008315702279097869,0.00031755248878433676,0.00013941090459002457,0.00011945934302998352,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,0.001092416361554372,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,2.8683546723473804e-07,2.8683546723473804e-07,2.8683546723473804e-07,2.8683546723473804e-07,1.9105905754895933e-24
WB,0.02750782795818654,0.17516127280629065,0.13038567838373016,0.09107307265677181,0.07009031675926888,0.3741525687051717,0.1727033502143958,0.16910029592885678,0.16742415536204014,0.3832948393087445,0.3832948393087445,0.3832948393087445,0.38125872658837023,0.3832948393087445,0.3832948393087445,0.3832948393087445,0.3832948393087445,1.5947253027948394,1.5947253027948394,1.5947253027948394,1.5947253027948394,0.052832044626819286
XB,0.4197348741909643,0.32258575718958354,0.3819360813140094,0.2743073749595535,0.44811056328657217,0.08307134204949572,0.064103797474495,0.06203589818515111,0.06161077742353968,0.08422273888204644,0.08422273888204644,0.08422273888204644,0.08383968585759786,0.08422273888204644,0.08422273888204644,0.08422273888204644,0.08422273888204644,0.1913670363353807,0.1913670363353807,0.1913670363353807,0.1913670363353807,0.006604005578352411
SSE,0.14511445885240698,15.457161558312642,9.937364627883554,5.6166205187947735,2.7816961675728447,50.206482272644095,19.56435928549934,19.103942028206994,18.795413650943285,51.977587986850764,51.977587986850764,51.977587986850764,51.68944778561193,51.977587986850764,51.977587986850764,51.977587986850764,51.977587986850764,263.6962846792507,263.6962846792507,263.6962846792507,263.6962846792507,0.0003959570103140763
RS,0.9786686648699006,0.8570335401513426,0.890714358304342,0.9227216981629265,0.9441679953083573,0.7333595594424318,0.8330940269954412,0.8364680273270926,0.8380787885326271,0.7258851640487132,0.7258851640487132,0.7258851640487132,0.7267741459352022,0.7258851640487132,0.7258851640487132,0.7258851640487132,0.7258851640487132,0.161805904244487,0.161805904244487,0.161805904244487,0.161805904244487,0.9485276501162339
DH,0.020315535577055642,0.12241336271576467,0.10901218170541083,0.09267765771536354,0.073479014678414,0.18747787568476848,0.15167694341207755,0.15026195629412573,0.14951016155769822,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.19014771277293266,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.4300077123369016,0.4300077123369016,0.4300077123369016,0.4300077123369016,0.09289215231554052
B,0.0007059590584089957,0.024198223769048864,0.017118585794088526,0.012100136616361837,0.008123624748097498,0.06639058707160408,0.02778069412752446,0.027209416344297306,0.026937124387285016,0.06796815439977466,0.06796815439977466,0.06796815439977466,0.06765418143345979,0.06796815439977466,0.06796815439977466,0.06796815439977466,0.06796815439977466,0.368751033481156,0.368751033481156,0.368751033481156,0.368751033481156,0.016510013945881027
BH,0.003455106163152548,2.5761935930521074,1.656227437980592,0.9361034197991289,0.3973851667961207,12.551620568161024,3.9128718570998684,3.820788405641399,3.759082730188657,12.99439699671269,12.99439699671269,12.99439699671269,12.922361946402981,12.99439699671269,12.99439699671269,12.99439699671269,12.99439699671269,131.84814233962538,131.84814233962538,131.84814233962538,131.84814233962538,0.00019797850515703813
D,,,,,,,,,,0.5784961742670961,0.5784961742670961,0.5784961742670961,,0.5784961742670961,0.5784961742670961,0.5784961742670961,0.5784961742670961,0.45916614729468763,0.45916614729468763,0.45916614729468763,0.45916614729468763,
H,3.6329513568835803,0.3833185019491524,0.4315400148015756,0.31281234764716764,0.765553525789334,0.16529721542490095,0.20860265284420193,0.20283860717532876,0.20155421246499203,0.16990977134966606,0.16990977134966606,0.16990977134966606,0.16961707474024196,0.16990977134966606,0.16990977134966606,0.16990977134966606,0.16990977134966606,0.3028030585788622,0.3028030585788622,0.3028030585788622,0.3028030585788622,0.013119224520032322
DBCV,0.7122032295214272,0.6550747338853564,0.7011819721632419,0.7705197481799154,0.47830133196128644,0.9128297845411328,0.8085039006226943,0.8533658392909574,0.7932897958350198,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.908296790378707,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.58409594622045,0.58409594622045,0.58409594622045,0.58409594622045,0.9929544931786239
I,3.480535987368822,2.835225224448636,4.169381702539442,5.658369428933615,6.509205300462281,2.266234459786903,3.546823786225724,3.6047569003228115,3.62946129266066,2.227964763605597,2.227964763605597,2.227964763605597,2.2362038790263115,2.227964763605597,2.227964763605597,2.227964763605597,2.227964763605597,0.9011288906159117,0.9011288906159117,0.9011288906159117,0.9011288906159117,0.07739588816148539
C,0.0025147968050060745,0.0014089700338715246,0.001993052832875023,0.002155704373248061,0.005388556609165373,0.0073124138179859015,0.0017221259004847128,0.0013321186685033928,0.0013111943920829088,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.007602836397750359,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.06968111676147999,0.06968111676147999,0.06968111676147999,0.06968111676147999,-1.9612741419387297e-17
CDbw,18.921398830738962,2.1215729972264348,2.046884223593862,3.089756767229243,2.6492907674081625,0.2763285091991135,0.301421485950585,0.3309270001487078,0.3590823875089944,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.24069298178738519,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.16102778518865377,0.16102778518865377,0.16102778518865377,0.16102778518865377,17.26377529453923
VIASCKDE,0.40370702624550603,0.6849478854276504,0.6585500025591111,0.6527289158039726,0.6056237712017705,0.7359556949113731,0.7269820097182313,0.7199757563908481,0.7125585409253049,0.7707592572517121,0.7707592572517121,0.7707592572517121,0.7735955802302317,0.7707592572517121,0.7707592572517121,0.7707592572517121,0.7707592572517121,0.7663179849004089,0.7663179849004089,0.7663179849004089,0.7663179849004089,0.5864187497781346
COP,0.12626996273607657,0.16870541457486163,0.17098726044640325,0.1476331032329472,0.1341155179492877,0.2071002988332189,0.169119333865939,0.16707361571592189,0.1701055661806467,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.20758924053829314,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.2746658738457814,0.2746658738457814,0.2746658738457814,0.2746658738457814,0.2784921976333248
