,labels_data4_DBSCAN_params13,labels_data4_DBSCAN_params14,labels_data4_DBSCAN_params17,labels_data4_DBSCAN_params18,labels_data4_DBSCAN_params19,labels_data4_DBSCAN_params20,labels_data4_DBSCAN_params22,labels_data4_DBSCAN_params23,labels_data4_DBSCAN_params24,labels_data4_DBSCAN_params9
BARI_nn,0.17767686113299028,1.0,0.960783246795687,0.9846100514469077,1.0,0.8755733922198349,0.9890873397410805,0.9916914378523755,0.9943393388775758,0.5218695700275281
