,labels_data1_DBSCAN_params13,labels_data1_DBSCAN_params14,labels_data1_DBSCAN_params15,labels_data1_DBSCAN_params17,labels_data1_DBSCAN_params18,labels_data1_DBSCAN_params19,labels_data1_DBSCAN_params20,labels_data1_DBSCAN_params21,labels_data1_DBSCAN_params22,labels_data1_DBSCAN_params23,labels_data1_DBSCAN_params24,labels_data1_DBSCAN_params25,labels_data1_DBSCAN_params26,labels_data1_DBSCAN_params27,labels_data1_DBSCAN_params28,labels_data1_DBSCAN_params29,labels_data1_DBSCAN_params30,labels_data1_DBSCAN_params31,labels_data1_DBSCAN_params32,labels_data1_DBSCAN_params33,labels_data1_DBSCAN_params34,labels_data1_DBSCAN_params35,labels_data1_DBSCAN_params36,labels_data1_DBSCAN_params37,labels_data1_DBSCAN_params38,labels_data1_DBSCAN_params39,labels_data1_DBSCAN_params40,labels_data1_DBSCAN_params41,labels_data1_DBSCAN_params42,labels_data1_DBSCAN_params43,labels_data1_DBSCAN_params44,labels_data1_DBSCAN_params9
VIASCKDE,0.4892097226819691,0.5059192575047317,0.6817851279029584,0.6968066789218592,0.6511319825939724,0.6061982141443978,0.5625701504467072,0.7860112332480952,0.7860112332480952,0.7737245460143253,0.7607933928351277,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8137652235582936,0.8175160873407153,0.8175160873407153,0.8175160873407153,0.8175160873407153,0.5184241416632756
COP,0.2448697791284654,0.3323371350943369,0.42035458915992846,0.15977828976184408,0.1730765648683528,0.1968965265835393,0.21562727883382446,0.1361230774677545,0.1361230774677545,0.14227771914499623,0.15515013597221594,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.12657685398496224,0.30519655025224995,0.30519655025224995,0.30519655025224995,0.30519655025224995,0.3881362115465747
Sym,0.0007805429969228912,0.0005253867367365456,0.001054182420968531,0.035463556270504876,0.019021439368917606,0.011977177743459968,0.007112062302018333,0.14669874496694424,0.14669874496694424,0.10717988744857015,0.10268072350826968,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.3759487259683726,0.13080333041553824,0.13080333041553824,0.13080333041553824,0.13080333041553824,0.00019046806057013997
CS,1.5494112440990362,1.9804187101159085,0.6421265927299391,0.856092954151684,0.8453502337730591,0.8272200796101432,0.81138970861164,0.7035029687735239,0.7035029687735239,0.841438931655582,0.8464708201649143,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.27902241133548916,0.5933980062472719,0.5933980062472719,0.5933980062472719,0.5933980062472719,1.655355318820795
SF,0.22413711625275512,0.2606012538888789,0.30296694620559705,0.3173506992115842,0.295645450742292,0.29766394332639345,0.29718211671400163,0.3026274437415999,0.3026274437415999,0.30913287616196294,0.3414382868452692,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.6353592263809911,0.46927263844291733,0.46927263844291733,0.46927263844291733,0.46927263844291733,0.26883467929606375
SD,3265617.4891120926,5245368.135410344,15742511.290544247,14614980.454830348,16420446.891676014,16255944.993670758,16224746.38208767,15310090.996396512,15310090.996396512,15706493.036706163,13349266.530884184,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,1013217.6927127432,21232436.444619983,21232436.444619983,21232436.444619983,21232436.444619983,2357824.136397454
SDbw,0.6446886387440455,0.5599302174446038,2.41762929564397,0.4750431704557176,0.465294290356692,0.4687037418494325,0.48882423610722775,0.3242032325688682,0.3242032325688682,0.44800355775106826,0.40558693130341983,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.016274312659451826,0.34103601404517825,0.34103601404517825,0.34103601404517825,0.34103601404517825,0.5468413477870944
XB*,784.5501178858875,392.8050818822472,2.0415401080387725,1.4730742848272955,1.7603891103834741,1.7757783684402837,1.835954634866156,0.9576606372574327,0.9576606372574327,1.8766017966159607,2.0316284198454664,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.008330128276850242,0.1582522352373132,0.1582522352373132,0.1582522352373132,0.1582522352373132,2858.8185153719987
S,-0.2376277562783051,-0.42661765046227335,-0.7688419465135761,0.8370300715751181,0.787081392570528,0.7248223543072045,0.6518087115509756,0.871107867112203,0.871107867112203,0.8693786298864611,0.8602921591074768,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.8938602646077358,0.6947641176372037,0.6947641176372037,0.6947641176372037,0.6947641176372037,-0.6591401180136499
DB,1.2253027384442987,1.0530786537584815,1.170460377376038,1.1240515622395693,1.2063883356509848,1.200836307599725,1.2104605475828967,0.9715773210500079,0.9715773210500079,1.1483755860979559,1.0926319167025749,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.14828629976634164,0.45532744650067203,0.45532744650067203,0.45532744650067203,0.45532744650067203,1.1065795669790637
CH,122.2918098078457,52.008222210055166,21.356214494292193,9364.25489808711,4416.442822165006,2774.2478849901718,1844.0006580410652,19548.393633359483,19548.393633359483,17567.162114607647,17499.85167018185,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,32572.90111870336,2067.1127619784406,2067.1127619784406,2067.1127619784406,2067.1127619784406,7.508966789673534
AD-S,-0.10910513789001136,-0.4571583900732609,-0.7681174917328913,0.8686230770082246,0.8108406243905842,0.7442665196294529,0.6643504220780704,0.9213474981729826,0.9213474981729826,0.9192100184266857,0.9089098304700918,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.9778821765161737,0.813019431119873,0.813019431119873,0.813019431119873,0.813019431119873,-0.6439876481990827
AD-DB,7.242426027179628,3.8069527650537442,5.763312263869032,5.655724600880917,6.270492268367352,6.167218613767349,5.971263648441547,4.168765579680228,4.168765579680228,3.268243346238959,3.1397923692552747,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.04412322937447235,0.287228507588376,0.287228507588376,0.287228507588376,0.287228507588376,5.048303377156302
AD-CH,114.37497742700673,53.20378326723503,19.406073163066154,7006.558659230942,3633.4068550537468,2376.656117118182,1692.2817872901956,12173.457927505398,12173.457927505398,11801.710240460503,11801.710240460503,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,19460.03173136101,3516.888226709874,3516.888226709874,3516.888226709874,3516.888226709874,7.05268889682422
AD-idea,75.91841925871906,4.148768105559688,2.677456381688476,96472.22873591687,71067.20193290152,48631.49599505603,31047.89765143786,106951.75301936569,106951.75301936569,106475.67580096444,106372.95332750601,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,106047.5900390293,270.32007231145303,270.32007231145303,270.32007231145303,270.32007231145303,3.6137697479185
