,labels_data1_DBSCAN_params13,labels_data1_DBSCAN_params14,labels_data1_DBSCAN_params15,labels_data1_DBSCAN_params17,labels_data1_DBSCAN_params18,labels_data1_DBSCAN_params19,labels_data1_DBSCAN_params20,labels_data1_DBSCAN_params21,labels_data1_DBSCAN_params22,labels_data1_DBSCAN_params23,labels_data1_DBSCAN_params24,labels_data1_DBSCAN_params25,labels_data1_DBSCAN_params26,labels_data1_DBSCAN_params27,labels_data1_DBSCAN_params28,labels_data1_DBSCAN_params29,labels_data1_DBSCAN_params30,labels_data1_DBSCAN_params31,labels_data1_DBSCAN_params32,labels_data1_DBSCAN_params33,labels_data1_DBSCAN_params34,labels_data1_DBSCAN_params35,labels_data1_DBSCAN_params36,labels_data1_DBSCAN_params37,labels_data1_DBSCAN_params38,labels_data1_DBSCAN_params39,labels_data1_DBSCAN_params40,labels_data1_DBSCAN_params41,labels_data1_DBSCAN_params42,labels_data1_DBSCAN_params43,labels_data1_DBSCAN_params44,labels_data1_DBSCAN_params9
cSIL,,,,,,,,,,,,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,
GD43,,,,,,,,,,,,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,
GD53,,,,,,,,,,,,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,
PS,,,,,,,,,,,,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,
rCIP,,,,,,,,,,,,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,
WB,,,,,,,,,,,,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,
XB,,,,,,,,,,,,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,
SSE,1705.838656534992,1916.514931531324,2249.8280993114145,1755.6563497881273,1941.9988915611025,1961.6512217897055,1940.9724707026025,1972.159902423743,1972.159902423743,1680.5175864860053,1645.8098136881254,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,1881.9129167452295
RS,,,,,,,,,,,,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,
DH,0.07547284256410663,0.10213556367893808,0.2667655396874136,0.2501719411733217,0.2633952606864842,0.26286807861609796,0.2645609345011181,0.21903342199037343,0.21903342199037343,0.24693977908337778,0.23128118130990336,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.045300961884764866
B,1.4392155230586299,0.30650010918785336,0.12670049304075853,1.6725737051903906,1.8252348061636028,1.7587498862273088,1.6082595270100242,1.7882987480631192,1.7882987480631192,1.5910080090896306,1.5365066213815601,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.010223222020859278,0.19331311157768746,0.19331311157768746,0.19331311157768746,0.19331311157768746,0.04715846864750342
BH,0.17390626109341512,0.044004322665890584,0.005547614699013196,3.382412086327526,2.9264372526319296,2.5292292824998652,2.137516862500973,3.7503704831131963,3.7503704831131963,3.69339159215408,3.6639609093758896,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,5.053338178592823,163.78597965295924,163.78597965295924,163.78597965295924,163.78597965295924,0.0004703173420432787
D,,,,,,,,,,,,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,1.5322006917618194,0.7647916671618027,0.7647916671618027,0.7647916671618027,0.7647916671618027,
H,,,,,,,,,,,,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.021833744945354547,0.14164396287118217,0.14164396287118217,0.14164396287118217,0.14164396287118217,
DBCV,-0.18982036550930295,0.09569942904687594,0.07006073787420924,0.971535486591477,0.9365947928148302,0.8985877507678202,0.8558013532747206,0.9864898443730012,0.9864898443730012,0.9893556000334539,0.9869499201458338,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.9889368703685144,0.768757680590488,0.768757680590488,0.768757680590488,0.768757680590488,0.14261677042089677
I,6.4808375311044,239.02783130712248,200336.51758099592,26.19439586918329,30.90529480415318,36.83660396557681,45.23299684867734,23.551372335425963,23.551372335425963,23.829240868331826,24.003065880278104,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,41.39948575476692,3.0032556925779157,3.0032556925779157,3.0032556925779157,3.0032556925779157,3643.3198673892566
C,0.22407113984235008,0.5004547156091961,0.49206091314138,0.003128540241727148,0.010072240549015381,0.02300111565093293,0.04643330966030287,0.0004069748689757036,0.0004069748689757036,0.0005963900530206543,0.0006620230073415354,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,2.4032899584307328e-17,0.00681853912158749,0.00681853912158749,0.00681853912158749,0.00681853912158749,0.4460316323693713
CDbw,0.25458291353982965,0.3705687647811157,0.6600991498012285,0.7113502044680655,0.6299612874276047,0.6554690303907957,0.6465993248486294,0.8061785872030356,0.8061785872030356,0.6427604148876682,0.8113369964707692,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.7529335200758731,0.379705044767849,0.379705044767849,0.379705044767849,0.379705044767849,0.2285747930103465
