,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
BARI,0.0022670382668549755,0.9254928986633683,0.8043810559632559,0.6581604722926213,0.22942973417698326,0.7342704445143505,0.9880514686049218,0.9852872963605964,0.9806892522278463,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.7400229264811055,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.7400975609756097,0.1553170731707317,0.1553170731707317,0.1553170731707317,0.1553170731707317,0.00035252190868581004
