,labels_data2_MeanShift_params1,labels_data2_MeanShift_params10,labels_data2_MeanShift_params11,labels_data2_MeanShift_params12,labels_data2_MeanShift_params13,labels_data2_MeanShift_params14,labels_data2_MeanShift_params15,labels_data2_MeanShift_params16,labels_data2_MeanShift_params17,labels_data2_MeanShift_params18,labels_data2_MeanShift_params19,labels_data2_MeanShift_params2,labels_data2_MeanShift_params20,labels_data2_MeanShift_params27,labels_data2_MeanShift_params28,labels_data2_MeanShift_params3,labels_data2_MeanShift_params4,labels_data2_MeanShift_params5,labels_data2_MeanShift_params6,labels_data2_MeanShift_params7,labels_data2_MeanShift_params8,labels_data2_MeanShift_params9
BARI,0.9880457686288475,1.0,1.0,0.7400975609756097,1.0,1.0,1.0,1.0,0.6994871579755688,0.4413366374646023,0.1547544072780067,0.9880457686288475,0.1547544072780067,0.14702621375118385,0.14702621375118385,1.0,1.0,1.0,1.0,1.0,1.0,1.0
