,labels_data4_DBSCAN_params13,labels_data4_DBSCAN_params14,labels_data4_DBSCAN_params17,labels_data4_DBSCAN_params18,labels_data4_DBSCAN_params19,labels_data4_DBSCAN_params20,labels_data4_DBSCAN_params22,labels_data4_DBSCAN_params23,labels_data4_DBSCAN_params24,labels_data4_DBSCAN_params9
ARI_nn,0.15365673130168297,1.0,0.9568394149491097,0.9822128578509176,1.0,0.8875749162118134,0.9878498794537514,0.9907272155030492,0.9936516877730597,0.46320346320346323
