,labels_data1_DBSCAN_params13,labels_data1_DBSCAN_params14,labels_data1_DBSCAN_params15,labels_data1_DBSCAN_params17,labels_data1_DBSCAN_params18,labels_data1_DBSCAN_params19,labels_data1_DBSCAN_params20,labels_data1_DBSCAN_params21,labels_data1_DBSCAN_params22,labels_data1_DBSCAN_params23,labels_data1_DBSCAN_params24,labels_data1_DBSCAN_params25,labels_data1_DBSCAN_params26,labels_data1_DBSCAN_params27,labels_data1_DBSCAN_params28,labels_data1_DBSCAN_params29,labels_data1_DBSCAN_params30,labels_data1_DBSCAN_params31,labels_data1_DBSCAN_params32,labels_data1_DBSCAN_params33,labels_data1_DBSCAN_params34,labels_data1_DBSCAN_params35,labels_data1_DBSCAN_params36,labels_data1_DBSCAN_params37,labels_data1_DBSCAN_params38,labels_data1_DBSCAN_params39,labels_data1_DBSCAN_params40,labels_data1_DBSCAN_params41,labels_data1_DBSCAN_params42,labels_data1_DBSCAN_params43,labels_data1_DBSCAN_params44,labels_data1_DBSCAN_params9
cSIL,0.8663946064082579,0.8427911700852717,0.9998468124393701,0.9934036642341177,0.9940193943135839,0.994620193245367,0.9952290675606585,0.9927772918933195,0.9927772918933195,0.9928809313150314,0.9929428564874708,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9927212529664784,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9190953301632407,0.9349954904641851
GD43,2.6380396662098695,9.146577555610307,1595.8099321401721,47.20851959148279,53.50324912137366,58.98053943104464,66.07132838347367,44.246077993847884,44.246077993847884,45.114531284814404,45.14796837811982,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,43.818914905609496,1.8063785788463491,1.8063785788463491,1.8063785788463491,1.8063785788463491,62.904345617972425
GD53,0.005082363803842449,0.03151921069783263,0.27848036101055607,0.46408148623130435,0.47772862873040356,0.470923767797269,0.4684384843041942,0.47895287445838436,0.47895287445838436,0.48353764635671165,0.47841105369330633,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.4781658565255701,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.33864029024435793,0.06752068836304216
PS,-15.469688136501846,-7.655125617690801,1.7951892152698994,2.611003664949315,2.601000100783102,2.5923459188822076,2.5696229158094344,2.6183376658708846,2.6183376658708846,2.6214864055251845,2.6187854556376116,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,2.6244661294327694,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,-12.111993028180692
rCIP,49.168341776885406,35.669305516214706,0.0,5.5730517643353315e-21,1.4653005914711854e-22,2.663058052707616e-25,6.946348654875227e-30,2.016604176374543e-18,2.016604176374543e-18,6.866369455907855e-19,3.3061012825730597e-19,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,1.9450130063883326e-18,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,2.384661966629588e-66,278.57160027776695
WB,0.09341530182772073,0.015725634490331195,0.0011415491007100776,0.041808278207031584,0.03752353548541743,0.033796331605878166,0.030072678292638003,0.045493081360958296,0.045493081360958296,0.04488906274329554,0.044550972895485104,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.04586634744493622,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.9646304917064785,0.0019925811352454865
XB,3.710934612635381,0.5561163982332367,0.00017863104905047574,0.007337489261442544,0.0066106322984020305,0.005922856383996517,0.00527154583635129,0.008017062037552593,0.008017062037552593,0.007913651596559592,0.007846854013656831,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.00808761998890737,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.10718116574516429,0.19703090754455596
SSE,3.4781252218683028,0.528051871990687,0.02219045879605278,13.5296483453101,11.70574901052772,10.116917129999461,8.55006745000389,15.001481932452787,15.001481932452787,14.77356636861632,14.655843637503558,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,15.160014535778473,327.5719593059185,327.5719593059185,327.5719593059185,327.5719593059185,0.01269856823516852
RS,0.9792874417470424,0.9916738622121266,0.998962173128901,0.9587718198731501,0.962944678462618,0.9665946271902811,0.9702390300199569,0.9551847908488723,0.9551847908488723,0.9557718358119317,0.9561004322795751,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.9548243334937413,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.5042817774104171,0.9983095700838877
DH,0.02463477479442998,0.023179586781004714,0.013035518642271952,0.08578428497598257,0.08172798218094755,0.07779310677139717,0.07363063890712955,0.08903021078197337,0.08903021078197337,0.08857334994708403,0.08830988349498946,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.0893562789739054,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.24521317900159273,0.007663645813479298
