,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.7630787651031873,-0.10385543758746789,0.09480119985697502,0.7764504263804315,0.35392505910443955,0.47957892703994703
GD43,-0.5063943220313022,-0.15798077738807476,-0.8926786512584421,-0.14168597757068566,-0.30558380512318656,0.8023505776230216
GD53,-0.8435923360575202,-0.936952219057828,,-0.39905033879229207,-0.7232560773137698,-0.4167548715259829
PS,-0.8604235774739749,-0.2905142297063359,-0.9555846462014012,-0.908904738932337,-0.8255793670984003,-0.46814141648215934
rCIP,0.5643314412982282,0.0057097904445018,0.592582047747957,0.8202111024282872,0.4621830879272781,0.637546727944516
WB,-0.9737204335764822,-0.8577567874551257,-0.9664650879805713,-0.20420618894453132,0.3608231161795788,-0.07944161979523061
XB,0.7719451362204763,0.4692319036759383,0.7653758604935921,0.16338859444506235,0.3205362893536079,-0.7833689213846708
SSE,-0.9979695337421158,-0.7871282206857573,-0.9659585711120077,-0.8304482577030939,-0.9479275361723918,-0.9350989328392101
RS,-0.84246090389892,-0.2983499492155184,-0.7459603573122255,-0.7178841012117022,-0.7238830031020106,-0.8032383888682286
DH,-0.6071102207628263,-0.3662773561407475,-0.7799789042622841,-0.8944434008104153,-0.8598485651259096,-0.4454540104614419
B,-0.940496855877443,-0.5054067780089345,-0.819206592785984,-0.8642780612389613,-0.8108509902023301,-0.5406614201707229
BH,-0.9918241135794823,-0.8954909236157717,-0.8404485924505583,-0.5375282510413452,-0.7368987219030368,-0.6596908552999693
D,-0.9603181571735472,-0.7271407115644409,-0.8845628846343926,-0.26111599873646507,-0.4542955386928574,-0.29133355486346135
H,0.9128212184040634,0.7125678388091911,0.8256248755712454,0.7830506872465595,0.7984183229235577,0.8359549278971005
DBCV,-0.9131972492022993,0.04068172743237408,-0.9007438344420702,0.08897187685511729,0.8126168623064025,0.3468828774895326
I,-0.9028857737708045,-0.8270758890589641,-0.8086401788812534,-0.4875771444211098,-0.7485146683082425,-0.5694808035734882
C,0.5740286378240073,-0.5832457782952886,-0.8915728442723418,-0.49815570239110085,-0.9791974580454983,-0.8981788527821343
VIASCKDE,,0.7935147949409082,,,,0.7817296742795545
COP,-0.6973489875203155,0.47463001304017227,-1.0,-0.33356492358120204,0.9305618233344753,0.11310890407177913
Sym,-0.6564877895086562,-0.049736940063020554,-0.7961872640385974,-0.6340423722838194,-0.8364813005849056,-0.5034561888287428
CS,0.634670037989868,-0.2769692076073003,-0.7153464647911209,-0.8640321954970885,-0.864945290245587,-0.4093736409077847
SF,-0.9787135091702395,-0.8963826304590224,-0.8389083610063499,-0.22877596360219069,-0.6756100915221593,-0.7310967304799257
SD,-0.9632522294075597,-0.7256736329899078,-0.8649080166399755,-0.7616424402797635,-0.8622546488119828,-0.4898278864280781
SDbw,-0.9280430584333942,-0.2711532117796083,-1.0,,-1.0,-0.9942118364214135
XB*,0.7662538350437994,0.444661517689032,0.760837412032258,0.3415772762244385,0.43438330896491245,-0.20421475535678327
S,-0.8885656502359971,-0.302784476809675,-0.8593092405839,-0.6234047723127378,-0.8082244682003075,0.009187563645601526
DB,0.6304204304524486,0.2500608121486975,0.7144226798903609,-0.5369488447342592,-0.19111476090096635,-0.5186013240759546
CH,0.8970331491376822,0.6779854275815729,0.826087694567552,-0.34028784746736496,-0.6504929604516777,-0.2068477466082952
AD-S,-0.9663791464005416,-0.38649331015220945,-0.8258424560254547,0.183874299082803,-0.5380556814536847,-0.4454625805098122
AD-DB,0.977510669383144,0.3577899850334931,0.8244949513411546,-0.5906177936961463,-0.8552162499333401,-0.0404360680159033
AD-CH,0.18624750644976376,0.7944207704348437,0.5484384609984311,-0.5081015333610444,-0.0848022807798908,-0.5700388967473746
AD-idea,0.2032238105709572,0.16749042092242195,0.8987081121333033,0.9085278380398,0.8632208555524996,0.6755406017818404
