,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.6661363824967476,0.18466890727627766,0.1898957288774695,0.9127950623469987,0.2920597205970906,0.5044254752472427
GD43,-0.40563267452848184,0.23215968428589628,-0.8441094382562633,0.14781981115289478,-0.3902885298766508,0.835950506116359
GD53,-0.878315243205624,-0.8392601303854242,,-0.07279558649697997,-0.7776856845168466,-0.4397274065541091
PS,-0.9150953382757315,-0.7855843552816107,-0.9125077410457012,-0.7303806204750394,-0.7863840926061624,-0.4933943076268489
rCIP,0.6641430656529104,0.46841419543509566,0.5175021164621455,0.8318833669836162,0.3978315780677562,0.660679880388435
WB,-0.910036351522985,-0.8459410695460762,-0.9437142239713717,0.017798506091717035,0.33398495163075,-0.058913330643560725
XB,0.7210391447007216,0.48848719368820226,0.7045629180955503,-0.12036588784360346,0.40768876083807987,-0.7754224790756885
SSE,-0.9822066264022177,-0.9258033142830311,-0.9314931353509757,-0.5474173179200589,-0.9582961493981179,-0.953639087395791
RS,-0.8115624333103165,0.11253181233292904,-0.748868081195684,-0.29894300084206243,-0.7594485539383471,-0.8344214372652063
DH,-0.7109465324706806,-0.6590924977620856,-0.8336711889302789,-0.6917409596891,-0.876427211593448,-0.47397473233444215
B,-0.9580149310829401,-0.709891736051182,-0.7339118333290272,-0.9123946632769674,-0.8215717901485309,-0.5681248623877733
BH,-0.9606530525335748,-0.8801072637467645,-0.8870653091001945,-0.17629743770361617,-0.7844465213550014,-0.6870046571026884
D,-0.8944258470886506,-0.7438305878054847,-0.839560452267249,0.1397127691290527,-0.5230902259526483,-0.24538064481164543
H,0.9339065199717693,0.864782955611028,0.7770007625021202,0.42883221601135674,0.7920425342764087,0.860923352762022
DBCV,-0.8213057858502538,0.05727098088341067,-0.872029935922259,0.29329547193502387,0.8039131545421816,0.3194946472754864
I,-0.926641001814892,-0.9195512360567534,-0.8619273499088509,-0.13070908311739615,-0.7971802923341093,-0.5980536495812434
C,0.41143470831354695,-0.5448414599705265,-0.924780168659573,-0.17838469689536127,-0.9699503191299902,-0.9255670749161209
VIASCKDE,,0.723362354121891,,,,0.7877939993787619
COP,-0.7767415545735655,0.46961454909952194,-1.0,0.8822657883263433,0.9325376941960933,0.1281842721140057
Sym,-0.645750743062731,0.22284185339671939,-0.8607589946078267,-0.2585480159716976,-0.8727282410347138,-0.5347208539048597
CS,0.4999355792311848,-0.5423091742468855,-0.7757529370512631,-0.8027498012466919,-0.8632556871829655,-0.4372883308058522
SF,-0.9761480098053623,-0.7200832877945004,-0.894861408884393,0.019825811084248496,-0.7289310285995368,-0.752485504175655
SD,-0.9747716389633372,-0.8690135224440699,-0.890704388966436,-0.4833581950562054,-0.8861932883705015,-0.5135326657543069
SDbw,-0.9605091974151425,-0.3732357733104295,-1.0,,-1.0,-0.99307422366212
XB*,0.7266787687092917,0.4792489908702932,0.6922071228787379,0.062070112426119754,0.5136008973897903,-0.2231889498209378
S,-0.8378000680723355,-0.678657646371609,-0.9009171191936036,-0.224744378257971,-0.8451044130447964,0.0006846949457633267
DB,0.5252150265085911,-0.20928443510847475,0.7234159991431246,-0.8184206184586096,-0.12185882283444001,-0.5417597674940229
CH,0.8258315371722809,0.814922630069688,0.7474641503414301,-0.3555838135368466,-0.6813035105293631,-0.23689183952097348
AD-S,-0.8971393007591869,-0.4649536736559566,-0.7764637358109628,0.49715310409284424,-0.628397432862342,-0.4374096897381281
AD-DB,0.9296261737392131,0.11903310876521425,0.8295313682733735,-0.8508838475323646,-0.8723800937773387,-0.08122486337174294
AD-CH,0.0018400262392915113,0.2302492127931107,0.5765620122107451,-0.33347391367867885,0.003775607674451066,-0.5997154487845195
AD-idea,0.37354426315217526,0.3635500987122557,0.8786813127427376,0.6782575939691258,0.8291473467691829,0.6897645953441287
