,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.1448522435065379,-0.5440666243606928,0.4863594304182871,0.15433285982473666,-0.17093080641839956,0.506095766098387
GD43,0.6626731869227227,-0.15559359514056278,0.3376803523692803,-0.6849804982972699,0.3501892919306811,0.6343340821214428
GD53,-0.3363089514627142,-0.652570757134037,-0.5910523658464496,-0.8089478316547964,0.07057432709251875,0.29212279140266145
PS,-0.10296579109333756,-0.6897175204063134,0.015213941524066667,0.44523652650252554,0.029693164733329353,0.5100802074300088
rCIP,0.29161734280820684,0.49190727299858145,-0.07517696061182254,0.32407492562802875,0.16749666048052583,-0.5031792074446949
WB,-0.5337435482745256,-0.2985802450216684,-0.5621321961417955,-0.7309891348579635,-0.782637846247287,-0.7981365777422365
XB,0.29822939503364293,0.6401544341780373,-0.08537785024022324,0.8718540678218363,-0.013302467819185653,-0.713805575887181
SSE,-0.6512914520579823,-0.795320880777432,-0.8307120298588447,-0.705347042906939,-0.8012124617422417,-0.4144977689837788
RS,0.6249479822414306,-0.10613091816903045,0.6026578119331497,-0.4670749551539579,-0.07383916714570452,0.5425281257570896
DH,-0.3421539788650105,-0.5740768620818937,-0.6504686318569701,-0.7213092180826697,0.3601387213331891,0.2821006890837553
B,0.014159196495274957,-0.6280563274104647,-0.5610213687213833,-0.7230483607215477,-0.08014979681884668,-0.04244095219812924
BH,-0.7034298015614238,-0.7780719666972751,-0.8123270717300256,-0.7147645167750284,-0.786818016982175,-0.3791057911780123
D,-0.226197359710165,-0.5152511792470429,0.04521754566308494,-0.8263883220464964,0.32762593948161367,0.2590003366865559
H,0.3893601679323262,0.6996715427691919,-0.05526455529515178,0.5148469081004532,0.18657164759956288,-0.5038095868288587
DBCV,-0.370361584542814,-0.375620850798265,0.0305768705148765,0.5949134136070495,-0.2311999340805873,0.1598511615280573
I,-0.4895065599930248,-0.5019110878325578,0.2582701519870394,-0.7108102561263688,-0.5480714650911631,0.7388726971537203
C,0.06864776259012813,0.33769729596557285,-0.6837189313204847,-0.7598179992208873,-0.8020093963804742,-0.6632386614155188
VIASCKDE,0.8189097759571916,0.6979802171287006,0.5489709089843776,-0.7409926840612653,0.3675063219999378,-0.5608003792114228
COP,-0.33334359929611784,0.7887436925474415,-0.38108322896777147,-0.7624566849631315,-0.022813803776788856,-0.4653569351228034
Sym,0.5874550222863292,0.1797101407971478,0.2914692684101224,0.017801976009421083,0.3257921702250031,0.5166598347144958
CS,-0.08322644324355513,-0.021684540115350856,-0.6250901026773227,-0.5479739633474473,0.05827997389345227,-0.13129447401639685
SF,0.3955947247564653,-0.7759258367251753,0.28274998993207906,-0.6481269033856911,0.25921876546107747,0.6158032319053343
SD,-0.7453134566170871,-0.7373056047663642,-0.8010989700009514,-0.7811398578984294,-0.5369648647703469,-0.17267956997047892
SDbw,-0.4820819994523737,-0.5255494994260546,-0.7258178651940206,,-0.04801472905846993,-0.2309804828789508
XB*,0.3646850062909243,0.6285711294093717,-0.07566012375411427,0.8073562482692981,0.010976261619418648,-0.66521834542306
S,-0.055450664793257075,-0.7986228125601262,0.43636285830095284,0.5361472867638495,0.05712955206507285,0.88349395342126
DB,0.020081398782214387,0.5828160019773774,-0.5987489973886437,-0.3945564621706367,0.20584435300999582,-0.3090099020291793
CH,0.3546350440861645,-0.1978569296142729,0.700706783800778,0.9106440970129965,0.6073369517278197,0.6560783775429954
AD-S,-0.45578974285118085,-0.5156827609842549,0.324918610112267,0.029909542111650683,-0.6287709978850361,-0.20041220884706443
AD-DB,0.4238666390844239,0.3741832926127348,-0.40866853351503074,0.13279823532316506,0.670207696886307,0.25602705072648374
AD-CH,0.09758986788898696,-0.7512613446142474,-0.053466356864175044,-0.24680534425766082,0.3724188757314514,0.6386505635938882
AD-idea,-0.28839371735845243,0.5969362979340482,0.06048309344574432,0.4319079258981916,-0.28352954430543026,-0.5002563737030729
