Metric,Correlation,P-value
cSIL,0.09508937719968097,0.6046807091622481
GD43,0.2895783917875307,0.10792541423179483
GD53,0.2245234004781101,0.21667755867163996
PS,0.32833719856925314,0.06655044920913514
rCIP,-0.29764905234031896,0.09802393833803323
WB,-0.26833165819428856,0.1375680627617602
XB,0.08482558357482886,0.6443765604133116
SSE,0.1388887883210902,0.4483908425534663
RS,0.12892360923952653,0.4819127922120654
DH,-0.03291785525961559,0.858054579380399
B,-0.2683442617525579,0.13754887551723344
BH,0.16174277292135775,0.37648222243805973
D,0.11984574522168319,0.5135382359835533
H,-0.2993875808434304,0.09598422814507208
DBCV,0.1581705260056771,0.38725257708881794
I,0.24191868140893294,0.18221483923340887
C,-0.02869632632896405,0.8761084343220433
CDbw,-0.3604018872870383,0.042734344091103486
VIASCKDE,0.056422304212289484,0.7590575929467318
COP,-0.25432192074513044,0.1601275083884663
Sym,0.0019379146671351238,0.991601354007564
CS,-0.26567172947868034,0.14166140833704186
SF,0.19656571286350344,0.28091470061196516
SD,0.131787832275468,0.4721475801914476
SDbw,0.015899420629015663,0.9311741783424874
XB*,0.08639994755588098,0.6382211402615224
S,0.2696022417830141,0.13564360268123454
DB,-0.100624857982515,0.5837144024752636
CH,0.32288041861833955,0.07147578247817758
ED-S,0.3237141187504411,0.07070546855980225
ED-DB,-0.341745852698652,0.05557171542126543
ED-CH,0.26349739510840264,0.14507286364373456
AD-S,0.32668256013971664,0.06801505258348052
AD-DB,-0.3523472002209582,0.0479488776403839
AD-CH,0.27385537742031985,0.12934521997783752
AD-idea,-0.286928978131413,0.11133428045619483
