,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,aggregation,compound,jain,pathbased,spiral,r15,flame,lsun,target,twodiamonds,wingnut
B,0.548947311703151,-0.655128680986837,-0.5118452711465228,-0.5604478967013014,-0.6399459453368006,-0.5844530030210252,-0.29707909566381163,-0.5032621303669642,-0.050520493349185645,-0.12447379585690943,0.3060457913312354,-0.6354638757036564,-0.17268957202577406,0.2735289905323869,0.048213220009366835,0.7533853541743605,-0.055485982494416164,-0.42692844448739464,-0.5254337188411108,-0.14582635674731048,-0.618822298016754,0.6889649023812664,-0.4482436789314094,-0.26355752503015767,-0.4913380630196816,-0.09673122092356239,-0.3121855900248732
BH,0.42441683690767834,-0.5963155421397212,-0.11441744404141417,-0.4809240391405225,-0.5973713976427935,0.07943668255625388,-0.4747120104060268,-0.0005023186834770731,0.583006983216229,0.3098636257838495,0.31461524530887924,-0.02641459000784261,0.2146725334719904,0.07605868697679927,0.472324857019703,0.5978827364730873,-0.1053207963470749,-0.3194135312138526,-0.44602992652629153,0.4575248193972871,-0.1412185020265388,0.7651899900908168,-0.33751355193250626,0.016485102722543797,-0.3979681688884456,-0.5061117543617208,-0.025410424666290038
D,0.17614915707387438,-0.7906836000739593,0.16432087691062808,0.40308106642928543,0.0589813177482825,0.21973240282689555,-0.05244114513458184,-0.27518014658377465,0.007765636205293472,-0.27650131151147284,0.528176336249504,-0.43508430135309223,0.39269447683045267,0.48832035160182174,-0.7471688480109774,0.0764751092689804,0.4088480492899878,0.24200118337713317,0.707977395828883,0.010131780122607912,-0.6860359125700352,-0.3266153478080535,0.23514154254785988,-0.07859424878984914,0.0377432400397107,-0.12692433227318628,0.314421768092472
H,-0.28989640201490074,-0.7306278241763206,0.3894321481241477,0.6530046705976144,-0.8957587856458857,-0.70819136589388,-0.315180691811146,-0.5352431958032967,-0.6682984861553103,-0.4773001232946068,0.3893406381398916,-0.5138880622448946,0.28648015052218523,0.3713702285056055,-0.41759782317234473,-0.41047512711472556,0.48305216515990823,0.38790474565632965,0.5720526181786487,0.06382480588297562,-0.80993161168566,-0.29946056823801237,0.3735878562542464,-0.28393561129978084,-0.14027382460189933,0.6804889566868834,0.07856750006920633
DBCV,-0.5221157798808065,0.9062596658794756,0.26770599569710973,0.026589482728003003,0.9594001514610737,0.4330036765506916,0.8758497517447407,0.8391239008307995,0.5198329818756756,0.7995751523681546,-0.09006986426056007,0.5989181531188618,0.6997775862667454,0.7701739281145396,-0.42802431764445265,-0.4708933587113571,0.27293085380835874,0.7636147071089957,0.22803137772940651,0.3630818657553305,0.8508749825313846,0.02729621474938685,0.06370311643473965,0.5376393075646739,0.7019503709714072,0.23889087409584497,0.2761774877338144
I,0.28379934901243703,-0.6493628878496356,0.5730735933120621,-0.09876082057321169,-0.6922202105829953,-0.6603961523012354,-0.4662283944844272,-0.20428484947563524,0.3767053095912034,0.15037949902003148,0.6818619392256587,-0.5245857493611495,-0.23333130550182313,0.7555091626490668,0.48040804670483667,0.5367053463965499,0.3962668129449701,0.23331105808672908,-0.3963300945058298,0.3575114391369412,-0.5443923590692716,0.7122907632064173,-0.2147982226976978,-0.1918908346381795,-0.4836515537687558,0.43094688453751095,-0.18274022064443798
C,0.7434637614826561,-0.6536054817613347,0.0741087158696465,-0.10937314637344898,-0.48938478949940956,-0.25542353514765587,-0.3505844119971073,-0.5368155513545803,0.05638789000712483,-0.3825008547106524,0.9824115729295997,-0.5639949840501124,0.3872999997964461,0.9412630108127699,-0.2737779484089799,0.8121383571529107,0.3751602669032396,0.548689757155891,-0.2622831655057271,0.2641911460131383,-0.6286765630161092,0.5040004470427739,-0.1247316826476349,0.10793470404012243,-0.2976623380607987,0.33269670804148604,-0.17556238066066504
CDbw,0.05810645881569811,0.2674272706804336,0.1131797871374973,-0.17332502938102434,0.013865341488695495,0.6022654775684397,0.6133835864677496,0.6456995565011264,0.6956436113636144,0.34705022431621263,0.02049237271746132,0.15938254765304563,0.2514361882644357,0.1644761191024068,0.5313895925423494,0.3909725206213477,-0.1478800095981371,-0.16097574089939995,-0.09408350917979669,0.33569224772939,0.41565467283471474,-0.14022164839979495,-0.21192496134992736,0.06103334200235634,-0.5452800898753197,0.13082520023184024,-0.1255609592852858
VIASCKDE,0.5328461937406802,0.9076672340583953,0.49448520392222706,-0.2660374222294494,0.9759554332729237,0.8126851120194194,0.8973970925390863,0.8219102388598204,0.4864659383372154,0.6451362990309104,0.4978809512567256,-0.0002904843236118874,0.23820007343398167,0.8682346028440048,0.28539536204317273,0.8715129428471239,0.4992132631113124,0.46956509015011655,0.6422279303192239,0.36544522630628873,0.21003682263272513,-0.4128182864138455,0.10040005736298405,-0.17385755639839623,0.16867572208957524,0.658588152771444,0.09225286072265014
COP,0.6418983794871946,0.014116569016250942,0.26827181813425005,-0.43343955402534534,-0.8090060375470929,-0.6244028352648634,-0.808827010220913,0.17430874841111949,0.4448428843487351,0.41994131360964676,0.30805524335676787,-0.5072542632724018,0.2829600336395135,0.42094765946064094,0.38136853328979914,0.8672496019872233,-0.0168081693482411,-0.38666380124526084,-0.3512934972612769,0.10908559103665479,-0.657035745240192,0.9342466450682172,-0.24838666607325646,0.7153812953094685,0.1270754917062149,-0.2131302655915679,0.06694759882689957
Sym,0.5294355974089261,0.14977497172106657,0.24934270961762936,-0.6136822354484011,-0.6660712204607055,-0.5747171804198432,0.5290410084881644,0.42396237937680487,-0.05288557110265229,0.53131059991789,0.5082028879738785,-0.7646822188787229,-0.19709387495891542,0.7536983237619522,0.2849918292428593,0.8249044804333778,0.3339946968519568,0.2108197865573624,-0.4198364175890041,-0.1575586027065581,-0.8239097151090805,0.8150918437654967,-0.2501749866935819,0.3667344692989494,-0.41744022875134495,0.7495030915351262,-0.37056086643055597
CS,0.231102804900204,-0.6575204143410613,-0.26229073543908216,-0.5084014929890043,-0.6784256938834815,-0.6259347272995112,-0.0782940525537237,-0.41200547379506136,-0.23142339599157888,0.10360411078744655,0.4793047008949493,-0.573107808072129,0.10078065901173397,0.4603305095117401,-0.4020292820163292,0.4475856432413138,0.46081045007042637,0.10559669282421541,-0.3782740771980751,-0.005715071421759851,-0.7251750336190756,-0.07502424001148535,-0.34231724675724384,-0.2926422048907132,-0.4937373445789281,-0.5415591421601017,-0.18291592449975294
SF,0.09532413031147428,-0.5605120931482975,0.1345213143440008,0.0434911368072926,0.008152966245415125,-0.7756536148712367,0.39730328078478494,-0.20742937163598965,-0.6656044584960982,-0.08530794351242102,0.31052912661980103,-0.5705278753783959,-0.02442398199859638,0.5429061053676598,-0.2886476107458639,-0.03251636000219086,0.36116094547062666,0.07381004276935473,-0.044052354929018954,-0.28531914385061224,-0.6457889487362727,-0.32653634452001246,-0.0026978994698128715,-0.4046692286205123,-0.415385213280539,0.466830104047172,-0.22368043739013665
SD,0.3430668196515807,-0.6136410798368138,-0.4613666555580421,-0.7025780288510037,-0.6714989744746368,-0.5180112262980613,-0.2797882657656421,-0.12362978996045952,0.16877472852543926,0.15551076073313186,0.4354701469133346,-0.08093733657054468,0.21119544723145584,0.28168802698316353,0.12860199183003573,0.7145286962777191,0.02935249253408643,-0.46501587666558575,-0.32224941861115186,-0.11173010216062867,-0.5182883830776855,0.7857376044231394,-0.42764292251081815,-0.12409381967614663,-0.630580662297451,-0.5603336429091271,-0.27147760271981836
SDbw,0.36310261397739935,-0.7063689821983987,0.031120309713871735,-0.6242291939876929,-0.49407186730633695,-0.546592735246439,-0.4573441572174682,-0.24205066268027253,0.22479892046943478,0.07039356209643159,0.6439059650721306,-0.08416288496822764,0.275618211835279,0.7485458617102219,0.0302135020411556,0.6388499957684363,0.16616987050839233,-0.2808397882902052,-0.358430617864995,-0.016569592015409723,-0.5608089826334725,0.728583504128367,-0.3791578244656604,-0.015226872394521525,-0.6574442702031237,-0.47445650227114466,-0.21824876345222946
XB*,0.6883655120893727,-0.8314382635099048,-0.10618493761263736,0.04305699586401694,-0.7337905435688064,-0.6807197117348369,-0.49690181993199617,-0.5839465196596311,-0.389641248251687,-0.5583308516427501,0.47878295658961645,-0.7002416830771383,-0.04668684864645817,0.4434596451243185,-0.34517511184450916,0.49392711101956677,0.23235089003261544,-0.10146067614388884,-0.18235595739206495,-0.13328419843648937,-0.8625723661935984,-0.0038238726946086105,0.12567573519617878,-0.2099425448286952,-0.553366061862446,0.5775155363072996,-0.13865552156287758
S,0.7744506066794122,-0.6676079619317377,0.4344933132459956,0.22934086553011193,-0.38834060108829377,-0.34161738664009905,-0.255692412040518,-0.5241768606854148,-0.011124161460235397,-0.359679852891473,0.8293657949857512,-0.6583854322000348,0.014669226017899628,0.7215971217553757,-0.11473192222851518,0.724370890115027,0.3831120052857507,0.5676279793383346,-0.01861561074664056,0.10667123024717506,-0.8176376454563989,0.7744029172213684,0.2176224203724311,-0.041542181935927354,-0.15674041263806832,0.7658558576661946,-0.08689808676261802
DB,0.5011753222654841,-0.6221412613213932,-0.24609384682757157,-0.2814009886008272,-0.6837683568810066,-0.617159011771456,-0.5358220485135515,-0.48888565218544927,-0.21461851849815392,-0.4312693198721031,0.4337172407408597,-0.6337489395780129,0.1391682289429694,0.4280458961650068,-0.38084835412099494,0.5044452117625577,0.6006354128845536,-0.10866655066887229,-0.4568973892964341,-0.021786168654855078,-0.7914961290035125,0.1547255355630228,-0.2532570874254217,0.06550367081693365,-0.6295181937023472,0.0681465388889129,-0.20365207379660444
CH,0.7567608068151574,-0.6489450100236341,0.16227306487166132,0.08501079390699082,-0.6506424801305838,-0.27644937928205177,-0.4149114032354045,-0.5251259563058776,0.016196821227195526,-0.38550247860903863,0.8568493632031216,-0.5988423002801542,-0.1006589195051862,0.8222444865118449,0.21431566229913343,0.8797256012778962,0.08450847404620938,-0.2327820467565309,-0.27171553845796204,-0.12970006286011812,-0.7549743729901697,0.8293259690623748,-0.07574800077439452,-0.027293502014109777,-0.360609009429025,0.4176287349298207,-0.1891676542371232
AD-S,-0.175266764668773,0.9233657295787063,0.6023581514868684,-0.20270751251423322,0.9358759157589952,0.3139741331102678,0.9310463926131974,0.7070711060683867,0.3843392886060958,0.7612177896989832,0.6379047426716697,0.6180676272588769,0.7659806221195707,0.7984467346904974,-0.6254243350580861,0.20375677006979634,0.528139415836904,0.7784254729205461,0.7775026941379396,0.34951065619280086,0.6689146150497294,0.0745518728237811,0.14100398582276116,0.8377064673697838,0.6592269565625365,0.6836228580514898,0.581751758336187
AD-DB,-0.06196775311024409,0.927716367769765,-0.0012030373387756654,-0.3855039261138454,0.6863387192555076,-0.5993203225061744,0.6675550203204668,0.38014467474478947,0.0741989480029495,0.626756421078507,0.15866162509172538,0.4247209436610435,0.40018703802579086,0.5032248824472098,-0.08302349543561548,0.3868762777849569,0.3245706870793011,0.6122982063087895,0.13284519481154422,-0.08223044750933722,0.182782771420912,-0.31496209782740037,-0.005190431690448406,0.23315769838692094,0.1815365406695507,0.1070928386644149,0.3003126082326467
AD-CH,0.13034991866820783,0.8890277061704046,0.7328513724108341,0.6209074952083122,0.961356165377325,0.6968474435981886,0.9014277069787013,0.33844596861947907,-0.3501141558186751,0.7936146689716664,0.3748538937152032,-0.07948040348889972,0.4355870768387765,0.5513896167864103,0.059958594738410705,-0.03500800887136563,0.6467900106056437,0.2445944243142425,0.5487431376425205,0.06374646796856846,0.3478920049141657,0.6252867431961993,0.6276208867513712,0.46298969747866486,0.9279585630854776,0.903217925292115,0.2373470194860669
AD-idea,-0.06407906903049228,0.7799547001897077,0.5796619157228089,-0.11938595256131594,0.8631206074262782,0.6279391293495618,0.6979690263377926,0.6566824112169537,0.7529418565801299,0.7053422357087273,0.766605894032507,0.5875355985601115,0.6508304282059622,0.9082161214809107,0.28120189298289566,0.5435800413661397,0.4436825966502544,0.762515416897538,0.4291667641604574,0.5921779934337124,0.7061180123997857,0.8376041446055311,0.030190623723597924,0.6340085721178607,-0.04853876041855161,0.08709855256570768,0.563403430851835
