,ecoli,glass,ionosphere,sonar,statlog,wdbc,wine,yeast
cSIL,-0.20384492409514623,-0.41131818783206214,-0.1654663398198019,-0.4989130446225484,-0.3773156552139904,-0.41443743731679866,-0.2544343754359799,-0.7938588260605354
GD43,-0.0681834665589672,-0.490905591100376,-0.6064026284333212,-0.3216895738843721,0.5706769914036399,-0.0475484319706992,-0.04588243675750292,-0.6927410316921049
GD53,0.2825520636999559,0.23169467330696958,-0.39633911159828705,0.4002682068341835,0.6439523993412981,0.35603536517699563,-0.14518660907818587,0.38182945668921625
PS,0.029201865026390668,-0.020062812420692556,0.2739457067238396,0.5378246638948977,0.5894374641462913,0.5641966612266661,0.7377861782477292,0.47020377526598695
rCIP,-0.38182297164552104,-0.7801244498926498,-0.4343115758210552,-0.19772366901434765,-0.46014071826484776,-0.25008463825272514,-0.5622145921731114,-0.8437727704185757
WB,0.4766366787072197,0.6351060589605391,0.4679197072139102,0.5296138313156036,0.8365350327424952,0.8766957857233589,0.8173526041075311,0.7933873065722497
XB,0.4063541044151831,-0.36402322642861534,-0.4285206006923398,-0.3481548177669298,0.3721139525891466,0.004452143666620534,-0.2100803694740997,-0.3626051652380022
SSE,0.7831056962823321,0.6428409550929527,0.5728690655738207,0.3209673207112547,0.7113605256801291,0.5699232327962297,0.6793172574612487,0.9428618913066709
RS,-0.3777495423717198,-0.32578190532999346,-0.5730126131426119,-0.09321230363654481,0.017176741905173185,0.14496384550702904,-0.5078392282314896,-0.554837182228181
DH,0.174366140409205,-0.253343906566255,-0.23088769799511333,-0.558919524371152,-0.3921705426366702,-0.292619549306323,0.1339392834702503,-0.45810648098386153
B,0.5054023351182956,0.1665280443355192,-0.33445227530200106,-0.46817763566065806,0.318415546270201,-0.386392379637545,0.19675967697199598,-0.020762334976178295
BH,0.5908526700159079,0.4672050215946926,0.41580967228645654,-0.06262470410719292,0.4167936954952609,-0.0021446484351020953,0.24938336064280756,0.5085790260659437
D,0.611894979487583,-0.42469413988644744,-0.5537541093109701,-0.3854410178762518,0.12676387052424173,-0.17556959368835826,-0.3383096718763991,-0.066460766373709
H,-0.3736500986196958,-0.6511611198162528,-0.6830609557297892,-0.20391007050864754,-0.3544988197035872,-0.2179981577473702,-0.5018658098126361,-0.7512674591381387
DBCV,-0.6292655223003025,-0.41963743166468953,-0.2878945439470051,-0.49498836667440527,-0.2270131738510946,-0.7661799256482617,-0.2893455320645184,-0.6498117629888045
I,-0.37881500537868695,-0.2693689639906052,-0.2681371557483898,-0.18096798507201406,0.32434835271401474,-0.35681481533810167,-0.4384772933633935,-0.1681633462888509
C,0.5249368577118306,0.11793760065984285,0.25172854021061974,-0.5266196539127276,0.5207558139548314,0.16658620802776095,0.8237740085938002,-0.08705800572977018
VIASCKDE,0.6432004587279136,-0.11061900391483308,0.03829627728317573,-0.47319731370936235,0.35431062422886145,0.21669172558025288,0.28553953657922976,-0.04682970045707085
COP,0.12418461872606557,0.2990241558823001,0.3603527582205676,0.5951905943796721,0.8159406398345167,0.6223362824347929,0.2235761983809215,-0.10165875481431998
Sym,0.5206966456125419,0.3621951653993846,-0.17391759434193516,-0.20965875388411784,0.6814444040715247,0.05886141429627071,0.30438780994831244,0.3103255162575766
CS,0.1879712238097846,-0.29158055566375807,-0.3553885602529178,-0.5337742861595569,-0.4683531673946187,-0.1847505685535485,-0.028247751394698983,-0.4585856331454992
SF,-0.7311360929181722,-0.5512650213478583,-0.48704427879858303,0.10243173715740356,-0.2182873062021133,0.00924078598630644,-0.43555200869901767,-0.7655557887655743
SD,0.308490637735001,-0.053443522598747205,-0.09263219801752602,-0.36966129700666883,-0.008734102470952756,-0.2702833776313777,0.22324774776806802,-0.013116443414286293
SDbw,0.2785216181915492,-0.14859851064560242,-0.3979899638678999,-1.0,-0.11859490815361054,0.07524449825102647,-0.007969273549365384,0.10023932693400377
XB*,0.04283571118762187,-0.2842181487363203,-0.41403947829217885,-0.2673595915338805,0.32442331090371485,-0.03862396482001847,-0.0346657091849529,-0.3398119173895653
S,0.3431919236993541,-0.12197078909908246,0.048257186570593705,-0.2978563559656403,0.47015276768532105,-0.05784035657517629,0.4812621737312917,-0.2845989872174323
DB,0.22249344229564633,-0.12603220345239813,-0.3679158378840037,-0.47360250439287505,-0.01708197068802855,-0.15292261867006124,-0.03093623993392641,-0.3360166964901224
CH,0.7144638371992116,0.6045916589674155,0.4340233276272489,0.5899199100225418,0.7300207424921928,0.8630319499229095,0.5441593821961662,0.8315205502626933
AD-S,-0.44411721716751634,-0.3525734483596188,-0.2966890146944627,-0.6855610302255486,-0.3036729942231757,-0.20992500278433748,-0.5541821589998507,-0.6935278813955563
AD-DB,0.07866126635444334,-0.318178971427663,-0.5177340823119462,-0.552796266309712,-0.4992670482086519,-0.37271917781175967,-0.6349998302911359,-0.4869475916107965
AD-CH,-0.154032724854157,0.2280217268174975,0.26207821648379254,0.42838536002201877,0.42251665455535314,0.7924358481981196,-0.030859316730503673,0.39765058130339287
AD-idea,0.0927608553881128,-0.06355932655616929,0.02074928253057254,-0.45722947600864045,0.19328532592146846,0.06352950664682491,-0.12662909736264824,-0.11117292525908365
