Metric,Correlation,P-value
cSIL,0.7320826717955717,0.0613899202981841
GD43,0.2286947234371477,0.6218284588444484
GD53,-0.1838943461398167,0.6930630403122012
PS,-0.2365068908566786,0.6096278143237854
rCIP,0.4025403901476226,-0.3706197286362996
WB,0.8354639033268171,-0.0192624566148303
XB,-0.1670727693435828,-0.7203103752955851
SSE,0.3483335211854218,-0.0749793157363378
RS,0.6005417457122774,0.1539067248696831
DH,-0.1700855099401976,-0.3963401263217433
B,-0.0846635580062295,-0.6745852828744044
BH,-0.1354380185721773,-0.5005848215225546
D,0.054610831799749,0.7867444504811167
H,0.5170262197603442,-0.2347179372554379
DBCV,0.4368001237232565,0.022721828941541
I,-0.0003290461950524,0.9987003543131512
C,0.0631452235037549,-0.7543575846976389
CDbw,0.1515648753743623,0.4504505352667436
VIASCKDE,0.33686587786606,0.1074738949145256
COP,-0.0724154244638154,-0.7196338014796139
Sym,0.2401196192583013,0.2276608037143627
CS,-0.1088611345479887,-0.5888498163516989
SF,0.3763041739721418,0.0530395942868451
SD,0.119794126478075,-0.5517339275843964
SDbw,-0.2894916722630944,-0.1430196751854475
XB*,-0.1630903972693997,-0.4163292199784742
S,0.3501857342920881,0.0733404248697649
DB,-0.1939635389816472,-0.3323348503662136
CH,0.2074470901818124,0.2991445003167439
AD-S,0.449010101750325,0.0188042181999959
AD-DB,0.4538978817732036,-0.0174000394347139
AD-CH,0.2752236389285379,0.1646995056493866
AD-idea,0.2005895538258405,0.3157556816761956
